@relation liking 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
2150.9,1336,793.55,804.07,686.33,1108.6,939.79,564.2,487.54,400.38,1499.1,1068.9,665.46,671.1,573.19,1505.7,1037.5,659.38,651.55,587.46,949.18,841.03,634.57,673.72,628.48,1387.2,838.09,532.03,548.53,522.57,1927.8,1172.9,814.31,853.86,795.97,1655.6,1146.5,798.15,863.31,795.61,1590.4,1011.7,676.98,619.49,614.98,2166.3,1199,664.64,757.88,727.94,2440.1,1404.4,758.01,822.05,723.66,1418.6,1099.2,463.29,402.19,336.1,2705.7,1507.2,865.19,953.78,864.52,2176.4,1126,687.42,714.36,678.84,1706.1,980.63,572.66,525.29,492.56,1762.1,1181.5,587.19,527.14,457.42,3202,1798.6,1067.6,1041.9,941.12,2013,1305.1,804,733.85,602.69,3056.8,1559.1,1075.4,1204.1,1075.8,1205.4,965.78,800.24,732.98,761.43,3208,1864.4,1210,1177.3,1106.9,1230.2,970.23,800.72,781.19,779.91,1694.2,787.17,579.72,667.91,602.01,2200.7,1289.9,738.49,756.39,616.09,1549.6,1017.1,806.41,792.29,799.81,1573,1272.5,845.86,830.8,859.5,4053.7,1570.9,1237.4,1356.3,1386.8,2928.4,1322.3,869.79,991.17,974.25,2154,1242.4,738.97,747.21,688.63,1585.4,1097.6,642.55,655.32,590,2075.8,1285.8,713.46,649.75,582.09,1239.6,872.91,588.52,561.8,569.85,1
1895.6,1322.5,788.11,767.54,657.95,1143.1,954.53,542.98,483.36,374.89,1405.3,1123.9,758.2,755.47,683.99,1310.4,1069.3,819.92,784.19,753.16,1004.3,1008.4,969.17,919.27,940.26,1176.4,769.57,600.98,585.15,543.58,1716.8,1213.8,932.55,1035,991.87,1394.1,1043.6,789.35,826.78,803.53,1348.1,998.93,702.69,718.5,703.39,1913.3,1027.8,515.52,602.91,461.61,2172,1411.2,663.34,651.74,530.24,1242.3,1079.3,473.68,400.3,344.36,2404.7,1517.4,739.25,761.11,618.23,1802.1,1094.7,664.36,659.88,570.63,1348.1,948.64,588.86,563.24,529.38,1523.4,1148.2,583.75,546.68,505.01,2819.1,1843.4,1032.1,1093.9,978.36,1874.7,1383.5,821.96,740.98,647,2668.4,1545.9,963.47,1050.1,903.97,1187.5,1159.8,1000.7,1004.4,1029.4,2728,1882.1,1251.4,1331.9,1265.7,1156.9,1062.2,969.98,901.01,939.54,1329.1,725.44,530.89,584.29,468.03,1912.5,1324.3,722.18,750.68,656.78,1328.8,1131.3,904.79,856.64,953.14,1488.6,1307.5,889.02,895.48,925.98,2802.9,1273.5,992.91,1226.1,1061.2,2215.9,1124.4,664.74,793.12,625.15,1841.3,1299.8,748.06,787.59,756.99,1477.4,1096,626.71,574.53,528.78,1689.2,1286.5,716.11,675.07,615.14,1033.2,778.91,513.07,463.17,465.38,1
2606.6,1495.9,1026.8,1140.7,889.15,1370.2,954.39,610.44,647.76,520.88,1713.7,1082.8,746.85,758.71,648.24,1596.5,1120.4,890.3,864.48,804.83,1032.7,913.91,870,788,853.09,1357.6,805.71,612.4,607.53,532.16,2360,1384.8,969.36,912.84,855.73,1847.7,1107.9,835.59,758.79,769.69,1874.6,1169.3,714.18,679.42,620.43,2324.4,1114,599.33,726.38,669.4,2868.9,1540.7,767.81,708.52,668.73,1500.6,1135.5,505.31,373.51,333.62,3022.8,1678.4,873.33,836.13,785.68,2059.7,1170.1,755.22,759.96,723.66,1729.5,1052,673.38,600.99,558.9,2026,1247.6,609.87,521.05,432.79,3894.3,2076.5,1178.7,1115.4,940.74,2436.3,1454.9,875.17,771.43,654.68,3580.6,1751.4,1073.4,1042.3,971.56,1361.4,1159.6,943.39,953.96,937.64,3712.8,2117.4,1349,1273.2,1201.4,1203.9,1068.2,845.18,858.12,882.17,1738.4,779.72,590.37,655.41,577.88,2827.6,1546,791.31,690.37,578.4,1843.3,1156.8,831.16,768.4,778.48,1785.4,1330.6,961.52,849.43,952.64,3525.6,1457,1101.9,1357.3,1239.3,2743.5,1170.7,753.76,960.93,886.21,2583.7,1459.5,812.79,737.91,639.87,1820.9,1197.9,741.66,655.97,649.62,2206,1398.9,771.69,655.92,602.45,1241.6,1008.8,747.01,718.13,684.79,1
1633.9,1338.4,997.66,1114,964.77,1036.5,892.09,644.31,614.38,533.18,1311.8,1067,832.95,884.28,821.86,1267.4,1138.3,986.46,965.93,926.27,1026,1004.6,1045,1007.6,1043.8,1060,749.46,704.97,645.81,630.19,1487.6,1265,1207.6,1271.6,1244.4,1398.4,1078.3,937.05,1040.6,1001.6,1141.3,1025.3,846.58,887,861.38,1625.8,971.72,518.98,677.45,583.62,1982.2,1312.3,733.21,784.23,695.7,1153.1,1028.2,518.59,476.38,430.8,2265.1,1428.3,804.54,902.74,799.15,1708.6,1023.5,681.66,715.61,661.2,1207.7,941.15,701.9,696.77,682.75,1263.1,1161.4,655.43,666.07,617.42,2418.5,1667.1,1244.9,1325.6,1248.5,1610.8,1248.5,859.91,845.02,807.06,2416.1,1572.8,1140.1,1271,1166.4,1172.3,1204.9,1113.1,1117.2,1138.1,2441.6,1881.9,1476.5,1536.5,1487.3,1173.9,1114.1,958.89,980.24,1004.8,1320.2,759.38,551.62,611.43,561.62,1651.6,1260.6,849.81,923.56,829.05,1181.7,1112.1,957.3,991.02,1043.4,1410.9,1435.8,1064.7,1180.9,1155.4,2522.7,1298.4,1198.7,1526.5,1338.8,2009.9,1045.9,699.38,911.38,771.34,1640.8,1262.5,935.96,1011.9,963.16,1363.5,1124.1,705.24,747.15,665.59,1470.4,1269.8,822.97,844.55,794.49,1044.9,881.59,724.72,690.09,692.15,1
2181.3,1453,1095,1138.2,1029.7,1112.7,914.59,640.58,583.78,520.27,1614.5,1104.5,876.69,899.97,841.46,1346.1,1095.7,838.76,851.93,829.9,1053.8,950.24,943.1,933.43,947.76,1249.9,755.49,613.87,612.27,569.18,2071.1,1399.8,1164.7,1295.2,1240.1,1711.6,1163.9,1058.2,1121.3,1065.9,1654,1102.5,861.66,946.78,886.24,1829.5,935.26,538.73,645.25,524.07,2246.8,1368.2,800.53,835.36,742.92,1215,1073.9,584.63,539.88,492.97,2562.5,1467.2,880.05,978.51,842.86,1886.3,1024.3,653.71,677.82,619.44,1576.2,1031.1,750.41,767.2,751.57,1752.3,1223,772.37,781.01,740.59,3188,2064.8,1443.7,1535.7,1431.5,1933.7,1416.7,1011.2,979.83,910.62,3236.4,1708.2,1311.9,1444,1318,1279.6,1243.1,1153.6,1082.6,1180.9,3073,2141,1606.9,1694.8,1621.1,1140.5,1048.1,951.5,1002.2,938.67,1499.6,715.39,572.28,611.31,496.52,2151.4,1382.3,1008.7,1085,998.92,1497.4,1134.1,977.35,1024.8,994.52,1586.9,1326.4,973.14,1039.3,1009.9,3316.8,1471.6,1198.5,1502.1,1363.6,2370,1021.9,680.45,871.49,744.76,2217.8,1446.1,1071,1183,1112.2,1619.6,1091.2,722.88,740.29,684.13,2092.8,1371,922.4,964.6,925.3,1203.3,899.01,697.29,666.99,663.47,1
1540.6,1244.7,839.17,868.22,807.91,993.41,902.63,602.51,547.88,458.24,1128.1,968.38,593.51,545.87,478.95,1164,950.19,571.49,547.01,458.19,702.43,665.16,402.01,390.26,337.46,1058,695.32,515.07,580.98,465.22,1256.1,909.77,671.99,797.03,846.71,1050.1,863.24,587.6,715.31,724.58,989.82,811.77,531.81,624.22,646.73,1720.9,1011.1,794.58,995.05,813.62,1872.1,1277.3,777.99,920.69,802.07,1120.2,1020.7,504.36,429.11,422.57,2170.2,1395.4,921.37,1103.6,963.71,1705.8,1067.7,771.42,888.4,759.95,1167.9,918.21,558.65,617.78,597.31,1248.6,1081.7,573.99,588.12,601.99,2022.8,1584.2,1060.9,1263.7,1260.2,1331.1,1238.6,781.44,792.1,733.28,2302.3,1466.5,1139,1407.9,1277,786.74,826,538.01,522.27,489,1945.1,1532.9,1024.8,1173.7,1154.4,909.85,789.89,672.37,641.92,695.44,1340.4,718.62,655.22,818.74,625.66,1351.6,1149.9,724.34,860.36,804.16,877.81,780.18,537.4,616.97,665.03,1103.2,1036.8,612.62,604.05,580.71,2735.3,1166.7,1296.9,1790.7,1574.7,2163.7,1038,1000.4,1317.6,1098.7,1351.4,1049.1,728.02,855.18,898.7,1301.4,1041.2,678.03,736.24,690.42,1427.9,1222,703.66,733.42,744.17,947.04,823.64,564.65,556.13,544.62,1
1750.7,1255.7,925.21,1001.4,853.59,1075.1,835.31,555.85,537.57,412.72,1314.9,956.5,699.91,697.06,613.84,1296.6,917.41,660.3,648.75,595.61,805.59,721.68,582.83,552.33,509.63,1195.3,669.07,497.02,509.04,423.81,1488.4,1044.5,817.58,873.32,795.92,1272.4,935.63,814.12,849.42,813.18,1127.8,903.63,607.98,634.32,591.57,1978.7,937.02,471.73,627.08,529.91,2140.9,1261.1,695.24,745.79,626.66,1149.3,886.11,481.51,437.38,378.55,2478,1312.6,774.49,849.4,733.31,1925.3,986.64,631.33,692.83,629.77,1339.8,919.18,639.63,652.32,604.22,1395.9,1054,617.23,595.4,523.73,2492.7,1576.6,1108.1,1248.7,1025.7,1592.6,1131.3,753.1,748.87,612.61,2698.6,1439.1,1017.8,1146.5,1014.1,896.53,794.03,608.85,568.61,559,2437.2,1617.9,1153.5,1287.9,1083.7,997.38,885.63,694.64,693.72,728.33,1574.3,657.38,498.72,533.69,444.33,1725.6,1224.3,780.75,805.86,697.01,1165.7,905.93,670.88,754.63,680.7,1332,1082.8,689.15,695.42,660.19,3272.6,1187.3,967.44,1324.7,1118.7,2499,996.61,613.02,854.9,716.23,1634.8,1118.2,793.99,882.64,770.65,1490.9,1073.1,655.7,631.67,576.7,1675.1,1220.6,772.98,749,674.82,1020.7,829.56,671.77,654.57,615.93,1
1981.1,1392.4,1038.4,1095.8,908.09,955.94,823.37,578.36,569.58,482.69,1340.8,1040.5,781.45,801,731.16,1326.5,988.98,782.9,799.35,709.04,902.31,847.28,870.03,813.73,861.49,1128.3,741.26,605.44,591.83,538.14,1796.5,1231.6,1039.1,1129.6,1044.7,1600.2,1074.5,939.36,1089.6,949,1434.9,984.27,774.7,857.73,774.95,1635.9,894.75,516.87,664.3,540.16,1961.7,1231.8,770.81,787.77,677.02,1112.1,962.79,526.65,467.59,423.83,2255.4,1297.4,837.31,911.61,788.24,1728.3,937.15,634.17,685.44,634.52,1540.1,991.09,693.61,716.68,641.23,1545.7,1121.2,685.79,718.33,613.32,2809.5,1921.1,1262.9,1351.8,1199.5,1658.4,1314.2,890.4,826.27,748.23,2772.5,1644.9,1187.4,1322.5,1139.1,1078.6,935.67,936.26,942.06,897.4,2818.7,2009.8,1443.6,1514.8,1352.5,1047,907.36,846.03,875.09,869.26,1423.3,692.11,528.9,578.71,500.46,1910.7,1380.5,895.22,948.04,821.02,1400.7,1046.1,842.77,915.15,854.46,1321,1298.3,886.77,916.71,870.68,3194.9,1411.5,1099.1,1422.2,1250.7,2190.2,993.44,658.91,902.85,755.23,1995.2,1325,933.64,1021.2,912.77,1410.9,1054,694.06,701.49,624.05,1879,1277.5,854.18,881.1,766.39,1019.9,858.33,683.12,635.52,631.76,-1
2107.8,1438.3,881.05,902.29,823.69,1142.7,940.43,536.1,494.11,391.1,1487.2,1094.6,670.08,726.76,614.05,1361.7,1018.8,636.94,639.03,567.75,880.78,753.38,563.26,576.57,496.88,1142.5,719.44,498.57,544.68,435.31,1832.4,1228.9,900.09,946.6,925.68,1611.2,1097.9,893.27,971.4,922.42,1508.1,1006,699.33,707.4,703.12,1910,1010.2,534.41,733.1,590.1,2481.9,1362.8,782.5,870.75,739.15,1268.2,1058.1,517.99,485.53,443.99,2684.5,1455,884.17,1015.3,874.52,1976.1,1087.8,765.38,832.08,755.61,1503.7,980.5,682.26,682.46,656.35,1652.7,1247.6,671.49,679.53,628.42,3120.1,1922.6,1245.5,1333.6,1205.5,1986.9,1361.6,850.57,833.45,716.37,3103.4,1751.2,1218.7,1358.2,1237.1,1200,959.96,837.59,830.2,829.62,2937.2,1943.1,1352.8,1429.9,1328.9,1095.3,860.96,711.94,751.41,669.88,1480,683.1,517.4,650.08,519.35,2026.3,1362.2,898.96,936.24,843.61,1425.9,954.97,742.47,813.61,745.26,1486.6,1254.6,820.62,777.13,797.06,3206.1,1364.4,1159.5,1465.9,1317.3,2406.1,1122.4,696.02,976.82,800.01,2081,1321.2,932.7,991.12,936.18,1612.9,1098.2,721.4,726.72,694.48,1976.9,1340,813.94,842.97,785.44,1161.5,797.32,609,574.26,553.51,1
2297.4,1484.6,797.99,783.27,652.01,1293.1,1056.7,588.14,547.82,411.69,1640.6,1119.7,589.2,497.08,396.69,1526.4,1044.8,491.74,460.83,337.4,873.69,681.01,360.64,308.55,245.02,1064.4,759.19,515.5,580.99,429.51,1605.5,1045.6,589.43,506.12,452.55,1367.5,971.44,520.02,537.43,492.85,1207.4,970.8,462.53,400.38,361.57,1874.9,1171.5,726.17,1015.1,801.59,2173,1430.3,756.77,899.87,743.01,1437,1135,505.24,413.26,366.35,2368.4,1522.1,881.71,1087.6,906.3,1869.7,1098.6,723.38,875.9,736.92,1639.1,968.53,545.82,468.55,418.91,1823.1,1291.8,518.67,397.08,329.6,3079.7,1871.2,997.31,961.19,788.59,2087.4,1337.7,686.19,577.65,451.49,2768,1680.9,1049.3,1220.3,1033.5,1076.2,873.65,489.7,398.43,331.05,3098.3,1818.1,941.59,825.05,753.04,1027.5,783.38,405.41,441.01,366.62,1233.9,758.5,636.92,838.6,628.5,2034.5,1236.1,678.06,651,470.57,1208.4,866.8,458.86,386.71,338.58,1774.4,1231.2,606.97,554.59,522.21,2810.2,1410.3,1169.5,1688.7,1329.7,2278.1,1259,900.62,1336.7,1053.1,1919.4,1212.5,639.18,520.28,484.61,1639.7,1076.8,701.74,690,605.14,2118.7,1319.9,667.67,537.23,470.3,1206,850.49,617.06,561.28,569.31,1
1589.2,1349.6,994.2,1100.6,987.44,976.71,889.1,616.54,595.5,473.56,1137.9,983.22,677.91,686.12,586.18,1121.1,1041.8,741.13,679.24,657,753.74,737.98,517.2,535.79,460.38,984.84,684.03,469.41,525.05,438.03,1383,1074.5,797.73,902.6,903.1,1231.4,974.75,790.08,846.99,853.22,1122,908.25,635.16,678.61,689.99,1591.1,941.49,522.26,719.14,590.45,1829.5,1255,727.57,816.13,726.84,1043.2,957.36,494.6,442.92,412.36,2070.6,1366.9,799.6,936.25,838.69,1678.7,1004.1,670.42,759.86,700.67,1231.9,907.88,668.74,670.91,683.22,1307.1,1141.8,637.87,632.12,629.94,2285.2,1645.3,1164.8,1291.8,1266.2,1476.9,1206.4,765.74,765.73,709.24,2295,1541.4,1082.1,1255.1,1194,916.74,837.45,630.29,582.16,555,2173.3,1658.3,1145.7,1302,1256,943.18,851.9,675.43,655.62,687.27,1194.7,671.75,522.8,628.97,491.09,1545.8,1166.5,793.79,891.33,846.02,1123.7,915.71,677.33,744.33,750.14,1205.4,1166,759.05,783.43,769.37,2668.6,1249.7,1025.4,1456.1,1347.6,2065,1030.8,660.04,973.49,833.09,1558.9,1178.1,818.38,957.02,947.22,1309,1081.1,737.35,728.85,703.99,1454,1231.6,826.1,810.23,817.75,1027,907.07,732.48,755.07,719.34,1
2097,1471.4,1026.6,1153.4,1046.9,1213.6,944.22,645.34,574.32,491.49,1441.2,1070.3,715.82,665.1,636.01,1464.6,1033.7,806.97,681.22,717.33,936.75,804.68,718.69,674.9,695.46,1180.9,738.69,547.14,571.37,512.24,1676.9,1199.9,967.79,1104.5,1088.6,1438.6,1054.3,854.05,922.8,972.3,1312.3,1013.3,726.54,817.32,812.93,2120,1041.3,565.62,727.29,572.96,2291.5,1336.7,754.61,860.74,752.71,1206.2,1009.4,534.32,487.92,450.75,2432.7,1406.2,871.96,994.6,863.96,1830.7,1065.3,720.23,754.38,655.39,1354.2,1045.8,716.6,716.69,719.39,1744.1,1223.7,696.49,714.2,703.33,2846.8,1792.1,1256.4,1414.7,1370.8,1880.4,1260.3,847.31,836.62,780.23,2791.1,1704.3,1176.4,1366.8,1301.3,1088.2,949.86,746.84,714.4,732.21,2821.9,1843.9,1342.5,1459.4,1437.3,1063.6,908.56,792.36,766.88,791.31,1435.2,717.06,514.87,613.89,516.69,2038.6,1337.9,875.17,976.17,948.9,1319,1036.2,825.52,872.13,882.39,1562.2,1252.9,866.43,848.32,840.38,3070.5,1372.6,1140.8,1566.7,1384.7,2546.3,1143.9,722.12,1004.9,804.75,1863.7,1311.4,935.15,1077.5,1058.3,1556.4,1178.9,744.14,754.56,724.28,1820.2,1395.8,873.25,900.53,890.82,1087.3,904.78,734.96,735.83,730.99,-1
1718.2,1234.3,712.15,713.84,578.35,1154.5,908.28,545.61,515.58,389.92,1252.2,949.69,583.45,543.3,413.09,1264.1,925.78,533.1,508.4,424.02,788.34,663.81,369.46,344.98,286.86,1038.9,738.01,481.79,535.33,420.45,1335.1,933.04,543.25,497.22,466.55,1128.7,840.93,521.25,573.29,504.17,1081.1,824.06,423.98,366.3,329.38,2069.9,1062.1,689.12,846.29,741.3,2002.8,1294,752.25,814.09,672.97,1175.1,1017.1,437.19,332.92,269.01,2313.9,1401.6,865.31,950.61,826.88,1891.1,1076.6,702.45,796.72,693.73,1223.5,872.47,500.48,464.74,400.99,1424.7,1077.9,473.6,384.16,295.17,2283.5,1608.4,866.42,934.13,704.4,1551.3,1243.1,710.2,667.04,503.86,2356.9,1434.3,980.47,1068.5,915.01,929.41,872.52,624.24,547.06,539.32,2170.4,1573.2,949.01,874.64,765.23,947.8,782.47,525.87,554,517.52,1411.2,730.49,614.97,725.5,592.15,1621,1205.1,645.3,595.9,403.93,1105.6,841.54,491.38,455.57,434.06,1295.6,1127.4,715.15,608.99,641.31,2816.1,1246.6,1088.4,1478.8,1267.7,2450.2,1142.5,867.05,1137.3,976.94,1422.3,1089,566.51,508.85,432.66,1295.2,1002,624.73,657.32,563.09,1419,1194.8,599.85,523.08,424.96,948.71,853.37,576.45,556.52,544.13,1
1961.7,1364.6,815.88,819.67,746.62,1141.2,1053.4,737.72,640.99,598.11,1468.7,1218.9,897.17,838.48,778.48,1450.8,1242.2,904.49,839.36,852.62,1051.6,1003.5,912.93,909.97,911.06,1037.1,849.58,681.19,677.09,637.74,1633.2,1117.2,990.55,1009,1019.1,1301,1040.6,808.64,865.91,850.02,1301.2,962.02,678.73,694.71,701.71,1722.9,1124.2,756.52,936.58,925.82,2003.3,1331.8,793.76,862.92,794.85,1305,1052.6,494.87,432.5,386.88,2199,1460.2,928.71,1052,989,1597.2,1112.5,774.09,872,848.97,1283.5,973.87,593.51,567.64,576.4,1570.7,1176.6,574.06,545.09,517.27,2595,1682.9,1132,1230.7,1093.4,1851.9,1377.3,879.65,912.18,828.89,2469.4,1620.4,1141.9,1324.3,1226.4,1360.7,1278,1062.3,1064.2,1090.1,2736.3,1882.9,1345.6,1356.8,1322.1,1266.5,1139.7,999.94,911.65,1026.5,1205.5,834.99,723.59,824.6,755.46,1980.2,1319.1,822.5,796.09,679.31,1221.7,1093.6,849.87,862.07,868.31,1562.7,1390.4,882.46,927.44,880.42,2454.9,1360.1,1289.2,1606.7,1642.6,1996.7,1191,956.95,1205.6,1199.7,1659.2,1198.9,764.98,787.38,765.3,1447.9,1191,713.97,740.47,674.05,1660.5,1324.9,734.01,685.72,649.7,977.43,876.77,582.51,538.63,516.45,1
2128.8,1516.5,1111.9,1155.6,1079.7,1065.5,902.7,702,677.01,603.69,1390.9,1069.2,782.8,835.08,747.81,1353.3,1079.4,907.11,862.32,852.34,982.39,928.66,886.55,889.61,917.53,1312.6,763.68,594.25,636.14,578.48,2021.5,1322.9,1056.8,1120,1196.8,1592,1053.1,885.16,941.44,962.44,1543.4,1073.8,791.25,850.28,882.49,1862.8,970.66,608.73,740.9,593.7,2157.7,1297,775.26,843.61,749.96,1194.7,988.56,528.51,476.77,460.17,2442,1373,869.83,965.53,844.51,1813.8,964.92,681.41,728.82,618.32,1588.6,1023.1,680.48,708.39,713.89,1715.8,1212.9,683.52,658.05,688.22,3170.4,1901,1355.8,1384.5,1374.2,1883.5,1302.1,890.74,828.01,811.23,2917.9,1628.6,1117.5,1346.4,1289.3,1182.3,1091,957.21,1022,973.23,3108.7,2009.6,1466,1523,1542.3,1124.1,1057.8,920.73,891.06,974.27,1458.4,703.24,568,670.71,553.72,2245.2,1378.5,845.84,934.1,934.26,1507.9,1095.7,938.56,950.68,1034.2,1488.5,1334.7,1008.8,1054,1108.2,3633.5,1550.9,1278,1591.1,1448.1,2528,1072.6,787.9,1035.2,845.5,2265.7,1333.7,953.89,988.55,1063.9,1580.3,1132.7,727.73,805.41,743.91,2057,1372.8,844.23,876.29,883.08,1179.2,913.11,761.09,733.81,756.73,1
1990.1,1381,978.18,1213.1,1119.3,1169,972.68,650.77,617.72,551.39,1443.2,1140.6,901.2,983.96,971.74,1393.8,1128.3,965.97,953.64,910.49,1086,1068.7,1145.7,1002.9,1056.1,1124.2,825.38,697.5,723.55,665.36,1940.7,1357.3,1307,1580.6,1529.3,1477.4,1119.3,1043.7,1259.8,1240.4,1478.3,1082.6,933.24,1165.2,1129.6,1838.1,998.93,541.27,710.33,609.25,1935.4,1357.3,828.95,1018.8,911.48,1184.3,1070,563.86,640.1,570.5,2086.8,1440.9,895.43,1139.3,1023.2,1612.3,1016,600.55,690.59,589.5,1434.8,989.45,741.07,890.49,863.82,1696.3,1248.1,776.16,962.79,927.99,2769.7,1973.1,1450.6,1835.9,1788,1709.2,1477,1016.6,1139,1032,2589.9,1642.5,1299.1,1772,1676,1363.5,1379.6,1361.8,1382.3,1397.1,2972.5,2088.9,1782.2,2039,2071.9,1244.2,1173.8,1107.2,1045.4,1144.4,1238.9,748.39,614.74,700.68,610.05,1967.3,1356.8,1033.4,1322.3,1254.5,1464.8,1205.7,1151.5,1263.8,1304.5,1590.4,1485,1262,1300.3,1287.9,2920.7,1580.5,1332.7,1777.3,1700,2249.2,1123.3,754.39,982.89,896.08,1938.2,1380.9,1115.9,1438.1,1409.4,1453.7,1102.5,806.64,927.83,886.58,1854.9,1374.6,956.77,1198.1,1152.5,1148.2,924.77,763.71,760.66,775.26,1
