@relation valence 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
386.79,383.63,354.95,428.48,459.62,-422.96,236.68,271.18,190.27,173.76,154.2,275.09,211.5,139.42,119.98,358.15,227.07,265.86,307.69,334.16,-1538.4,363.03,565.01,631.26,728.43,-76.14,297.7,281.08,251.05,203.21,-1755.6,617.24,822.27,995.89,1142.1,-263.06,366.92,311.52,293.48,284.46,-901.02,484.26,490.69,417.59,404.37,-341.33,259.26,252.78,322.65,350.11,-1320.1,476.55,580.35,525.45,549.92,-1281.3,401.1,576.82,747.33,819.68,-416.03,385.54,418.61,555.09,612.13,408.78,412.39,310.45,290.82,292.36,538.22,373.79,259,223.62,230.21,-598.38,252.22,334.74,318,351.51,-2642,741.54,1061.9,1358,1533.1,576.53,329.34,284.28,280.14,281.13,-539.37,398.24,406.41,377.72,410.87,-511.27,410.53,387.94,330.82,334.21,-739.12,456.63,481.17,435.72,443.78,-1040,463.29,513.81,532.32,576.69,-481.49,348.7,374.75,414.3,450.39,27.531,328.73,310.33,378.67,390.15,-253.12,319.71,232.46,210.78,227.28,-812.2,367.13,454.27,535.73,587.71,-339.8,284.71,267.76,309.83,350.14,-567.16,355.91,407.45,532.98,596.3,-331.56,317.42,308.43,352.48,393.03,-26.06,380.45,310.79,282.54,291.77,-1257.4,486.68,588.92,609.38,674.54,737.17,425.04,349.19,326.68,354.84,1
534.17,321.51,350.97,415.29,393.64,785.97,393.25,237.4,181.48,160.23,493.55,290.56,189.23,140.78,108.25,476.52,267.51,261.61,287.52,276.44,1581,601.93,582.01,664.47,635.97,1250.1,570.34,323.43,203.17,175.4,2030.7,795.36,850.33,1054.8,965.99,1036.8,498.07,295.79,275.8,227.92,1943.2,875.68,480.62,426.71,351.54,561.6,250.28,270.81,323.39,293.08,2052.4,906.27,565.49,568.28,492.03,1507.5,590.9,628.61,741.4,682.31,1014.2,408.05,453.59,549.25,496.15,469.92,341.19,263.18,278.81,254.03,584.35,328.46,229.85,213.97,193.63,827.03,377.62,310.55,334.48,318.24,3082.2,1190.2,1162.7,1435.7,1274.2,729.28,432.21,258.67,240.78,224.85,1017,495.85,363.26,399.12,359.14,1155.5,570.14,364.41,340.52,301.98,1575.5,726.45,482.32,453.68,405.6,1655.8,717.49,529.16,574.62,512.2,873.02,411.92,351.85,432.88,391.15,553.93,317.58,299.68,362.78,332.33,589.96,358.12,217.23,227.52,193.64,1051.4,458.34,461.96,526.11,492.69,601.22,315.51,287.7,335.49,297.71,836.01,381.71,418.36,546.79,498.69,711.06,339.92,317.5,365.46,328.68,638.94,388.18,291.62,251.48,240.38,1702,707.64,585.4,644.55,601.23,824.43,479.14,340.16,329.16,330.28,1
844.37,432.3,355.74,373.05,344.45,1317.8,497.11,267.11,178.06,178.72,625.31,350.63,216.02,129.6,113.96,809.95,362.14,270.45,273.26,252.08,3647.6,1156.6,594.06,572.31,583.26,1596.4,631.87,312.63,201.93,213.64,5086.3,1623.7,865.21,854.62,870.72,1602.2,595.6,347.61,285.96,293.9,3032.5,1046.7,511.53,411.61,418.62,1337.1,483.88,237.21,274.75,258.96,3710.6,1237.4,614.39,496.62,519.71,3530.2,1135.6,603.5,640.26,629.44,2276,828.32,430.22,468.39,440.32,799.78,477.59,257.09,219.49,212.83,577.18,423.39,241.18,200.63,189.9,1897.1,647.7,350.25,284.12,300.29,6770.1,2188.4,1138.8,1220,1194.8,1070.5,446.91,268.75,224.27,211.61,2127.1,734.77,378.63,350.22,333.97,2071.2,704.85,402.92,309.13,310.13,2732.5,938.64,492.76,406.54,426.21,3131,1060.9,540.74,473.38,488.18,2005.2,661.44,365.79,356.44,348.29,1402,495.5,271.22,296.56,282.49,1075.4,491.52,251.91,200.06,184.94,2586.7,849.51,468.48,469,440.95,1310.7,508.38,293.21,271.74,275.7,2250.4,751.5,390.77,432.8,423.97,1504.9,531.08,305.6,296.16,291.34,1060.6,457.83,308.49,281.77,273.76,3621.6,1152.1,588.19,556.48,567.46,1160.6,602.59,330.19,298.87,309.69,1
755.97,369.01,278.75,307.09,305.86,621.43,331.62,238.78,173.06,149.22,344.14,305.16,192.68,127.35,105.99,715.96,331.33,221.46,181.38,189.2,2194.3,602.8,525.82,511.16,503.08,641.55,377.88,258.19,194.88,162.29,3354.4,822.18,724.75,730.68,739.96,984.62,353.59,259.33,212.81,199.05,1575,571.64,428.3,361.14,332.51,946.97,308.27,226.51,228.37,221.08,2028.6,658.15,531.29,474.83,441.71,2299.4,611.47,513.61,556.78,544.09,1659.1,463.66,384.46,384.01,385.84,519.13,343.69,289.44,257.97,250.83,457.71,300.93,237.96,202.58,207.37,1151.9,351.31,293.41,259.43,249.93,4166.5,1071.5,967.39,1056.7,1035.9,574.24,392.17,230.41,196.68,158.35,1297.2,487.38,338.52,297.96,283.07,1198.5,465.32,354.5,278.65,265.78,1491.8,516.75,427.1,360.02,347.18,1830.5,539.45,472.17,426.94,419.77,1313.6,386.58,319.28,303.22,297.35,997.61,343.3,256.29,232.09,235.07,641.69,313.12,223.73,174.73,168.18,1717.2,555.31,391.41,383.14,363.32,886.47,313.29,254.37,228.76,220.47,1591.9,421.05,355.78,361.4,360.14,1060.4,340.82,270.57,260.45,249.99,650.33,393.38,252.45,167.88,178.45,2148.5,646.13,530.21,467.25,478.67,793.24,421.94,275.41,224.7,238.4,1
912.74,361.34,279.75,336.75,331.09,1860.5,532.83,264.91,173.77,151.92,670.71,349.52,209.98,136.39,104.08,613.85,334.06,184.34,213.5,211.64,5565.1,1056.5,556.5,545.29,548.45,1836.1,564.67,287.71,195.46,173.34,7547.8,1355.8,807.36,813.33,855.11,2300.3,566.81,261.61,214.22,200.82,4419.9,1032,461,334.39,337.1,1924.9,375.12,222.05,255.36,248.61,5621.4,1219.6,595.09,443.2,464.36,5472.6,957.88,580.66,601.62,600.84,3171.4,554.03,369.97,439.04,432.64,764.69,322.24,279.61,244.38,223.93,493.3,290.24,221.55,194.8,188.13,2817.2,579.71,333.78,284.8,279.28,10363,1955.6,1039.5,1115.2,1148.9,664.05,393.89,242.17,220.04,190.97,3051.6,669.28,377.83,342.42,318.13,3055.4,708.64,390.59,291.55,284.01,4063.9,880,464.42,355.98,375.26,4811.1,991.69,503.8,432.48,443.87,2917,555.11,348.28,348.32,340.61,1632.4,375.98,244.78,289.07,270.66,1621.2,523.68,245.98,172.13,176.16,3706.9,726.05,429.51,433.97,423.82,1956.7,489.26,264.73,247.96,256.63,3100.8,587.99,368.82,416.1,424.47,2129.2,524.52,297.91,284.31,289.61,1433.6,398.59,274.58,223.73,217.88,5547.3,1040.7,574.2,531.95,530.46,803.64,400.91,313.35,347.17,322.32,1
730.05,405.57,356.03,403.99,361.17,1055.8,444.37,260.16,198.21,172.25,538.1,357.68,192.1,140.58,108.89,838.75,401.46,271.84,283.79,270.64,3084.9,941.43,552.89,653.41,565.34,1003.5,570.2,308.48,228.32,206.21,4471.9,1339.3,799.53,1001.5,869.48,1200.8,506.7,299.75,256.97,251.84,2197.6,885.14,457.93,401.47,360.62,1223.8,439.7,263.54,305.63,265.55,2917.2,970.8,539.23,531.81,465.42,2993.8,914.68,569.99,733.88,618.35,2065.8,778.55,434.99,545.79,453.73,1026.6,491.92,335.15,320.42,278.21,557.04,428,275.48,245.44,217.26,1751.7,507.63,319.86,348.73,291.81,5431.2,1736.3,1064.8,1322.6,1169.1,1069.5,534.58,293.6,244.93,227.67,1828.1,683.84,357.17,376.46,329.56,1755.3,635.92,350.4,312.28,280.82,2165.6,747.59,459.07,429.64,391.31,2541.8,827.91,491.67,505.04,468.02,1795.3,602.49,344.95,396.49,350.07,1414.7,567.86,313.05,351.59,298,840.49,403.13,221.38,193.99,179.22,2384.3,812.89,458.18,521.74,446.38,1133.6,397.46,271.67,300.35,267.42,2098.5,705.05,418.6,499.67,444.88,1301.2,492.69,307.06,327.13,295.86,917.3,481.89,291.35,272.6,232.73,3145.1,1011.1,547.66,628.14,535.26,1236.5,671.74,351.26,317.68,288.89,1
10081,3144.6,1393.2,1661.2,1557.1,8764,2442.8,1113.2,1372.8,1266.9,2675.3,786.69,465.53,516.33,433.6,11111,3295,1140,1382.7,1433.6,4804.5,1153.8,383.13,589.8,645.66,6472.6,1656.7,579.94,777.86,857.07,11028,2686.7,898.72,1318,1477,4291.7,1812,616.91,497.53,443.46,3481.6,1036.9,346.4,414.69,454.37,6262.4,1954.4,716.39,813.64,815.18,969.99,422.33,185.4,175.85,140.4,1941.5,623.83,254.33,247.73,265.66,3628.4,925.15,320.46,430.62,505.31,8352.7,3020.8,1062.4,1121.7,1025.4,11353,3121.3,1042.3,1433.1,1505.9,1438.4,498.26,169.32,197.55,204.87,15567,4832.4,1785.1,2068.4,2048,12694,3169.3,1006.1,1503.4,1710.9,5609.9,1349.9,453.61,647.32,744.55,11528,3400.6,1179.4,1458.5,1527.7,2740.7,891.57,299.8,346.26,379.72,9097.9,2425.7,756.91,1080.4,1213.4,1312.4,356.93,161.32,201.52,204.37,3652.5,1471.5,470.93,454.04,440.22,1722.3,701.84,258.33,258.33,237.81,6171.1,1240.7,417.31,728.96,812.45,3515.2,892.28,302.72,430.42,488,2553.1,944.83,382.79,338.66,315.71,5069.5,1601.5,537.6,642.32,664.92,3286.3,1241.2,435.3,425.59,412.75,5293.3,1632.3,586.63,680.49,691.11,2243.4,778.53,338.14,333.21,368.2,1
16606,4614.9,2636.4,3409.4,3633.7,14476,4004,2162.4,2820.1,3074,4528.8,1327.1,949.35,1169.9,1054.8,18457,5034.5,2421.9,2883.6,3412.4,7713,2080.3,1123,1426.3,1675.1,10580,2870.1,1439.6,1816.8,2172.6,17744,4831.3,2462.3,3164.4,3799.8,2598.9,1612.9,668.78,536,488.96,5892.1,1555.4,752.79,914.53,1070.6,10424,2952,1359.8,1576.7,1878.2,886.38,529.44,274.83,241.93,242.81,3308.5,914.21,455.75,487.77,550.94,5927.3,1606.7,813.35,1038,1233.6,12727,3859.5,1751.7,1840.4,2144.6,18767,5043,2584.8,3152,3753.9,2213.2,688.82,361.81,406.19,479.42,25968,7197.8,3495.4,4038.6,4790.8,20568,5478,2874.1,3629.8,4330,8982.6,2442.7,1244.2,1588.3,1920.4,19228,5291.3,2628,3148.2,3652.3,4576.2,1223,616.39,716.4,858.22,14960,3970,2010.3,2515,3024.5,1770.1,617.91,389.18,453.36,491.41,5202.2,1684.9,727.93,726.82,820.3,2856.9,941.01,427.17,441.22,480.16,9019.1,2595.1,1378.4,1815.4,2185.3,5645.9,1536.1,813.07,1039.1,1238.8,3589.3,1257.3,527.82,549.83,624.07,8531.8,2347.3,1112.9,1281.7,1523.5,4814.7,1502.6,675.77,725.47,839.95,8735.6,2422.5,1165.3,1383.3,1617.4,3746.2,1113.5,527.91,568.23,652.76,-1
22826,5169.8,1881.4,1991.1,1616.6,21833,4782.3,1630.6,1697.9,1389.2,7112.7,1657.8,681.8,705.11,473.23,26106,5775,1760.2,1695.9,1536.9,12848,2700,777.15,755.32,706.63,17068,3680.1,1030.3,1017.5,897,29645,6273.4,1715.5,1753.4,1533.5,2643.3,1238.9,610.03,488.14,451.66,8545,1887.7,547.28,518.64,477.39,14267,3258.3,1014.5,961.1,855.14,1986.8,652.16,242.78,190.94,147.11,4390,1057.2,386.81,320.74,296.65,9881.3,2120.5,591.32,570.33,497.07,16086,3873.7,1332,1219.6,1098.8,28901,6216.7,1792.3,1790.9,1605.3,3953.5,941.47,280.04,256.57,204.52,36015,8125.4,2517.6,2534.7,2183.2,33869,7088.9,1935.1,1975.7,1753,15298,3259,877.39,888.09,768.02,28151,6169,1857.8,1791.8,1604.5,6279,1391.1,481.67,456.81,410.05,23328,4990.7,1399.8,1409.1,1255.9,3794.8,806.95,273,266.2,219.25,6366.2,1636.2,575.33,511.42,453.27,3780,1009,350.4,314.38,252.52,17374,3553.7,941.05,988.27,886.71,9346,1987.8,579.08,565.1,530.12,4472.6,1158.8,442.04,372.75,338.34,12068,2720,809.66,797.19,671,6009.3,1453.4,556.83,484.66,459.98,12195,2711.2,867.87,808.05,745.21,5028.3,1213.2,407.66,390.94,328.86,1
12720,2576.9,1323.5,1231.6,1245.3,12263,2169.4,1025.9,1016.4,1096.6,4083.8,796.69,422.11,384.58,347.63,14528,2805.6,1170.4,1101.8,1213.2,7288.6,1199.5,463.92,510.47,536.15,9647.1,1682.1,682.94,678.82,720.19,16872,2778.1,1092.7,1155.8,1222.2,3480.5,1137.4,512.66,394.21,343.01,4768.2,918.08,368.92,349.03,368.7,7990.2,1652.8,708.54,631.28,680.75,1631.9,422.48,201.44,181.23,140.78,2500.6,580.91,283.14,242.77,236.36,5638,968.01,417.22,418.52,409.69,9162.1,2200.9,1020.9,890.78,914.46,16190,2847.1,1189.7,1190.3,1282.8,2308,498.34,234.69,200.54,172.65,20199,3977.7,1833.9,1643.7,1751.2,19221,3182.4,1265.1,1330.9,1381.6,8750.1,1489.3,579.07,597.84,619.79,15742,2932.2,1282.9,1179.4,1255.5,3570.2,724.19,320.28,315.68,315.05,13117,2243.8,900.03,936.8,990.66,2375.5,412.94,204.7,176.66,167.86,3753,976.58,446.39,393.88,371.91,2103.2,616.87,273.32,228.04,207.91,10334,1611.5,587.42,669.62,676.65,5294.1,908.62,388.54,379.5,404.75,2622.1,703.83,351.69,255.19,271.37,6723,1371.2,584.4,539.36,548.01,3432.5,909.83,449.9,354.97,361.85,6815.4,1371.7,615.14,544.78,586.39,2856.1,683.27,357.06,305.65,295.86,-1
17855,4802.9,2134.9,2136.1,2099.4,16823,4244.1,1732,1787.9,1712.2,5509,1429.9,795.16,747.63,582.77,20056,5296.9,1864.7,1877.6,1948.2,9756.2,2297.5,771.97,771.64,824.68,13057,3137.3,1096.1,1090.1,1157,22709,5280,1803.1,1846.7,1968.9,4691.3,1703.8,744.72,647.75,633.08,6481.7,1708.5,562.44,558.79,589.19,11101,3072.5,1112.7,1095,1123.8,2096.5,668.79,269.85,191.45,195.24,3376.8,1006.1,388.54,345.81,370.23,7544.9,1795,567.95,593.67,644.2,12981,3947.6,1463.7,1461.3,1453.9,21989,5428.5,1872.6,1916.8,2051,3078.8,837.62,296.83,253.06,253.99,27826,7469.3,2700.7,2890.5,2816.4,25856,6058.7,1983.7,2074.3,2230.7,11751,2720.8,916.55,920.16,981.97,21512,5557.2,1963,2000.9,2080,4826.2,1291,439.11,475.6,487.78,17758,4278,1429.7,1511,1590.4,3032.6,698.52,273.22,234.15,256.55,5291.3,1715.6,609.7,615.58,597.41,2935.6,950.72,385.15,330.95,351.59,13747,2994.1,964.39,930.43,1035.5,7123,1676.6,572.65,615.68,630.66,3768.5,1288.5,482.42,446.12,434.46,9279.2,2469.1,869.57,870.57,900.24,4913.4,1593.4,588.72,609.29,577.25,9386.7,2531.5,883.92,907.54,937.32,3932.3,1148.5,470.03,459.89,474.9,1
17403,4691.4,1568.5,1795.8,1253.6,15714,4094.6,1274.4,1528,1072.8,5036.5,1402.4,521.77,529.17,356.69,19399,5112.5,1487.9,1578,1163,8787.9,2232.8,619.17,740.13,564.45,11897,3113.2,867.38,933.14,725.61,20382,5267.1,1433.1,1583,1257.1,3179.6,1331.8,593.19,452.19,329.59,6207.4,1626,464.78,482.37,364.66,10780,2965.1,887.07,907.73,648.04,1267.4,565.5,209.63,153.05,119.5,3320.5,923.23,302.61,266.47,211.83,6719,1748.3,508.22,504.29,402.85,13155,3677,1164.5,1137.8,831.23,20579,5312,1529,1694.1,1274.7,2658.4,809.43,254.18,225.27,170.07,27131,7277.1,2369.8,2657.4,1793.6,23384,5953,1668.8,1895.5,1448.4,10404,2696.7,737.61,807.12,630.3,20519,5425.3,1607.6,1702.2,1256,4786.9,1234.8,396.54,435.32,330.67,16518,4199.8,1169.1,1293.4,998.16,2417.6,679.21,280.61,249.62,200.76,5483.3,1571.6,512.92,450.32,327.5,2921.7,926.74,307.85,273.17,200.06,11331,2922.6,790.8,852.83,710.85,6426.1,1651.3,476.66,531.44,422.54,3746.8,1135,396.13,364.91,244.81,8961.1,2387.5,709,705.59,518.33,5015.8,1435.9,475.51,463.47,346.86,9104.8,2447.3,757.29,794.9,563.57,3822.8,1064.4,401.94,374.26,270.66,1
10415,3255,1681.2,1302.3,1251.1,9178.9,2633.1,1255.4,1151,1117.1,2881.3,915.54,493.02,454.53,383.18,11557,3483.4,1565.8,1189.1,1187.1,5081,1349.7,622.33,560.77,550.49,6870.7,1950,863.15,731.76,729.8,11751,3213.4,1414.3,1269.9,1247.9,3695.6,1554.6,655.04,416.94,379.66,3657.3,1120.3,490.54,388.64,375.13,6503.3,2096.4,925.57,679.11,666.68,964.53,513.7,226.37,181.33,147.65,1981,704.46,346.84,268.71,243.41,3899.3,1101.9,492.66,428.75,419.44,8554.1,2935.3,1296.9,851.84,876.33,12007,3391.1,1576.5,1272.4,1269.4,1578.8,527.74,237.61,204.96,184.12,16190,5014,2320.5,1704.4,1684.8,13494,3687.6,1634.5,1443.3,1413,5969.8,1675.5,719.49,649.32,639.61,12148,3594.1,1652.3,1261.5,1247.9,2898.9,894.3,386.46,337.74,320.28,9604.5,2661.9,1173.8,1022.6,1004.5,1411.9,453.94,238.07,206.79,172.68,3711.5,1339.5,589.33,376.62,357.27,1819,755.76,345.8,220.67,191.12,6468.6,1743.5,729.11,741.97,701.12,3682.3,1005.2,477.45,432.81,410.41,2482,947.47,395.07,271.76,259.45,5413.4,1727.6,767.83,572.34,547.76,3347.3,1149.1,535.67,368.62,350.37,5419.5,1684.7,787.83,583.38,567.75,2413.6,821.55,381.12,323.52,298.97,1
13251,3321.7,2000.2,2488.7,2664.6,12466,2876.1,1646.8,2156.6,2357.8,4118.2,1016.1,626.11,729.99,711.12,14906,3572.1,1814.2,2351.8,2678.8,7304.2,1546,808.34,1101.3,1286.9,9751.3,2176.7,1096.6,1506.5,1703.8,16918,3643.1,1890.2,2590.4,2965.6,2922,1184.8,615.36,509.14,456.18,4871.9,1121.6,552.17,725.69,826.39,8207.5,2083.1,1058.6,1314.7,1475.7,1435,431.77,214.2,215.33,191.65,2538.9,682.89,325.42,383.75,420.72,5693.9,1208.3,613.5,840.13,944.23,9376.4,2691.4,1356.5,1548.6,1705.5,16391,3709,1905.5,2527.9,2936.6,2312,556.32,256.66,343.02,366.56,20675,5078.1,2644.2,3309.6,3764.7,19365,4128.1,2172.1,2940.1,3350.8,8761.8,1905.6,948.4,1336.1,1499.8,16019,3785,1954.6,2523.9,2844.7,3645.3,868.23,469.74,597.02,657.31,13349,2894.8,1506.9,2044.1,2363.7,2193.6,499.11,266.94,328.18,381.62,3822.4,1183.7,554.63,583.99,659.44,2168,725.92,329.45,398.37,414.09,10075,2098.4,1077,1435.1,1691.8,5344.2,1121.9,611.57,827.02,972.58,2672.6,848.82,418.5,456.43,501.72,6915.2,1722.3,839.71,1086.5,1197.2,3531.1,1020.8,525.1,596.76,674.31,6970,1706.7,876.88,1103.5,1263.1,2984.3,782.27,436.42,515.56,509.29,-1
13407,3933.9,1474.8,1635.3,1546.8,12462,3326.4,1209.2,1331.9,1434.5,4086.2,1185.9,500.19,506.09,457.63,15104,4260.2,1345.5,1334.9,1526.8,7158.4,1762,550.55,596.75,699.47,9624.4,2496.9,764.85,800.81,925.64,16652,4141,1244.8,1345,1593,3417.8,1515.8,574.86,498.39,486.04,4838.5,1378.5,440.46,404.13,465.16,8434.4,2503.8,794.49,756.07,859.15,1404.7,520.11,230.29,190.65,153.25,2514.1,838.95,318.41,264.84,272.3,5466.9,1440.8,478.63,461.86,527.03,10255,3273.1,1132.9,1060.3,1132.9,16414,4283.4,1371.8,1415,1655.1,2174.2,770.49,256.39,232.38,221.28,21154,6111.9,2013.1,2021.6,2224.8,18918,4753.5,1499.5,1533.8,1803.4,8565.3,2147.7,660.41,700.97,796.02,16272,4482.4,1425.5,1391.9,1625.1,3574.5,1085.7,382.43,320.91,392.8,13104,3438.6,1048.5,1067.5,1290.4,2220.9,527.29,242.4,208.07,222.34,4232.3,1464.5,503.72,422.05,464.13,2317.8,825.76,302.13,246.54,273.53,9885.2,2209.5,677.27,764.12,888.65,5178.6,1339.6,436.87,439.67,514.92,2942.5,1103.7,363.92,309.15,320.31,6980.5,2058,661.63,615.53,707.57,3847.6,1307.6,518.15,420.38,456.68,7133.8,2033.1,694.71,649.95,747.41,2959.7,975.01,413.93,372.18,380.3,-1
13779,3395.1,2021.4,2512.1,2388.1,12998,3051.4,1641.7,2028.3,1986.9,4264.2,1048.6,684.72,784.42,667.7,15578,3744.1,1847.2,2058.9,2241.1,7612.1,1671,815.09,967.45,1052.3,10184,2256.4,1073.7,1245,1373.7,17708,3827.7,1800.5,2143.3,2371.9,2775.3,1200.6,672.45,573.63,593.21,5012.5,1185.1,606.57,608.57,693.29,8592.6,2209.6,1062.1,1126.8,1258.1,1383.8,532.54,242.02,188.79,189.24,2588.6,735.96,409.63,359.61,410.25,5849.3,1270.9,626.66,671.37,752.46,9885.7,2779.7,1393.1,1397.4,1562.2,17133,3900.5,1910.7,2179.7,2426.3,2361.1,686.25,293.76,279.96,285.18,21627,5373,2909.9,3104.5,3264.4,20090,4325.2,2098.5,2450.3,2673.2,9127.5,1968.6,921.16,1071.8,1192.6,16701,3970.7,1971.2,2169.7,2382.2,3718.2,935.53,510.49,528.74,583.55,13845,3075.8,1502.8,1734.7,1919.1,2244,544.81,305.43,322.63,327.1,3954.9,1191.1,600.97,564.89,618.68,2251.8,718.24,349.93,343.39,352.63,10526,2224.9,1113.7,1285,1459.3,5528.4,1219.3,629.17,704.19,789.05,2816.3,933.35,461.26,420.59,465.12,7180,1776.4,829.25,896.09,1001.6,3671.2,1082,611.95,573.05,617.71,7258.5,1784.8,920.08,972.14,1079.8,3076.4,846.37,453.75,450.93,479.81,-1
