@relation arousal 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
3.4849,1.6367,0.86623,0.94146,0.67676,3.0945,0.42074,-1.1477,-1.2098,-1.5122,2.8544,1.0989,0.5478,0.32447,0.25524,4.3134,1.9728,1.3758,1.2842,1.0189,2.3215,0.72302,0.56628,0.72154,0.5316,3.3729,1.6035,0.89752,0.92922,0.72803,2.7305,0.71501,0.11003,-0.0024562,-0.12867,5.4785,2.9369,2.0419,2.0477,1.8425,2.6759,0.32217,-0.066784,-0.32112,-0.49269,4.9085,1.7305,0.23674,0.27771,0.27225,2.4006,0.12867,-0.54878,-0.72858,-0.76329,5.6469,2.8639,1.6486,1.6112,1.4361,2.6247,0.15587,-0.647,-0.8246,-1.0046,2.2744,-0.25546,-1.4033,-1.7011,-2.1579,1.2857,-0.5426,-1.5098,-1.6602,-2.3079,2.153,0.19987,-0.48561,-0.716,-0.89617,3.8263,1.9821,1.3143,1.2879,1.0441,3.5323,0.73648,0.020039,-0.26067,0.0045065,4.7198,2.088,0.90147,0.97437,0.70994,3.4565,1.1966,0.8157,0.74424,0.81063,2.6645,0.91826,0.76211,0.6903,0.76231,4.4543,1.8532,1.1103,1.1591,1.2632,1.2873,-0.19749,-0.74417,-0.72972,-0.75686,6.0837,2.8784,1.4919,1.4169,1.505,2.4283,0.095753,0.0074687,0.25144,0.22303,3.4737,1.0936,0.60577,0.73153,0.82394,3.853,1.3922,0.40025,0.40069,0.57274,5.2757,2.2122,0.8608,0.9109,0.8289,2.9427,0.71429,0.032871,-0.052966,-0.44925,1.8905,0.43216,-0.11127,-0.41901,-0.62138,3.1839,1.4089,0.7662,0.74025,0.4882,4.5628,1.7097,0.40925,0.43809,0.24938,1
2.962,1.1182,0.32857,0.48616,0.27264,2.2835,-0.35492,-1.9983,-1.5517,-2.7508,2.2889,0.56916,-0.23042,-0.020963,-0.31107,3.6411,1.3324,0.29335,0.39108,0.11734,1.6986,0.34327,-0.40937,-0.35065,-0.49114,2.8059,1.2207,0.4936,0.5661,0.50128,1.9628,0.28363,-0.52492,-0.44286,-0.5011,4.8091,2.3517,1.2472,1.3675,1.0823,1.8292,-0.19877,-1.1073,-0.8338,-1.0136,4.0978,1.0879,-0.65639,-0.52293,-0.77014,1.5724,-0.40722,-1.3891,-1.1663,-1.3582,4.9193,2.2385,0.94597,1.0774,0.66094,1.7654,-0.36239,-1.344,-1.0429,-1.3617,1.4614,-0.78323,-1.9167,-1.7451,-3.0467,0.63729,-1.0321,-1.8918,-1.6876,-2.7753,1.4331,-0.20414,-1.0757,-0.93475,-1.1094,3.1374,1.5867,0.93203,0.98807,0.88752,2.8069,0.072769,-1.3756,-1.2939,-1.4935,4.0317,1.4977,0.29286,0.53225,0.088423,2.6283,0.67843,-0.089695,0.16189,0.12234,2.0991,0.38038,-0.13558,-0.14205,0.0017448,3.7351,1.3355,0.32081,0.42645,0.31768,0.77597,-0.55378,-1.2786,-1.2812,-1.5109,5.2209,2.3309,0.96446,1.1084,1.0267,1.5495,-0.38121,-1.4016,-0.94014,-0.91764,2.6292,0.59199,-0.22531,-0.17295,-0.17092,3.1711,0.65438,-0.52642,-0.30272,-0.54134,4.5029,1.578,-0.016227,0.096117,-0.20832,2.1772,0.36294,-0.54305,-0.47317,-0.58655,1.3162,0.037275,-0.77705,-0.8624,-1.0248,2.6491,1.0567,0.2308,0.29103,0.2156,3.8263,1.0625,-0.33835,-0.030097,-0.65211,-1
3.8792,1.9432,0.80619,0.5458,0.21073,3.1281,0.40631,-1.4527,-1.3592,-2.0975,3.2258,1.3824,0.33073,0.11781,-0.20604,4.5722,2.1614,0.92666,0.65079,0.50976,2.4585,0.96412,0.023504,0.022824,-0.41462,3.6547,1.9347,0.90727,0.69943,0.41027,2.5727,0.83659,-0.16032,-0.30855,-0.55517,5.7441,3.2111,1.7964,1.5269,1.1779,2.5283,0.38906,-0.6997,-0.77952,-1.0064,4.9544,1.882,-0.059657,-0.14778,-0.40823,2.2632,0.14826,-0.96824,-1.0941,-1.3891,5.8461,3.1079,1.5238,1.2384,0.84868,2.4793,0.22885,-0.90167,-0.97089,-1.3851,2.3151,-0.15524,-1.4038,-1.6174,-2.4169,1.464,-0.43359,-1.4313,-1.6334,-2.4332,2.0422,0.35136,-0.69002,-0.90933,-1.2164,3.8077,2.2356,1.284,1.118,0.76662,3.6566,0.8332,-0.58246,-0.73133,-1.0479,4.9642,2.3646,0.86107,0.6239,0.18605,3.312,1.2774,0.46935,0.31713,0.22895,3.0051,1.1837,0.44245,0.23686,0.22341,4.6684,2.116,0.8196,0.57998,0.39504,1.5727,0.032966,-0.86298,-1.0237,-1.2991,6.0216,3.0303,1.3612,1.3393,1.0947,2.36,0.24868,-0.55844,-0.66609,-0.68632,3.3414,1.2184,0.30493,0.14108,-0.11042,4.0982,1.5508,0.16911,-0.072157,-0.4188,5.4032,2.4266,0.64868,0.46211,0.13201,2.7967,0.87158,-0.14306,-0.35131,-0.65862,2.1104,0.58671,-0.34207,-0.71243,-0.97659,3.511,1.7408,0.68381,0.4638,0.16599,4.7346,1.9316,0.28941,0.079314,-0.40771,-1
4.2738,1.7532,0.32366,0.066196,-0.38556,3.2126,0.27441,-1.7044,-1.4411,-2.6157,3.6701,1.2236,-0.21992,-0.39652,-0.9435,4.8282,1.9567,0.40361,0.2084,-0.21241,3.0304,0.92606,-0.38715,-0.71838,-1.0278,4.1865,1.834,0.45546,-0.01859,-0.3285,2.9237,0.74245,-0.55125,-0.92038,-1.1747,5.9798,2.9743,1.3173,1.0408,0.62017,2.7476,0.29498,-1.0638,-1.4197,-1.7718,5.04,1.5992,-0.45475,-0.52319,-0.8047,2.4837,0.10529,-1.3282,-1.7449,-2.0869,6.0196,2.8295,1.0834,0.8839,0.35063,2.6269,0.17183,-1.1223,-1.4664,-2.0269,2.4032,-0.26487,-1.2892,-1.4146,-2.2509,1.6969,-0.44306,-1.3614,-1.4203,-2.2545,2.4561,0.37466,-1.0893,-1.5509,-1.9974,4.3053,2.1233,0.88086,0.4622,0.12067,3.785,0.53802,-1.0361,-1.2639,-1.6075,5.1726,2.149,0.40758,0.28666,-0.37829,3.5471,1.1471,-0.058372,-0.48421,-0.71349,3.4917,1.0365,-0.31248,-0.36938,-0.75315,4.8597,1.7863,0.30109,0.07664,-0.034333,2.0423,-0.10653,-1.3346,-1.2764,-2.0232,6.0839,2.788,0.92065,0.72771,0.52389,2.3906,-0.25763,-1.2499,-1.4075,-1.3552,3.4348,1.0293,-0.3498,-0.40414,-0.75378,4.3201,1.3571,-0.34128,-0.47364,-1.0111,5.52,2.1323,0.16739,0.048971,-0.30199,3.0926,0.91038,-0.55492,-0.98793,-1.3509,2.615,0.50103,-0.61541,-1.2142,-1.6211,4.0422,1.6518,0.2856,-0.15781,-0.47533,4.8938,1.7177,0.028369,-0.076205,-0.61366,-1
3.1902,1.2439,0.3825,0.068855,-0.38202,2.6149,-0.09537,-1.9799,-1.735,-2.804,2.5181,0.65916,-0.2009,-0.45293,-0.91749,3.937,1.4318,0.31422,0.12354,-0.3875,1.7791,0.35857,-0.33458,-0.56186,-1.082,2.9192,1.2801,0.49003,0.24799,-0.23815,2.0639,0.32861,-0.60065,-0.85179,-1.3281,5.1195,2.4845,1.2437,0.9721,0.48638,1.9859,-0.15097,-1.1258,-1.2501,-1.6494,4.4299,1.1926,-0.71464,-0.86468,-1.2259,1.7314,-0.33389,-1.4011,-1.5627,-1.9804,5.2526,2.4099,0.9541,0.7183,0.17193,1.9707,-0.25919,-1.318,-1.3452,-1.9607,1.8024,-0.5169,-1.5479,-1.5673,-2.4181,0.98513,-0.75237,-1.5687,-1.6273,-2.3936,1.4919,-0.19819,-1.067,-1.3644,-1.8508,3.166,1.5806,0.9195,0.58005,0.13478,3.1219,0.189,-1.3043,-1.5585,-1.86,4.3652,1.6358,0.29431,0.13493,-0.4586,2.7521,0.66089,-0.15269,-0.27019,-0.63464,2.286,0.38155,-0.28022,-0.60242,-0.7496,4.0594,1.3998,0.1078,-0.15195,-0.67208,0.94125,-0.58722,-1.469,-1.6438,-2.3031,5.5199,2.4336,0.8279,0.66892,0.33188,1.8063,-0.57784,-1.8858,-1.9959,-2.2546,2.8579,0.58147,-0.55854,-0.80784,-1.2677,3.4806,0.79313,-0.46724,-0.70978,-1.1208,4.8377,1.7155,-0.022283,-0.22108,-0.63593,2.2616,0.47249,-0.49021,-0.71503,-1.1897,1.4094,0.1489,-0.69831,-1.0108,-1.4433,2.7798,1.1233,0.38366,0.16147,-0.2411,4.1653,1.2731,-0.0028191,-0.14685,-0.51215,1
3.6564,1.6142,0.80392,0.799,0.77785,3.0082,0.13342,-1.786,-1.4243,-2.2823,2.9965,1.0507,0.25021,0.29989,0.25919,4.3379,1.8355,0.77185,0.68287,0.71583,2.1419,0.72455,0.047844,-0.13005,-0.10544,3.3544,1.7048,0.99787,0.95257,0.97953,2.2741,0.63149,-0.14258,-0.285,-0.26936,5.5404,2.8667,1.7837,1.677,1.8072,2.292,0.19263,-0.59549,-0.54931,-0.57107,4.7882,1.5931,-0.20846,-0.18154,-0.20948,2.0543,-0.011624,-0.91878,-0.89729,-0.93978,5.6654,2.7405,1.4517,1.4369,1.4178,2.2827,0.016914,-0.92082,-0.84874,-0.98427,2.1994,-0.42215,-1.722,-1.6889,-2.4706,1.3922,-0.66566,-1.6629,-1.614,-2.3108,1.775,0.17049,-0.61759,-0.7039,-0.68077,3.4338,1.983,1.3336,1.2495,1.2258,3.4919,0.60176,-0.82241,-0.8442,-0.8326,4.776,1.9903,0.80117,0.85826,0.79557,3.0417,1.0208,0.31102,0.35191,0.38687,2.7246,0.84202,0.18366,0.1628,0.29546,4.4745,1.7727,0.65317,0.72867,0.60322,1.3652,-0.2943,-1.1263,-1.1426,-1.3491,5.8615,2.7981,1.3729,1.3737,1.3328,2.141,-0.336,-1.4246,-1.3514,-1.4946,3.1367,0.95559,0.32417,0.23185,0.2219,3.901,1.1534,-0.02133,0.11034,0.068295,5.2246,2.0922,0.5305,0.51814,0.53699,2.5633,0.69738,-0.068695,-0.22236,-0.17378,1.8618,0.42169,-0.32988,-0.49304,-0.49779,3.2353,1.4963,0.78546,0.69972,0.77422,4.5689,1.56,0.17785,0.3133,0.17901,1
3.2934,1.3194,0.42101,0.38698,0.14569,2.5546,-0.18295,-1.6429,-1.2926,-2.0073,2.676,0.78268,0.02616,0.09867,-0.21676,4.0317,1.601,0.72189,0.71861,0.6752,1.9891,0.66086,0.090966,0.013666,0.14811,3.1214,1.4555,0.5429,0.41334,0.28028,2.0932,0.56815,0.12336,-0.13811,0.032533,5.1698,2.5263,1.4985,1.537,1.2618,1.9348,0.030203,-0.66063,-0.47396,-0.73799,4.3761,0.97079,-0.49734,-0.25563,-0.49926,1.6987,-0.08483,-0.83353,-0.6794,-0.88163,5.2506,2.2657,1.152,1.1192,0.83332,1.8856,-0.1656,-0.97857,-0.91884,-1.1531,1.7618,-0.46143,-1.2155,-1.2554,-1.8026,1.0414,-0.62812,-1.2977,-1.2949,-1.8965,1.4876,0.035169,-0.98276,-1.0429,-1.2301,3.3145,1.738,0.97249,0.8691,0.68806,3.096,0.11465,-0.93016,-0.92356,-1.217,4.3816,1.5319,0.43682,0.4741,0.08129,2.7178,0.74735,0.086354,0.1293,0.0046556,2.4311,0.66484,0.086938,0.12097,0.2605,4.0745,1.3891,0.43977,0.48524,0.47845,1.0483,-0.45129,-1.112,-1.2707,-1.2891,5.4307,2.098,0.93631,0.94871,0.87729,1.7999,-0.45383,-0.54194,-0.54595,-0.29647,2.8056,0.64269,0.22613,0.013969,0.13487,3.5157,0.84763,-0.08907,-0.056428,-0.2944,4.8058,1.4501,0.1479,0.17341,-0.060455,2.2384,0.51497,-0.42132,-0.64168,-0.65226,1.6449,0.30553,-0.60793,-0.82657,-0.98503,2.9746,1.3116,0.3629,0.25423,0.085909,4.1432,1.1192,0.01745,0.11089,-0.29232,1
3.2918,1.5857,1.0034,1.4421,1.3094,2.7088,0.24442,-0.99608,-0.32448,-0.36707,2.8083,1.2155,0.79318,0.96279,1.5773,4.2126,1.9865,1.6212,1.9777,2.1253,2.0468,0.91717,0.74082,0.92309,1.0776,3.0205,1.5674,1.0844,1.1802,0.95018,2.2445,0.73309,0.4048,0.48341,0.32334,5.2012,2.6973,2.0489,2.0601,2.2716,2.1804,0.2797,0.17927,0.11492,0.23758,4.4989,1.2231,-0.35986,-0.38147,-0.40368,1.9224,0.096734,-0.41963,-0.4126,-0.19739,5.3099,2.4895,1.4542,1.53,1.6103,2.1297,0.10789,-0.59797,-0.50116,-0.69945,1.8726,-0.37247,-1.3524,-1.1666,-1.9097,1.033,-0.54007,-1.2523,-1.0987,-1.4512,1.697,0.1902,-0.59276,-0.48782,-0.4086,3.3549,1.9239,1.4349,1.4382,1.4303,3.2038,0.3323,-0.5859,-0.38362,-0.53055,4.4238,1.7827,0.79145,1.031,1.112,2.9406,1.0678,0.88506,0.98475,1.0312,2.6023,1.1939,0.7723,1.2487,1.22,4.1469,1.6872,1.0444,1.7506,1.3709,1.0509,-0.22643,-0.72537,-0.49775,-0.76564,5.6229,2.5275,1.2165,1.2533,1.1013,1.9948,0.4523,0.28438,0.62818,0.5829,3.0482,1.1804,0.98488,1.2863,1.0281,3.5608,1.112,0.45689,0.85418,0.93473,4.8985,1.7535,0.22237,0.32037,0.32625,2.4507,0.69411,-0.044609,-0.058237,-0.10593,1.5513,0.36339,-0.14686,-0.1919,-0.56496,2.917,1.4066,0.79548,0.90002,0.8796,4.2139,1.322,0.22376,0.45987,0.42956,1
3.5252,1.4066,0.25494,-0.10531,-0.78574,2.8225,0.028769,-1.92,-1.5221,-2.5626,2.914,0.83098,-0.28835,-0.57226,-1.2309,4.2182,1.5887,0.44303,0.22458,-0.096638,2.3352,0.56283,-0.52288,-0.90501,-1.5403,3.4441,1.4966,0.3727,-0.15046,-0.66974,2.4583,0.54757,-0.69287,-1.1434,-1.6817,5.3713,2.6054,1.2114,0.80995,0.29553,2.3335,0.10331,-1.407,-1.665,-2.1411,4.6124,1.2936,-0.63662,-0.74875,-1.0958,2.0756,-0.064423,-1.6181,-1.8947,-2.4331,5.4672,2.5215,0.95889,0.63331,0.062397,2.2598,0.046932,-1.5524,-1.6627,-2.3674,1.9671,-0.35185,-1.6461,-1.6076,-2.4806,1.1264,-0.68416,-1.7158,-1.7894,-2.8675,1.9733,0.080467,-1.1871,-1.657,-2.2192,3.7025,1.8352,0.79118,0.4008,-0.23039,3.2999,0.24694,-1.1372,-1.3806,-1.7442,4.5771,1.7598,0.27912,0.077248,-0.64003,3.1071,0.89119,-0.45691,-0.78284,-1.1812,2.6622,0.48399,-0.5417,-0.87754,-1.1542,4.2884,1.5171,0.088463,-0.21069,-0.70951,1.3023,-0.41643,-1.3847,-1.7541,-2.4886,5.7361,2.606,0.73954,0.53687,0.18165,2.0346,-0.27652,-1.7127,-1.9539,-1.9908,3.1025,0.79345,-0.53463,-1.0044,-1.3583,3.7212,0.87722,-0.53126,-0.82336,-1.3481,5.0391,1.8163,0.034406,-0.19071,-0.56814,2.6539,0.67254,-0.6229,-1.0978,-1.5631,1.9269,0.28844,-0.76683,-1.2346,-1.6961,3.2659,1.2998,0.24789,-0.26881,-0.61687,4.3706,1.3302,-0.065664,-0.24496,-0.83945,1
3.1763,1.8241,1.2368,1.0026,0.50787,2.4299,0.00041136,-1.5639,-1.3287,-1.8596,2.548,1.267,0.74328,0.48447,0.086674,3.7592,1.9113,0.84386,0.54296,0.44374,1.8714,0.95631,0.54348,0.24602,0.36994,2.9949,1.8553,1.1999,1.0363,0.44796,2.0282,0.74991,0.17888,0.17271,-0.18652,4.9584,2.9668,1.9287,1.9068,1.3685,2.0289,0.69532,0.42062,0.18099,-0.49257,4.1804,1.1606,-0.43677,-0.44551,-0.58359,1.7187,0.33758,-0.079425,-0.48888,-0.94626,5.0598,2.6001,1.341,1.177,0.7385,1.8623,0.23424,-0.2661,-0.53844,-1.0126,1.6242,-0.46635,-1.2964,-1.0263,-1.646,0.87122,-0.59836,-1.3761,-1.0708,-1.8502,1.5754,0.34604,-0.34631,-0.81301,-1.2489,3.2434,2.1466,1.6828,1.4183,0.99634,2.885,0.38769,-0.54449,-0.71717,-0.78342,4.1711,1.9516,0.80024,0.6206,0.076934,2.7715,1.275,1.2081,1.1141,0.55427,2.2765,1.4749,1.3071,0.44618,0.88902,3.9055,1.9734,1.6068,1.9595,1.2372,0.92833,0.0072042,-0.55043,-0.58604,-0.6381,5.3109,2.5059,1.447,1.3861,1.1401,1.7769,0.3179,0.68698,1.4023,1.0166,2.776,1.5339,1.5282,1.9486,1.4294,3.3566,1.6605,1.0921,0.96217,0.8607,4.6119,1.748,0.20176,0.018772,0.057915,2.2346,0.77693,-0.14155,-0.29606,-0.45062,1.4986,0.42309,-0.20338,-0.2223,-0.47714,2.8277,1.6409,0.93415,0.6455,0.22319,3.9613,1.4214,0.23304,0.33944,-0.21935,1
2.7394,1.304,0.28437,-0.19825,-0.63009,1.9929,-0.29901,-2.0524,-1.815,-2.9812,2.0659,0.69665,-0.27277,-0.67966,-1.1918,3.2645,1.3936,0.25268,-0.0073694,-0.43512,1.5555,0.60777,-0.42927,-0.97636,-1.3991,2.662,1.535,0.44247,-0.0988,-0.46845,1.8839,0.59684,-0.57948,-1.1632,-1.6238,4.4372,2.3794,1.2217,0.82939,0.50325,1.7743,0.12738,-1.1924,-1.6246,-1.959,3.7916,1.0165,-0.73656,-0.80996,-1.0194,1.5374,-0.081272,-1.4046,-1.8761,-2.3378,4.5511,2.2099,0.90764,0.65271,0.22893,1.707,-0.06466,-1.4212,-1.6995,-2.3414,1.181,-0.82211,-2.007,-2.11,-3.2623,0.43488,-1.0624,-1.8957,-2.0725,-3.2213,1.3997,0.10306,-1.1092,-1.6763,-2.1451,3.0669,1.8865,0.85801,0.25142,-0.12578,2.4843,-0.047539,-1.4366,-1.6373,-1.7759,3.6697,1.4841,0.26371,0.066855,-0.45843,2.5877,0.92835,-0.19975,-0.65439,-0.94753,1.8803,0.52702,-0.51325,-0.92934,-1.0484,3.3709,1.2764,0.11224,-0.11735,-0.47783,0.48658,-0.49874,-1.4855,-1.7876,-2.5198,5.032,2.4464,0.81087,0.46821,0.24336,1.3453,-0.63063,-1.8204,-1.8768,-2.3506,2.5168,0.76849,-0.47743,-0.97724,-1.3394,2.8046,0.67489,-0.55459,-0.79827,-1.1588,4.1569,1.473,-0.090562,-0.17677,-0.4661,2.1211,0.65757,-0.62042,-1.2192,-1.6596,1.1887,0.22749,-0.89151,-1.36,-1.8833,2.4761,1.2755,0.22041,-0.34536,-0.70939,3.4627,0.99718,-0.36665,-0.43426,-0.98501,1
3.3123,1.7306,0.68258,0.67691,0.48997,2.5008,-0.088105,-1.6483,-1.1224,-1.6344,2.689,1.1464,0.12885,0.16081,-0.033711,3.8298,1.8432,0.72538,0.86577,0.73729,2.1469,0.86368,-0.18382,-0.33444,-0.52912,3.2691,1.8668,0.85551,0.75652,0.62172,2.3703,0.67911,-0.33652,-0.50861,-0.67675,5.0078,2.8659,1.745,1.8801,1.8078,2.2286,0.17759,-0.883,-0.88922,-0.99406,4.2717,1.2419,0.1156,0.55159,0.54745,1.956,-0.071204,-1.1304,-1.1442,-1.3441,5.1171,2.6751,1.5179,1.7346,1.6792,2.1353,-0.038662,-1.1388,-1.0412,-1.3242,1.6957,-0.6704,-1.943,-1.6336,-2.3657,0.91957,-0.80031,-1.9029,-1.7432,-2.586,1.8725,0.2107,-0.83365,-0.9598,-1.1189,3.6305,2.0964,1.1576,0.97863,0.83598,2.9462,0.38947,-0.69501,-0.31281,-0.37698,4.2385,1.9888,0.84594,1.0791,0.95398,3.0319,1.0102,0.1065,0.081367,0.031014,2.4352,0.91494,-0.025674,0.028204,-0.024201,3.9364,1.6866,0.54749,0.71688,0.61899,1.0612,-0.23837,-1.2757,-1.2868,-1.6424,5.4648,2.4275,1.4013,1.6526,1.6734,1.7653,-0.77325,-1.8944,-1.6023,-1.7244,2.9004,0.70528,-0.35446,-0.57164,-0.74145,3.3766,1.188,0.039754,0.22183,0.13539,4.6824,1.8878,0.73297,1.1125,1.1118,2.5462,0.72798,-0.30378,-0.47463,-0.62839,1.699,0.47658,-0.5334,-0.69305,-0.93253,3.063,1.6398,0.63878,0.57138,0.42519,4.0234,1.4581,0.2848,0.59854,0.47027,-1
3.3621,1.5135,0.41538,0.034647,-0.52542,2.4912,-0.18926,-2.1413,-1.6167,-3.0735,2.6941,0.91982,-0.15479,-0.48558,-1.1084,3.9699,1.6617,0.33433,0.065431,-0.40546,1.9555,0.62693,-0.32874,-0.76079,-1.2287,3.1623,1.6014,0.58401,0.090867,-0.33218,1.9492,0.44454,-0.54664,-1.0235,-1.4936,5.1402,2.7047,1.2905,0.92375,0.47199,1.8571,0.0055416,-1.1801,-1.4797,-1.9828,4.3027,1.1172,-0.89836,-0.92378,-1.3144,1.6099,-0.19395,-1.4499,-1.7199,-2.235,5.2204,2.5464,0.93894,0.68382,0.16159,1.7946,-0.15874,-1.4306,-1.499,-2.1865,1.6326,-0.73409,-2.0908,-1.9181,-3.2718,0.87331,-0.87743,-1.906,-1.84,-3.1642,1.4983,0.045702,-1.034,-1.4353,-1.9499,3.2127,1.8329,0.9629,0.46316,-0.00017638,3.0603,0.25839,-1.497,-1.5902,-1.9177,4.3495,1.8324,0.34614,0.19375,-0.48753,2.6481,0.84177,-0.18875,-0.56316,-0.91729,2.4919,0.7511,-0.3313,-0.81695,-0.99087,4.0468,1.5487,0.11307,-0.15826,-0.6992,0.99113,-0.4083,-1.4383,-1.6753,-2.3522,5.3418,2.3377,0.70913,0.4532,0.12657,1.615,-0.75504,-2.2734,-2.1135,-2.8635,2.6655,0.67682,-0.58706,-1.056,-1.5916,3.4939,1.0053,-0.46233,-0.72604,-1.2675,4.7603,1.7683,-0.11715,-0.24416,-0.63936,2.2027,0.58222,-0.50417,-0.98009,-1.4131,1.6688,0.28752,-0.75179,-1.218,-1.637,3.0261,1.4327,0.38266,-0.14525,-0.49019,4.1111,1.3394,-0.28709,-0.2686,-1.0422,1
