@relation dominance 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
10738,2472.6,902.6,1001.4,1005.4,25681,5629.1,2190.8,2672.5,2676.9,2082.1,684.62,286.38,239.87,241.57,8206.1,1807,728.58,875.07,868.31,5452.4,1258.4,523.12,596.83,611.94,3089.3,977.81,399.73,362.62,362.09,2372.4,727.72,268.34,261.55,247.23,16277,3597.1,1484,1688.9,1795.8,10752,2439.2,958.14,1125.3,1113.2,3457.1,875.92,329.13,374.52,367.49,3226.9,890.97,346.58,359.11,338.79,13895,3127.2,1215.8,1446.9,1442.6,1731.8,647.79,294.6,268.79,249.52,17242,3769.7,1509.1,1782.2,1783.9,9561.3,2257.5,963.85,1081.6,1091.2,702.94,414.71,176.97,146.44,114.98,4510.5,1067.5,491.06,568.02,553.28,7706.1,1741.5,683.13,817.12,803.88,10447,2346.9,925.42,1092.9,1079.8,25250,5537.3,2150,2606.3,2593.5,13643,3043.3,1204.1,1456.4,1448.1,9284.1,2058.6,810.45,975.41,969.68,5321.4,1216.5,482.2,551.8,534.35,1717.9,499.89,234.4,194.19,195.18,3509,879.02,339.14,387.68,374.56,4841.6,1165.8,516.86,574.15,563.86,10747,2505.7,1042.9,1172.7,1192.7,4959.6,1139.6,462.37,540.65,536.05,8232.3,1837.5,726.88,870.91,880.8,760.43,433.81,245.52,184.26,161.17,22042,4889.1,1960.2,2343.4,2362.6,2274.7,613.52,285.25,254.78,242.94,-1
7027.4,1821,588.55,509.94,401.63,16062,3793,1239.4,1263.2,963.74,1474.2,535.79,265.71,209.83,158.88,5201.2,1319.8,483.91,470.29,368.32,3559.4,869.25,328.15,282.14,226.66,1490.1,599.23,320.47,264,223.14,1545.9,569.48,199.47,152.59,114.68,10477,2694.3,950.64,866.37,653.39,6965.7,1836.6,592.59,543.86,398.25,2092.4,614.13,232.74,209.95,155.74,2167.9,758.91,276.82,216.74,168.78,8437.5,2054,703.16,680.34,563.05,877.7,578.21,308.27,236.44,204.86,11131,2709,905.36,856.15,689.01,6075.6,1648.4,648.75,594.19,465.83,476.58,451.16,185.78,131.04,93.635,2904.3,757.75,404.9,364.35,293.91,4844.3,1184.1,412.28,394.94,314.37,6817.5,1703.4,567.71,518.67,400.32,16101,3905.2,1226.1,1209.2,933.47,8909.2,2107.9,726.41,689.97,522.67,5943.4,1402.9,467.5,446.87,344.42,3162.8,858.66,331.66,304.37,243.36,1108.3,414.64,185.1,118.89,108.57,2286.6,641.11,226.59,190.9,149.72,3199,815.83,379.23,302.31,226.22,6942.4,1848.8,674.88,621.76,463.6,3195.1,875.47,312.1,280.99,210.1,5294.4,1326.7,455.45,438.62,321.29,525.05,384.73,282.57,212.57,145.84,14279,3495.5,1174.6,1110.8,835.79,1564.4,508.49,294.53,194.29,169.73,-1
917.13,401.97,368.24,407.63,403.2,1681.5,521,272.15,222.88,216.02,714.99,339.95,197.6,138.67,117.53,653.44,330.79,244.21,233.55,220.33,4997.8,1180.7,619.28,671.36,641.33,1545.2,551.42,315.35,217.05,192.16,6754.1,1567.9,870.92,1004.8,962.03,1921.5,571.46,327.62,280.33,255.76,3726.4,1018.9,559.88,486.21,436.84,1691.1,441.68,263.37,289.77,278.32,4830.4,1242,667.32,637.77,579.59,4820.3,1136.3,650.05,754.78,708.46,2720.6,706.55,462.24,510.24,488.24,799.41,492.17,366,344.31,361.29,567.63,384.57,278.32,272.67,275.63,2506.6,648.41,345.72,352.64,327.47,9324.2,2176.4,1343.5,1445.4,1423.6,687.08,432.82,363.04,288.03,256.11,2755.4,763.58,410.87,394.38,375.52,2611.5,760.99,448.18,395.96,359.13,3365,906.75,545.67,509.61,469.46,4134.4,1034.9,606.72,594.54,562.19,2614.7,682.78,385.23,393.43,392.01,1415.7,443.35,256.33,273.17,281.94,1409.3,462.38,266.25,227.25,217.65,3282.2,809.87,443.78,492.99,469.57,1792.6,503.13,302.52,305.29,287.61,2730.2,672.27,419.46,474.32,462.53,1986.5,573.42,313.59,347.53,318.57,1287.7,505.31,290.55,258.28,227.29,4853.8,1211.9,649.32,664.78,626.95,817.76,496.41,300.8,273.69,247.75,-1
885.66,409.72,348.49,344.02,334.57,1000.9,355.85,242.75,164.46,151.74,501.68,294.58,194.89,120.43,102.1,803.5,355.14,255.89,218.58,221.29,3170.6,702.36,557.64,575.13,541.59,1155.9,500.29,274.35,189.45,157.93,4678.6,972.87,807.06,833.79,828.54,1290.9,408.41,280.47,242.18,218.28,2298.1,679.06,479.08,384.74,338.7,1252.6,342.22,253.4,253.72,244.88,2952.8,743.85,572.53,511.11,463.56,3155.2,709.44,592.3,622.92,587.63,2254.2,564.95,426.76,412.88,417.46,790.73,341.02,248.61,219.57,200.37,516.55,286.79,194.27,175.91,163.86,1707.5,400.03,321,296.46,276.86,5739.7,1323.1,1128.1,1195.9,1110.3,907.09,445.53,267.81,198.18,187.7,1788.1,455.47,372.55,333.57,312.66,1661.9,482.54,400.77,312.89,275.47,2176,613.95,480.49,417.66,369.73,2594.9,647.27,518.23,497.7,444.47,1773.5,421.09,353.46,336.77,328.2,1377.2,396.9,269.64,269.45,264.78,913.58,373.73,245.22,192.2,176.29,2418.4,552.83,418.04,408.17,410.73,1182,368.15,273.36,268.48,252.84,2144.2,516.91,406.47,414.38,411.25,1366.7,414.41,309.06,297.89,282.16,911.76,408.04,277.09,222.98,195.66,3076.5,711.27,577.77,568.63,515.26,1125.5,481.62,271.67,271.07,252.29,-1
597.15,324.05,343.05,345.31,375.94,880.23,409.59,241.04,181.27,157.28,455.99,314.61,193.67,132.47,101.1,679.24,325.44,236.87,243.2,245.95,2224.6,809.91,590.33,596.9,635.7,1398.5,580.43,284.22,215.11,184.18,2897,1094,829.83,907.38,967.79,1100,475.94,308.9,233.89,239.79,2254.5,835.33,511.23,405.95,385.63,711.55,349.18,259.24,270.76,294.57,2676.2,949.57,615.62,522.45,527.54,2167.2,811.55,608.29,666.64,701.97,1128.4,548.98,421.74,479.85,494.27,544.29,389.5,255.71,234.33,212.77,525.05,343.64,200.53,192.19,171.59,1223.4,455.72,336.4,296.15,315.21,4164.4,1518.8,1156.9,1224,1315.5,861.96,452.71,247.9,232.12,211.74,1302.8,567.49,389.79,359.56,370.41,1478.9,582.99,394.96,318.94,325.56,2017,730.56,483.7,405.05,419.83,2196.2,777.42,543.41,490.29,518.43,1194.7,473.27,371.97,370.6,390.31,714.39,391.99,284.75,293.78,316.26,788.15,411.95,271.38,189.69,195.74,1385.8,630.45,430.36,469.63,479.38,818.99,383.73,291.08,275.42,283.74,1162.7,528.27,413.13,450.64,484.94,857.04,441.74,312.22,307.16,323.06,637.41,444.49,290.61,243.21,244.03,2255.9,838.74,589.52,575.73,610.01,918.57,530.9,309.24,289.41,276.27,-1
256.4,336.09,266.33,333.33,304.97,81.431,322.01,243.62,222.48,207.86,396.15,371.51,197.13,137.33,104.4,444.39,286.76,202.41,196.22,174.48,-707.21,336.05,452.47,633.56,660.84,298.2,378.56,238.02,209.34,188.59,-980.21,530.51,610.67,882.87,923.87,17.198,308.24,237.74,252.54,253.57,-225.8,418.45,390.33,448.51,474.78,-138.77,239.56,191.8,267.01,258.12,-476.87,437.39,489.79,596.64,629.82,-703.23,337.11,455.5,655.12,681.13,-218.06,370.81,331.52,430.98,434.53,501.54,386.23,330.2,326.02,293.36,559.78,376.74,281.12,244.67,231.75,-186.36,287.32,267.36,326,331.69,-1514.9,556.85,918.86,1302.9,1357.9,547.34,448.31,311.99,239.38,219.84,-82.707,456.82,332.32,383.69,376.4,-34.836,416.22,360.33,369.07,370.2,-226.25,349.56,400.34,487.24,489.25,-431.67,358.67,424.59,559.78,584.64,-183.9,315.19,292.95,377.29,380.42,91.335,299.17,209.38,262.73,245.88,17.89,428,232.28,218.8,215.29,-367.78,376.05,349.16,451.45,454.81,-67.235,346.27,229.28,260.58,269.71,-306.88,292.33,278.84,405.3,418.14,-98.217,350.79,244.38,283.86,294.21,349.14,388.2,271.72,234.99,201.5,-493.97,411.53,477.84,634.78,649.73,696.67,412.93,258.09,199.94,165.3,-1
144.01,237.95,323.97,359.17,328.3,103.54,265.66,258.59,203.59,170.71,293.53,325.4,205.18,136.44,106.47,153.82,221.13,264.44,273.51,256.2,-359.77,47.986,385.91,505.1,466.51,513.14,346.64,253.78,169.59,134.03,-651.72,59.985,552.17,808.17,699.34,173.8,241.19,230.51,219.69,184.15,375.22,374.53,376.07,351.78,288.92,-227.87,75.834,198.68,236.65,221.88,217.22,317.06,439.5,464.73,389.25,-312.93,26.044,384.28,579.45,496.54,-333.08,102.52,315.77,442.47,379.84,-34.182,302.63,294.66,302.06,270.29,449.62,318.09,243.28,227.64,200.11,-80.08,141.42,249.6,279.51,230.19,-470.29,78.577,795.2,1106.3,1010.7,238.43,387.9,342.07,264.64,219.95,-106.29,216.19,307.9,327.32,273.67,132.75,272.21,334.86,309.98,246.59,262.84,302.59,401.1,412.51,339.74,78.692,214.63,380.65,450.25,379.49,-248.7,98.985,271.72,334.01,284.2,-324.85,91.881,233.32,251.89,227.47,57.309,216.19,184.79,186.01,154.79,-416.76,64.353,330.1,424.92,376.72,-45.126,125.93,213.8,240.75,210.73,-438.32,6.3485,289.65,399.49,354.82,-47.184,122.77,245.87,286.32,239.27,1.8896,278.69,267.44,226.87,195.71,-282.39,140.72,415.78,530.69,451.81,-23.458,308.78,245.03,204.7,182.3,-1
17981,3966.4,1891.1,1770.1,1769.1,16703,3438.4,1484.7,1403.8,1410.4,5519.5,1187.1,673.79,611.58,512.8,20257,4361.8,1584.2,1144.8,1463.5,9473.6,1764.2,648.87,571.32,682.73,12895,2499.1,906.17,719.18,894.32,22159,4169.8,1485.7,1224,1528.2,3265.6,1501,710.21,492.47,446.39,6548.8,1429.2,484.92,390.4,452.69,11215,2569.6,941.99,677.7,827.5,1666.2,604.6,238.88,187.51,151.94,3444.5,859.82,335.66,258.36,271.74,7424.9,1438.6,530.57,435.16,498.32,13106,3438.5,1282.6,876.76,1051.1,21876,4423.1,1584.1,1256.3,1571.1,2985.7,738,257.82,208.72,209.8,28192,6251.1,2461.8,1909.3,2188.4,25407,4820.9,1747.1,1484.5,1755.1,11426,2142.2,763.63,618.37,771.57,21648,4611.6,1712.5,1290.9,1557.9,4923.4,1126.2,428,336.59,376.83,17696,3472.8,1215,1009.7,1217.9,2738.8,592.99,271.93,238.27,229.12,5284.7,1535.4,577.13,399.02,415.02,3037.9,894.39,325.29,229.88,243.5,12683,2258.3,827.4,781.48,897.93,6946.7,1316.2,476.78,430.61,499.39,3673.6,1073.4,413.73,286.23,314.58,9463.2,2109.7,767.82,555.64,659.15,4931,1342,535.37,383.64,419.3,9429.6,2088.9,769.51,592.34,710.38,3988,971.14,416.57,327.87,333.11,1
16605,4563.4,1881.1,1902.3,1711,15515,4049.6,1491.4,1580.4,1462.9,4883.1,1310.7,747.44,709.25,539.29,18725,5032.1,1673.2,1431.5,1538.6,8840.7,2171.2,731.53,703.47,713.94,11811,2976.5,989.12,843.74,909.92,20480,5067.5,1643.1,1440.4,1562.1,3617.3,1407.7,677.54,514.55,509.09,5990.6,1611.2,543.98,458.28,479.16,10347,2868.9,961.99,807.51,855.96,1559.7,541.57,221.49,163.56,143.47,3144.8,929.2,381,315.59,304.8,6736.2,1710.3,568.21,497.97,516.84,12255,3651,1268.2,1065.1,1102.4,20294,5202.7,1707.3,1499.6,1621.4,2630.7,712.04,262.16,235.25,206.19,26001,7133,2547.7,2179.1,2224.7,23348,5814.9,1921.4,1685.3,1789.3,10460,2579.5,850.83,749.67,778.89,19933,5305.4,1788.6,1524.8,1607.1,4481.8,1245.2,458.85,404.54,421,16283,4163.3,1348.5,1221.3,1287.9,2582.4,635.11,295.3,232.97,219.22,5044.8,1571.3,592.43,466.36,457.77,2731.2,872.97,331.73,250.76,241.92,11891,2815.1,1002.8,964.04,1013.6,6448.2,1588.7,537.95,483.57,519.83,3506.3,1127.3,395.85,324.11,332.43,8584,2335,781.8,677.86,682.73,4656.2,1403.3,520.63,414.57,443.3,8800.8,2393.2,821.08,687.59,740.35,3625,1077.8,394.4,335.95,312.44,-1
16606,4614.9,2636.4,3409.4,3633.7,14476,4004,2162.4,2820.1,3074,4528.8,1327.1,949.35,1169.9,1054.8,18457,5034.5,2421.9,2883.6,3412.4,7713,2080.3,1123,1426.3,1675.1,10580,2870.1,1439.6,1816.8,2172.6,17744,4831.3,2462.3,3164.4,3799.8,2598.9,1612.9,668.78,536,488.96,5892.1,1555.4,752.79,914.53,1070.6,10424,2952,1359.8,1576.7,1878.2,886.38,529.44,274.83,241.93,242.81,3308.5,914.21,455.75,487.77,550.94,5927.3,1606.7,813.35,1038,1233.6,12727,3859.5,1751.7,1840.4,2144.6,18767,5043,2584.8,3152,3753.9,2213.2,688.82,361.81,406.19,479.42,25968,7197.8,3495.4,4038.6,4790.8,20568,5478,2874.1,3629.8,4330,8982.6,2442.7,1244.2,1588.3,1920.4,19228,5291.3,2628,3148.2,3652.3,4576.2,1223,616.39,716.4,858.22,14960,3970,2010.3,2515,3024.5,1770.1,617.91,389.18,453.36,491.41,5202.2,1684.9,727.93,726.82,820.3,2856.9,941.01,427.17,441.22,480.16,9019.1,2595.1,1378.4,1815.4,2185.3,5645.9,1536.1,813.07,1039.1,1238.8,3589.3,1257.3,527.82,549.83,624.07,8531.8,2347.3,1112.9,1281.7,1523.5,4814.7,1502.6,675.77,725.47,839.95,8735.6,2422.5,1165.3,1383.3,1617.4,3746.2,1113.5,527.91,568.23,652.76,-1
10665,2842.8,1936.6,2186.2,1950.6,9882.7,2483.3,1514.4,1724.7,1668.9,3325,923.94,769.25,718.75,580.65,12002,3073.1,1519.1,1704.9,1791.9,5820.1,1248.3,654.67,806.81,868.07,7783.1,1780.7,891.31,1059.8,1118.1,13543,2939.8,1474.7,1806,1938.8,3042.6,1186.4,628.24,478.71,474.23,3871.5,1019.3,486.83,530.8,572.24,6674.7,1833.1,865.19,964.97,995.89,1257.9,474.17,209.09,188.93,159.51,2080.8,608.02,305.56,320.67,313.22,4535.6,1001.2,503.69,587.06,627.67,8042.4,2484.9,1138.3,1197.2,1185,13029,3104.9,1527.2,1834.6,1938.9,1899.5,493.58,266.52,260.44,254.99,16637,4442.5,2291.5,2454,2566.6,15421,3389.1,1778.1,2021.4,2210.1,7060.9,1565.5,749.35,928.74,981.13,12800,3253.8,1612.7,1815.3,1898.7,2926,826.02,433.9,443.99,460.54,10562,2392.6,1221.8,1451.2,1553.5,1854.1,411.25,242.9,251.06,261.88,3433.1,1133.6,506.5,491.33,469.97,1819.3,674.31,289.41,282.92,262.99,8438.9,1698.9,959.84,1116,1196.7,4219.2,934.64,486.35,597.52,645.21,2332,747.09,363.29,361.35,357.4,5599.8,1512,718.59,787.35,796.65,3075.8,1013.4,474.36,464.76,477.01,5608.2,1521,734.6,811.75,853,2446.6,704.24,366.09,362.97,337.91,1
12720,2576.9,1323.5,1231.6,1245.3,12263,2169.4,1025.9,1016.4,1096.6,4083.8,796.69,422.11,384.58,347.63,14528,2805.6,1170.4,1101.8,1213.2,7288.6,1199.5,463.92,510.47,536.15,9647.1,1682.1,682.94,678.82,720.19,16872,2778.1,1092.7,1155.8,1222.2,3480.5,1137.4,512.66,394.21,343.01,4768.2,918.08,368.92,349.03,368.7,7990.2,1652.8,708.54,631.28,680.75,1631.9,422.48,201.44,181.23,140.78,2500.6,580.91,283.14,242.77,236.36,5638,968.01,417.22,418.52,409.69,9162.1,2200.9,1020.9,890.78,914.46,16190,2847.1,1189.7,1190.3,1282.8,2308,498.34,234.69,200.54,172.65,20199,3977.7,1833.9,1643.7,1751.2,19221,3182.4,1265.1,1330.9,1381.6,8750.1,1489.3,579.07,597.84,619.79,15742,2932.2,1282.9,1179.4,1255.5,3570.2,724.19,320.28,315.68,315.05,13117,2243.8,900.03,936.8,990.66,2375.5,412.94,204.7,176.66,167.86,3753,976.58,446.39,393.88,371.91,2103.2,616.87,273.32,228.04,207.91,10334,1611.5,587.42,669.62,676.65,5294.1,908.62,388.54,379.5,404.75,2622.1,703.83,351.69,255.19,271.37,6723,1371.2,584.4,539.36,548.01,3432.5,909.83,449.9,354.97,361.85,6815.4,1371.7,615.14,544.78,586.39,2856.1,683.27,357.06,305.65,295.86,-1
13779,3395.1,2021.4,2512.1,2388.1,12998,3051.4,1641.7,2028.3,1986.9,4264.2,1048.6,684.72,784.42,667.7,15578,3744.1,1847.2,2058.9,2241.1,7612.1,1671,815.09,967.45,1052.3,10184,2256.4,1073.7,1245,1373.7,17708,3827.7,1800.5,2143.3,2371.9,2775.3,1200.6,672.45,573.63,593.21,5012.5,1185.1,606.57,608.57,693.29,8592.6,2209.6,1062.1,1126.8,1258.1,1383.8,532.54,242.02,188.79,189.24,2588.6,735.96,409.63,359.61,410.25,5849.3,1270.9,626.66,671.37,752.46,9885.7,2779.7,1393.1,1397.4,1562.2,17133,3900.5,1910.7,2179.7,2426.3,2361.1,686.25,293.76,279.96,285.18,21627,5373,2909.9,3104.5,3264.4,20090,4325.2,2098.5,2450.3,2673.2,9127.5,1968.6,921.16,1071.8,1192.6,16701,3970.7,1971.2,2169.7,2382.2,3718.2,935.53,510.49,528.74,583.55,13845,3075.8,1502.8,1734.7,1919.1,2244,544.81,305.43,322.63,327.1,3954.9,1191.1,600.97,564.89,618.68,2251.8,718.24,349.93,343.39,352.63,10526,2224.9,1113.7,1285,1459.3,5528.4,1219.3,629.17,704.19,789.05,2816.3,933.35,461.26,420.59,465.12,7180,1776.4,829.25,896.09,1001.6,3671.2,1082,611.95,573.05,617.71,7258.5,1784.8,920.08,972.14,1079.8,3076.4,846.37,453.75,450.93,479.81,-1
13618,3730.8,2050.7,2563.6,2347.1,12277,3126.2,1640.9,2114.5,2028.1,3780.5,1030.5,682.55,856.55,674.37,15145,3957.9,1910.2,2256.7,2255.6,6780.7,1592.4,815.25,1099.5,1074.7,9104.3,2228.8,1137.3,1449,1425.2,15678,3705.6,1912.7,2501.9,2471.7,3546.6,1463.5,675.59,458.29,447.6,4763.4,1246,608.34,733.92,709.06,8467.9,2324.2,1090.5,1241.7,1243.8,1110.7,443.25,237.24,218.16,183.88,2529.3,734.14,408.17,418.03,411.61,5079.8,1177.1,665.58,856.98,818.31,10714,3153,1415.1,1447,1474.3,16041,3945,1975.9,2482.5,2461.6,1986.4,582.38,308.86,363.52,322.36,21143,5665.7,2799.5,3255.1,3131.6,17880,4225.4,2182.2,2840.1,2810.5,7875.7,1894.1,966.74,1288.8,1250.9,16025,4121.3,2015.6,2438.8,2384.4,3674,979.63,534.41,610.66,601.59,12649,3078.7,1564.3,2023.9,1985.3,1960.4,492.01,289.9,342.47,333.51,4542.1,1422.4,616.69,594.17,573.27,2342,774.7,386.9,356.59,370.17,8796.7,2015.5,1067.6,1438.2,1418.9,4947,1199.7,637.16,874.77,838.4,3075,1019.6,450.04,441.43,435.4,6903.3,1854.1,903.57,1004.6,1014.3,4092.9,1246.6,579.24,652.45,603.27,7208.5,1912.2,906.08,1113.3,1075.8,2862.1,876.14,487.93,504.55,528.08,-1
8469.5,2994.8,2078.8,2845.6,2843.2,7552.4,2502.1,1607,2369.6,2253.7,2392.8,836.45,678.8,884.08,711.92,9495.7,3165.4,1929.3,2668.8,2727.2,4196.5,1277.6,767.84,1089.3,1080.8,5679,1712.1,1032.8,1438.6,1447.8,9570.7,2867.6,1671.2,2436.8,2441.1,2087.4,1110.5,765.75,808.49,943.83,3047.3,1012.5,596.39,818.88,807.9,5300.3,1875.8,1114,1511,1560.1,577.72,430.64,238.21,210.1,209.19,1680.8,643.06,436.39,479.2,498.04,3249.7,971.63,577.26,778.44,781.09,6653.8,2539.3,1558.3,2039.4,2160.5,9902.6,3128.4,1878.5,2653.2,2704.9,1208.1,540.97,263.76,293.75,276.72,13299,4559.9,2906.2,3955.4,3947.4,10990,3243.2,1963.9,2874.5,2783.7,4903,1433.1,853.67,1184.9,1186.9,9958.8,3278.4,2021.4,2777.5,2816.5,2287.1,815.86,523.66,697.55,691.89,7855.5,2432.7,1432.7,2058.9,2086.3,1018.1,404.15,277.55,304.26,282.41,2736.4,1151.7,685.88,863.05,921.38,1451.5,638.32,388.92,438.29,460.16,4974.6,1465.7,925.64,1261.3,1255.6,3052.8,969.15,584.41,820.64,820.11,1957.2,864.96,515.24,621.13,659.86,4378.1,1457.5,860.59,1170.7,1208.6,2534.6,1069,669.72,827.75,874.09,4486.1,1582.2,974.33,1277.7,1332.2,1896.7,686.9,463.71,535.66,545.22,-1
6722.2,3254.3,2733.4,4220.7,5118.4,5756.2,2640.9,2329.2,3639.5,4583.1,1864.7,890.19,725.22,1138.4,1312.2,7340.5,3428.1,2763.2,4214.9,5319.6,3121.2,1306.3,1244.7,2034.4,2562.3,4296.6,1876.8,1672.5,2693.8,3365.3,7319.3,3066.3,2877,4696.8,5881.4,2130.8,1306.1,721.2,543.47,614.55,2274.8,1070.1,858.8,1308,1644.8,4191.7,2041.4,1558.4,2315.8,2917.8,669.92,424.95,238.62,286.35,324.24,1292.8,661.32,469.45,651.73,800.79,2412.9,1038.3,943.29,1511.7,1858.7,5484.2,2754.1,1918.3,2654.2,3327.8,7588.8,3350.7,2938.2,4641.9,5819.2,972,472.6,384.53,589.78,705.31,10496,4991.7,4094.3,5933.3,7461.1,8293,3521.3,3285.3,5329.2,6634.8,3683.4,1588.6,1432.9,2374.5,2961.5,7737.9,3553.7,2947.6,4522.1,5647.4,1781.1,865.84,704.21,1036.1,1287.8,5956.4,2576,2351.6,3720.9,4666.7,915.6,390.08,403.63,600.57,733.52,2436.5,1224.4,797.48,1003.6,1254.2,1205.6,727.26,438.13,587.62,715.85,3971.8,1563.1,1566,2665.9,3324.4,2299,968.64,958.01,1515.4,1917.3,1635.3,886.89,588.24,763.83,964.93,3355.5,1631,1249.2,1874.2,2339.6,2205.3,1079.8,778.48,1045.5,1292.1,3581.1,1660.3,1334.1,1989.5,2511.1,1546.2,785.88,583.95,760.42,927.59,-1
