@relation dominance

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
8.1377,7.131,6.717,6.7532,6.7,7.7826,6.3828,5.4186,5.6052,5.1721,7.8172,6.8378,6.4487,6.5167,6.4437,8.4751,7.227,6.6954,6.6851,6.6685,7.4403,6.6719,6.3393,6.2396,6.2697,8.0364,7.1729,6.8312,6.7916,6.7966,7.4857,6.6494,6.2579,6.1847,6.1734,9.0671,7.7413,7.1956,7.1908,7.226,7.5254,6.4371,6.0239,6.0615,6.0442,8.6831,7.0796,6.1975,6.2434,6.2284,7.4027,6.3113,5.8469,5.8649,5.8591,9.1297,7.6777,7.0337,7.0738,7.0322,7.4796,6.3295,5.8625,5.885,5.8433,7.3848,6.106,5.4812,5.5117,5.0781,6.9721,5.9694,5.4866,5.5388,5.169,7.2737,6.3984,6.0261,5.977,5.979,8.1108,7.3184,7.0024,6.9953,6.9221,8.0463,6.5993,5.9031,5.9123,5.9205,8.6942,7.3032,6.7177,6.8036,6.7165,7.902,6.8331,6.4874,6.4985,6.5076,7.6635,6.7361,6.4086,6.4174,6.4734,8.5316,7.1933,6.6374,6.7151,6.6291,7.0249,6.1529,5.7679,5.7774,5.6478,9.2459,7.7187,7.0051,6.9985,6.994,7.3862,6.1274,5.5664,5.634,5.5683,7.9172,6.7895,6.4879,6.4219,6.4249,8.2504,6.8968,6.3102,6.4382,6.3506,8.9088,7.3419,6.5511,6.6025,6.6081,7.6536,6.65,6.2972,6.2216,6.229,7.2704,6.5113,6.1425,6.1023,6.0719,7.9479,7.0703,6.7223,6.691,6.7109,8.5834,7.0792,6.3885,6.5208,6.4164,1
8.0054,7.3919,7.2243,7.1632,7.3031,7.6945,6.6594,6.3277,6.3443,6.4965,7.7325,7.2619,7.3447,7.3479,7.3753,8.3777,7.5965,7.6316,7.8054,7.729,7.3436,7.0219,7.0305,7.3579,7.2674,7.8281,7.3675,7.112,7.0848,7.1192,7.4491,6.8047,6.9546,6.9027,7.1268,8.9585,7.9527,7.9098,7.8543,7.8884,7.4394,6.8848,6.9686,6.9995,6.9956,8.5711,7.1286,6.5823,6.5576,6.6605,7.2932,6.6556,6.7346,6.9004,6.7436,8.9943,7.815,7.4388,7.4857,7.4927,7.3949,6.5583,6.4501,6.5472,6.3177,7.3122,6.2009,5.6946,5.8268,5.7062,6.9307,6.1731,5.8539,5.9272,5.8841,7.119,6.6409,6.4761,6.506,6.3327,7.9076,7.4851,7.2934,7.2906,7.3345,7.9149,6.6745,6.44,6.3845,6.3256,8.5435,7.4767,7.1213,7.1754,7.1634,7.7743,7.1189,7.0594,7.0968,7.2207,7.5997,7.235,7.1737,7.2343,7.2165,8.4387,7.3181,7.1349,7.0958,7.2081,6.8545,6.4028,6.3635,6.3413,6.3935,9.1289,7.7136,7.1674,7.037,7.0667,7.3501,6.5425,6.6089,6.4877,6.8171,7.8246,6.9723,7.1657,7.0733,7.4078,8.1237,7.1378,7.0393,7.2958,7.1812,8.7646,7.3512,6.7871,6.8106,6.8241,7.5524,6.8234,6.6105,6.5177,6.4572,7.1424,6.6245,6.4205,6.2687,6.3242,7.79,7.2589,7.0706,7.0006,7.0034,8.4419,7.2408,6.7902,6.8613,6.841,-1
7.9534,7.0193,6.4927,6.4925,6.3538,7.6406,6.2707,5.483,5.6519,5.2823,7.651,6.7538,6.2929,6.3451,6.1721,8.3023,7.1509,6.6411,6.6727,6.6068,7.3054,6.6605,6.326,6.3166,6.349,7.8841,7.0617,6.5558,6.5019,6.403,7.4552,6.5766,6.3317,6.2081,6.2872,8.8903,7.6334,7.0302,7.0454,6.9258,7.4146,6.3303,5.9245,6.024,5.8952,8.5251,6.8613,6.0811,6.1682,6.054,7.2998,6.2793,5.8781,5.9345,5.8523,8.928,7.5117,6.8686,6.8492,6.7153,7.3981,6.2761,5.7964,5.8524,5.7072,7.2442,6.0587,5.6897,5.6872,5.4092,6.847,5.9957,5.6367,5.6358,5.3507,7.1959,6.3326,5.8145,5.7761,5.656,8.0157,7.1851,6.7863,6.7261,6.5979,7.8738,6.419,5.8261,5.8534,5.6621,8.5057,7.1472,6.5059,6.5407,6.3377,7.7955,6.6894,6.3316,6.351,6.2546,7.5303,6.6588,6.324,6.3217,6.3957,8.3452,7.0426,6.4842,6.533,6.5073,6.8319,6.0762,5.711,5.6822,5.6247,9.0855,7.4329,6.7674,6.7759,6.7347,7.2809,6.0861,5.9707,5.9787,6.0934,7.805,6.6099,6.3858,6.2892,6.313,8.0803,6.8164,6.2445,6.2375,6.1278,8.7176,7.1124,6.4151,6.3803,6.283,7.5542,6.5467,6.0967,5.9663,5.9401,7.1451,6.4707,6.021,5.9044,5.7894,7.7901,6.9932,6.4743,6.4315,6.3301,8.3777,6.9317,6.3205,6.3666,6.1891,1
8.0358,7.1472,6.8996,7.2342,7.16,7.7556,6.4865,5.9217,6.3203,6.361,7.8054,6.9816,6.8059,6.9246,7.3347,8.4912,7.3784,7.2806,7.5343,7.6088,7.3933,6.798,6.7966,6.9674,7.0302,7.9117,7.1206,6.9312,7.0376,6.9115,7.4699,6.7188,6.6257,6.6903,6.5924,8.9678,7.6963,7.4049,7.5002,7.6329,7.4368,6.4827,6.5254,6.497,6.5872,8.6582,6.9939,6.2183,6.2388,6.1924,7.3098,6.4085,6.1938,6.2093,6.3783,9.0316,7.5963,7.0857,7.1809,7.2804,7.4072,6.3993,6.0944,6.1536,6.0818,7.315,6.1404,5.6549,5.8191,5.4744,6.9007,6.0462,5.7096,5.819,5.7551,7.2124,6.4464,6.1003,6.1932,6.2496,8.0343,7.3103,7.1204,7.1397,7.1742,7.9854,6.5196,6.1282,6.3043,6.1703,8.5698,7.2438,6.7723,6.9617,7.0522,7.8242,6.8817,6.8651,6.9339,6.9614,7.6953,6.9797,6.7965,7.1282,7.094,8.4434,7.2217,6.9282,7.3489,7.1138,6.9028,6.2611,6.0078,6.2227,6.073,9.2132,7.625,7.0106,7.0289,6.954,7.3722,6.6133,6.5543,6.7604,6.7131,7.8764,6.9427,6.9076,7.0948,6.9433,8.1315,6.9172,6.6344,6.8756,6.9534,8.8441,7.2631,6.4692,6.584,6.5838,7.5886,6.6965,6.3608,6.3511,6.3717,7.1238,6.5049,6.2777,6.3389,6.1023,7.8463,7.0256,6.782,6.889,6.891,8.4902,7.0265,6.4866,6.642,6.6895,1
8.1638,7.0989,6.4761,6.2961,5.9267,7.7358,6.362,5.3863,5.5856,5.0748,7.867,6.8137,6.1965,6.0565,5.7042,8.4487,7.1583,6.5372,6.416,6.2686,7.6091,6.6513,6.1148,5.8904,5.5566,8.1574,7.1067,6.5396,6.2571,5.9824,7.6923,6.6429,6.0286,5.8138,5.4681,9.014,7.6727,6.9514,6.7421,6.4527,7.5999,6.4153,5.6619,5.5137,5.2542,8.6253,7.0266,6.0394,5.9663,5.7794,7.4447,6.3174,5.5761,5.3869,5.126,9.0567,7.6373,6.8268,6.6311,6.3253,7.5176,6.3582,5.642,5.5074,5.1444,7.2998,6.1407,5.5239,5.5222,5.0905,6.874,5.9984,5.4934,5.4081,4.8815,7.4369,6.4037,5.7737,5.5081,5.2196,8.3505,7.3254,6.7604,6.6015,6.2158,7.9724,6.519,5.7538,5.6111,5.4328,8.6139,7.252,6.4976,6.3725,6.0104,7.9865,6.8055,6.157,5.9205,5.7445,7.737,6.6275,6.0614,5.9073,5.7389,8.4731,7.1326,6.4122,6.2267,5.9856,7.0804,6.1519,5.6482,5.4195,5.0827,9.2197,7.6586,6.7296,6.5502,6.4132,7.3443,6.2144,5.4358,5.3049,5.318,7.9487,6.7203,6.097,5.7989,5.618,8.1924,6.8301,6.0856,5.926,5.6689,8.8381,7.307,6.3385,6.2314,6.0451,7.7577,6.6859,6.0513,5.7905,5.5368,7.3661,6.5247,5.9751,5.6976,5.4748,8.0549,7.0391,6.4685,6.2206,6.0147,8.4938,7.0309,6.3226,6.2034,5.9132,1
7.8944,7.2066,6.9506,6.8702,6.5901,7.636,6.3385,5.5499,5.6597,5.3981,7.5904,6.9522,6.7166,6.5944,6.3905,8.227,7.277,6.7242,6.589,6.5636,7.2952,6.7374,6.5903,6.4699,6.5572,7.8297,7.2214,6.9179,6.8785,6.5542,7.4757,6.6716,6.4184,6.4707,6.2716,8.8277,7.7957,7.2632,7.2901,6.9896,7.4717,6.6387,6.6088,6.4854,6.1074,8.5101,6.9398,6.0975,6.0983,6.0437,7.2983,6.4664,6.3282,6.1155,5.8948,8.8973,7.6329,6.9683,6.9122,6.7121,7.3841,6.4156,6.2192,6.0681,5.8379,7.22,6.0945,5.6778,5.8236,5.5216,6.7806,6.0237,5.6488,5.8043,5.4024,7.2204,6.4912,6.1572,5.9234,5.7077,8.0416,7.3895,7.1571,7.0552,6.8415,7.8137,6.5113,6.0762,5.9946,5.9464,8.4415,7.3168,6.717,6.6474,6.358,7.8286,6.9549,6.971,6.9473,6.651,7.437,7.0619,7.0536,6.5546,6.8349,8.2871,7.311,7.1711,7.365,7.0046,6.7784,6.3008,6.0574,6.0382,6.0884,9.1019,7.5707,7.0438,7.041,6.8713,7.3175,6.5108,6.7706,7.1584,6.9427,7.8343,7.0741,7.1497,7.4037,7.1136,8.0298,7.1301,6.932,6.8716,6.8369,8.6905,7.2135,6.4128,6.344,6.3422,7.5644,6.685,6.2408,6.1903,6.1007,7.0747,6.4897,6.1773,6.2585,6.0961,7.7223,7.1032,6.7726,6.6887,6.4397,8.3528,7.0664,6.4144,6.4889,6.1951,1
7.6976,6.9705,6.4575,6.2772,6.0172,7.436,6.2781,5.3203,5.4086,4.8507,7.3447,6.6778,6.1635,6.0249,5.7801,8.0132,7.0257,6.4613,6.3216,6.1727,7.17,6.6336,6.1005,5.8812,5.6581,7.6735,7.1033,6.5354,6.3448,6.122,7.3536,6.644,6.0131,5.7875,5.5284,8.5943,7.5128,6.952,6.7428,6.6193,7.3377,6.4472,5.7066,5.5667,5.3517,8.3408,6.9065,5.9699,5.9483,5.817,7.2135,6.3531,5.6317,5.4041,5.2007,8.6911,7.4441,6.8028,6.6545,6.486,7.2881,6.3797,5.6026,5.5036,5.191,7.0074,5.9481,5.3141,5.2486,4.7392,6.6001,5.788,5.3639,5.2938,4.7432,7.1249,6.4164,5.7669,5.5264,5.2982,7.9618,7.2963,6.7166,6.5033,6.2694,7.6423,6.3193,5.6256,5.5642,5.4841,8.2271,7.0585,6.455,6.336,6.1359,7.7168,6.8408,6.2261,6.0632,5.9243,7.2499,6.5909,6.0857,5.8709,5.8623,8.0809,6.9817,6.3933,6.2715,6.0854,6.5878,6.062,5.5811,5.4297,5.0928,8.9642,7.6339,6.74,6.5696,6.4558,7.1024,6.0515,5.4459,5.3821,5.1752,7.6749,6.7503,6.0697,5.9227,5.7109,7.7979,6.6506,6.0549,5.9029,5.7822,8.5235,7.1099,6.3111,6.2329,6.1198,7.4762,6.7029,6.0331,5.782,5.5413,6.9192,6.3987,5.8768,5.7082,5.451,7.556,6.968,6.4338,6.2145,6.0138,8.1525,6.8447,6.1598,6.0893,5.8678,1
8.1148,7.2379,6.6469,6.6233,6.5268,7.6159,6.3512,5.5217,5.7702,5.4881,7.8284,6.9624,6.3674,6.3601,6.2707,8.3317,7.3015,6.6941,6.7007,6.6792,7.5312,6.8223,6.2311,6.138,6.0231,8.0989,7.3097,6.7479,6.6681,6.5966,7.6587,6.7567,6.1532,6.0923,5.9653,8.8941,7.8119,7.2151,7.2101,7.2243,7.5757,6.4905,5.9088,5.8779,5.8093,8.5086,7.0115,6.3787,6.5773,6.5917,7.419,6.3637,5.7728,5.749,5.646,8.9292,7.7364,7.0969,7.1606,7.1655,7.5032,6.3671,5.7746,5.8155,5.6508,7.2312,6.0371,5.4014,5.4855,5.1353,6.82,5.9422,5.394,5.4488,4.9954,7.4103,6.5009,5.9173,5.8395,5.743,8.2887,7.4566,6.8945,6.8044,6.7074,7.8232,6.5787,6.0041,6.1454,6.1286,8.4966,7.3837,6.7612,6.8166,6.8041,7.9876,6.9371,6.3766,6.3699,6.3078,7.7031,6.8625,6.3053,6.2959,6.2785,8.3526,7.2239,6.6172,6.6229,6.6303,7.0001,6.2673,5.6963,5.6317,5.4821,9.1367,7.6552,7.0543,7.1615,7.141,7.2936,6.0218,5.3711,5.5283,5.4335,7.8811,6.7915,6.1507,6.0469,5.921,8.0732,6.9701,6.3563,6.381,6.3821,8.7058,7.3446,6.704,6.8293,6.8767,7.7411,6.7919,6.172,6.0906,5.9934,7.2994,6.6291,6.0533,5.9482,5.8263,8.0004,7.1939,6.645,6.5809,6.498,8.3861,7.124,6.4814,6.5868,6.5656,1
8.061,6.9806,6.5114,6.675,6.465,7.8324,6.3711,5.4657,5.5182,5.0414,7.7292,6.6861,6.282,6.4249,6.1934,8.4653,7.1394,6.5349,6.5956,6.4185,7.3292,6.5496,6.1755,6.2129,6.0072,7.9394,7.0145,6.6001,6.7181,6.542,7.4971,6.5333,6.0537,6.1036,5.8939,9.0732,7.6791,7.0843,7.1587,7.0084,7.5001,6.2859,5.7528,5.9242,5.7475,8.7345,7.0715,6.1331,6.1136,6.0287,7.3805,6.1625,5.6647,5.754,5.5568,9.1349,7.6536,6.9273,6.9887,6.7973,7.4988,6.208,5.7067,5.7891,5.5356,7.4227,6.1141,5.5226,5.4245,4.9007,6.9462,5.922,5.4864,5.4811,4.9975,7.25,6.3142,5.8146,5.8976,5.701,8.0736,7.1523,6.8079,6.8693,6.6793,8.0683,6.4949,5.8257,5.7935,5.709,8.691,7.2552,6.5877,6.72,6.493,7.8688,6.667,6.2102,6.3641,6.1974,7.594,6.552,6.173,6.3649,6.2164,8.5415,7.1268,6.468,6.5144,6.3208,6.917,6.0729,5.6597,5.6872,5.4118,9.2496,7.6408,6.8308,6.8148,6.7029,7.3861,6.0825,5.3924,5.4115,5.2246,7.924,6.6857,6.1182,6.0503,5.8856,8.2467,6.826,6.1666,6.3134,6.1325,8.9415,7.3167,6.477,6.5054,6.3711,7.6072,6.5886,6.076,6.152,5.9538,7.1997,6.4406,5.9744,6.0266,5.8043,7.8587,6.9279,6.518,6.653,6.4636,8.5861,7.0801,6.3602,6.4459,6.2774,1
8.1235,7.1249,6.5323,6.3593,6.069,7.6041,6.2593,5.2318,5.5175,4.8096,7.7939,6.8329,6.2485,6.1062,5.7746,8.3985,7.1947,6.4923,6.4101,6.1283,7.4753,6.6731,6.1117,5.989,5.7076,8.0745,7.1783,6.6041,6.4251,6.1645,7.4418,6.6022,6.0308,5.8612,5.5824,8.9759,7.7136,6.9715,6.8241,6.5658,7.3559,6.3708,5.7281,5.6266,5.338,8.5162,6.9372,5.9165,5.8728,5.6788,7.2171,6.2593,5.5895,5.4809,5.2127,9.0067,7.6449,6.8066,6.7209,6.4196,7.3206,6.2751,5.6382,5.6027,5.2361,7.1604,5.9492,5.3145,5.3983,4.6977,6.8343,5.8843,5.3808,5.4057,4.7439,7.2507,6.3786,5.778,5.6184,5.3631,8.1215,7.3094,6.7971,6.5852,6.3305,7.9234,6.4833,5.5761,5.5388,5.3939,8.5714,7.2816,6.5062,6.4681,6.0763,7.7621,6.7713,6.2372,6.0788,5.8678,7.699,6.7489,6.1518,5.9411,5.8448,8.418,7.1507,6.3798,6.283,5.9983,6.9721,6.1622,5.5715,5.4872,5.1554,9.045,7.5368,6.6726,6.5648,6.3953,7.1858,5.957,5.197,5.267,4.9094,7.7273,6.687,6.0306,5.8394,5.5385,8.1431,6.8891,6.1016,5.9823,5.7017,8.7686,7.2567,6.2765,6.2283,6.0205,7.5341,6.6497,6.0591,5.9064,5.6173,7.2828,6.4929,5.9493,5.7526,5.5023,7.9745,7.0885,6.5142,6.2771,6.0879,8.4407,7.0392,6.1935,6.2137,5.8224,1
7.199,6.6575,6.0856,6.1205,5.9914,8.0649,7.5038,7.0261,7.078,6.9906,7.6302,7.1178,6.5962,6.5546,6.4665,7.4036,6.9409,6.432,6.3497,6.2469,7.4716,6.462,5.9934,6.0559,5.9466,8.5424,7.8767,7.4531,7.5072,7.4463,7.2591,6.7212,6.0303,6.0236,5.9329,7.5465,6.547,6.1156,6.1399,6.0787,7.1565,6.4847,5.7967,5.4653,5.2742,8.0069,6.9509,6.2656,6.0986,5.9939,7.2162,6.6299,5.9256,5.7482,5.534,6.8493,6.6574,6.1013,5.9554,5.891,7.1104,6.8772,6.2097,6.1841,6.0393,6.9604,6.5225,5.9083,5.8484,5.6727,7.6215,7.1098,6.6304,6.7336,6.6293,7.3843,6.7992,6.1605,5.9742,5.8053,8.0737,6.9305,6.3871,6.3626,6.2482,7.5971,6.9291,6.3899,6.463,6.3757,7.1746,6.6236,6.1156,5.4206,5.0316,7.6586,7.1512,6.6827,6.8044,6.7452,6.5805,6.2887,5.6168,5.3332,5.104,6.4235,6.293,5.7019,5.6954,5.5787,8.0243,7.0268,6.533,6.4939,6.3897,7.3876,6.8155,6.3083,6.2962,6.2166,6.9283,6.7395,6.0491,5.9136,5.8003,7.9041,7.2543,6.88,6.9769,6.9267,6.9761,6.51,5.781,5.4545,5.399,7.0745,6.5162,5.8837,5.702,5.5432,7.0538,6.8856,6.071,5.9441,5.8104,7.0402,6.67,5.9102,5.6906,5.5538,7.4059,6.8058,5.9952,5.8716,5.732,7.7119,6.9361,6.3344,6.3778,6.2853,1
7.2552,6.701,6.1952,6.3222,6.2061,8.1876,7.5919,7.2181,7.2576,7.2068,7.7751,7.184,6.7786,6.7158,6.6798,7.4587,6.993,6.5745,6.5116,6.4404,7.6182,6.5142,6.1177,6.2082,6.2189,8.6067,7.9862,7.6389,7.7336,7.654,7.4116,6.7533,6.15,6.2095,6.1641,7.6445,6.6496,6.3511,6.2435,6.2834,7.2761,6.5387,5.8035,5.5547,5.4015,8.0767,7.0236,6.35,6.2854,6.1386,7.355,6.6317,5.9771,5.7937,5.706,6.8821,6.7096,6.2158,6.0596,6.0079,7.1767,6.9022,6.3592,6.3247,6.2332,6.9669,6.5909,6.0307,5.9695,5.8767,7.7302,7.2024,6.8484,6.9082,6.8343,7.4664,6.8361,6.1948,6.1646,6.0008,8.1665,7.0408,6.488,6.5099,6.4776,7.7849,7.0329,6.5504,6.6702,6.6299,7.1951,6.5724,5.9908,5.4512,5.0904,7.7596,7.2692,6.8841,7.0068,6.949,6.5946,6.2969,5.5891,5.436,5.3431,6.413,6.2721,5.7631,5.7801,5.8327,8.1527,7.0971,6.635,6.6312,6.6117,7.4521,6.8789,6.4629,6.4986,6.4124,6.9997,6.763,6.2139,6.059,5.9728,7.976,7.343,7.0491,7.176,7.1169,7.0371,6.5998,5.8685,5.4947,5.4061,7.0494,6.5556,6.0247,5.8431,5.7358,7.1345,6.9306,6.2044,6.0481,5.9991,7.1516,6.6803,6.0512,5.8642,5.7614,7.4143,6.8032,6.1226,6.0052,5.888,7.7708,6.9973,6.5344,6.5316,6.4631,1
7.3981,6.7162,6.2141,6.1655,6.0094,8.4121,7.6928,7.2628,7.1063,6.9738,7.9439,7.2439,6.7926,6.6051,6.4449,7.6875,7.0909,6.6208,6.395,6.2321,7.7614,6.6365,6.1158,6.0581,5.9782,8.8632,8.1196,7.71,7.5532,7.4147,7.5573,6.7848,6.2271,6.0473,5.9365,7.7067,6.55,6.2382,6.1124,6.033,7.2973,6.4958,5.8899,5.4327,5.2669,8.2265,7.0861,6.4538,6.1744,5.9547,7.4563,6.6071,6.0179,5.707,5.5221,6.9399,6.6336,6.2327,6.0129,5.963,7.3539,6.9499,6.3964,6.1526,5.99,7.1278,6.5785,6.0492,5.8239,5.6719,7.9751,7.2911,6.868,6.7419,6.6041,7.6603,6.9031,6.2657,5.9795,5.7651,8.3608,7.0615,6.5418,6.3954,6.2954,7.9054,7.0502,6.621,6.4806,6.3791,7.2525,6.6513,6.0748,5.4084,5.0558,8.0082,7.3867,6.9702,6.8321,6.7145,6.7192,6.1498,5.555,5.2746,5.1042,6.6699,6.2665,5.7208,5.5862,5.4659,8.3225,7.2295,6.6817,6.5406,6.4064,7.6917,6.9793,6.5153,6.351,6.1879,7.182,6.758,6.2201,5.8832,5.7375,8.269,7.5192,7.1333,6.9721,6.8534,7.184,6.4943,5.7635,5.5085,5.3146,7.221,6.6079,6.045,5.707,5.5226,7.2639,6.8264,6.2036,5.9427,5.7921,7.082,6.5112,5.9473,5.685,5.6274,7.5259,6.8111,6.1261,5.8974,5.7183,7.9309,7.0666,6.5499,6.3886,6.2411,1
7.0999,6.6418,6.2245,6.3412,6.2135,8.1213,7.5193,7.222,7.3278,7.2232,7.7031,7.1249,6.7759,6.8099,6.6925,7.4102,6.9527,6.5791,6.5947,6.4528,7.5227,6.5457,6.1359,6.3214,6.2247,8.5064,7.9228,7.6485,7.7584,7.6749,7.2891,6.7454,6.2079,6.2649,6.1867,7.5083,6.5048,6.1932,6.1571,6.0433,7.1024,6.4991,5.8368,5.6224,5.307,7.9915,6.9785,6.4117,6.3547,6.1349,7.266,6.6393,6.0266,5.8812,5.7375,6.8138,6.592,6.0528,5.9462,5.8099,7.1073,6.901,6.3326,6.383,6.256,6.8733,6.5829,6.0194,6.0582,5.866,7.6155,7.1747,6.8206,6.9736,6.8595,7.4239,6.8387,6.2474,6.152,5.9905,8.1439,6.9386,6.5796,6.5964,6.4944,7.6755,6.8871,6.6026,6.6972,6.6228,7.1873,6.5882,6.0883,5.4793,5.1351,7.6595,7.1776,6.9099,7.0909,6.9665,6.5624,6.2267,5.6331,5.4273,5.2987,6.3853,6.3232,5.8263,5.912,5.8319,8.0533,7.0894,6.6731,6.7303,6.6626,7.3724,6.8964,6.4635,6.5782,6.4134,6.9114,6.7088,6.2211,6.1779,5.9598,7.9121,7.2709,7.1017,7.2465,7.1327,7.0537,6.5206,5.8703,5.7051,5.5061,6.9778,6.5668,6.0503,5.9632,5.7391,7.1179,6.8852,6.2313,6.1683,5.9996,7.0856,6.6435,5.9799,5.735,5.6798,7.3596,6.85,6.15,6.098,5.8858,7.6425,7.0028,6.5156,6.6436,6.4774,1
