@relation arousal 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
705.98,0,0,0,0,794.74,0,0,0,0,832.26,0,0,0,0,864.71,0,0,0,0,634.06,0,0,0,0,674.48,0,0,0,0,626.72,0,0,0,0,882.57,0,0,0,0,620.39,0,0,0,0,447.62,0,0,0,0,838.71,0,0,0,0,793.77,0,0,0,0,679.94,0,0,0,0,741.88,0,0,0,0,770.67,0,0,0,0,485.97,0,0,0,0,888.29,0,0,0,0,842.14,0,0,0,0,1028,0,0,0,0,1025.1,0,0,0,0,792.39,0,0,0,0,641.55,0,0,0,0,928.01,0,0,0,0,554.5,0,0,0,0,636.96,0,0,0,0,902.19,0,0,0,0,543.1,0,0,0,0,480.46,0,0,0,0,938.62,0,0,0,0,687.36,0,0,0,0,872.42,0,0,0,0,810,0,0,0,0,-1
743.4,0,0,0,0,962.6,0,0,0,0,1081.1,0,0,0,0,1057.5,0,0,0,0,787.74,0,0,0,0,716.05,0,0,0,0,871.38,0,0,0,0,1338.6,0,0,0,0,741,0,0,0,0,445.37,0,0,0,0,1284.4,0,0,0,0,850.48,0,0,0,0,738.43,0,0,0,0,783.16,0,0,0,0,754.81,0,0,0,0,504.71,0,0,0,0,1144.8,0,0,0,0,1068.7,0,0,0,0,900.74,0,0,0,0,1115.8,0,0,0,0,797.77,0,0,0,0,724.66,0,0,0,0,893.49,0,0,0,0,507.69,0,0,0,0,811.99,0,0,0,0,1103.6,0,0,0,0,493.25,0,0,0,0,456.91,0,0,0,0,1473.9,0,0,0,0,576.92,0,0,0,0,1177.2,0,0,0,0,851.36,0,0,0,0,-1
817.03,0,0,0,0,988.47,0,0,0,0,1047.2,0,0,0,0,897.65,0,0,0,0,717.43,0,0,0,0,781.56,0,0,0,0,618.07,0,0,0,0,985.18,0,0,0,0,633.83,0,0,0,0,447.52,0,0,0,0,1041.5,0,0,0,0,942.2,0,0,0,0,774.86,0,0,0,0,839.56,0,0,0,0,898.32,0,0,0,0,557.42,0,0,0,0,1218.7,0,0,0,0,1132.6,0,0,0,0,1374.3,0,0,0,0,1308.9,0,0,0,0,736.43,0,0,0,0,598.58,0,0,0,0,1147.2,0,0,0,0,582.73,0,0,0,0,631.95,0,0,0,0,966.48,0,0,0,0,573.8,0,0,0,0,461.62,0,0,0,0,1141.2,0,0,0,0,765.59,0,0,0,0,1060,0,0,0,0,960.92,0,0,0,0,-1
701.38,0,0,0,0,789.94,0,0,0,0,800.26,0,0,0,0,784.23,0,0,0,0,575.99,0,0,0,0,611.08,0,0,0,0,578.61,0,0,0,0,825.94,0,0,0,0,574.62,0,0,0,0,461.51,0,0,0,0,814.8,0,0,0,0,761.31,0,0,0,0,693.88,0,0,0,0,769.77,0,0,0,0,808.77,0,0,0,0,515.56,0,0,0,0,894.55,0,0,0,0,825.41,0,0,0,0,1014.4,0,0,0,0,1018.7,0,0,0,0,664.95,0,0,0,0,558.55,0,0,0,0,904.99,0,0,0,0,511.86,0,0,0,0,561.03,0,0,0,0,808.26,0,0,0,0,495.28,0,0,0,0,473.9,0,0,0,0,882.64,0,0,0,0,601.52,0,0,0,0,874.39,0,0,0,0,850.37,0,0,0,0,1
641.1,0,0,0,0,716.5,0,0,0,0,751.77,0,0,0,0,774.41,0,0,0,0,585.18,0,0,0,0,551.54,0,0,0,0,593.34,0,0,0,0,897.39,0,0,0,0,563.04,0,0,0,0,449.37,0,0,0,0,808.26,0,0,0,0,693.11,0,0,0,0,623.4,0,0,0,0,682.77,0,0,0,0,702.76,0,0,0,0,441.8,0,0,0,0,851.64,0,0,0,0,742.19,0,0,0,0,783.69,0,0,0,0,857.54,0,0,0,0,703.34,0,0,0,0,579.55,0,0,0,0,732.55,0,0,0,0,464.86,0,0,0,0,591.24,0,0,0,0,778.06,0,0,0,0,438.71,0,0,0,0,432.48,0,0,0,0,940.14,0,0,0,0,590.1,0,0,0,0,851.94,0,0,0,0,751.78,0,0,0,0,1
612.99,0,0,0,0,661.56,0,0,0,0,696.7,0,0,0,0,727.12,0,0,0,0,531.41,0,0,0,0,528.58,0,0,0,0,540.68,0,0,0,0,756.76,0,0,0,0,539.6,0,0,0,0,404.89,0,0,0,0,663.2,0,0,0,0,636.86,0,0,0,0,623.27,0,0,0,0,679.02,0,0,0,0,671.38,0,0,0,0,448.16,0,0,0,0,724.9,0,0,0,0,737.56,0,0,0,0,782.55,0,0,0,0,795.45,0,0,0,0,623.04,0,0,0,0,536.36,0,0,0,0,751.72,0,0,0,0,478.92,0,0,0,0,509.6,0,0,0,0,753.02,0,0,0,0,448.46,0,0,0,0,419.98,0,0,0,0,765.07,0,0,0,0,544.17,0,0,0,0,731.6,0,0,0,0,707.89,0,0,0,0,1
647.4,0,0,0,0,736.5,0,0,0,0,791.91,0,0,0,0,818.51,0,0,0,0,619.47,0,0,0,0,586.84,0,0,0,0,629.12,0,0,0,0,920.14,0,0,0,0,549.97,0,0,0,0,451.19,0,0,0,0,925.59,0,0,0,0,701.45,0,0,0,0,658.15,0,0,0,0,682.33,0,0,0,0,668.02,0,0,0,0,479.09,0,0,0,0,895.87,0,0,0,0,781.48,0,0,0,0,762.29,0,0,0,0,885.39,0,0,0,0,711.35,0,0,0,0,571.15,0,0,0,0,729.02,0,0,0,0,499.24,0,0,0,0,595.11,0,0,0,0,822.23,0,0,0,0,410.16,0,0,0,0,421.18,0,0,0,0,979.75,0,0,0,0,504.55,0,0,0,0,848.9,0,0,0,0,721.56,0,0,0,0,1
661.49,0,0,0,0,839.97,0,0,0,0,919.77,0,0,0,0,873.88,0,0,0,0,739.86,0,0,0,0,720.14,0,0,0,0,759.31,0,0,0,0,1189.3,0,0,0,0,644.52,0,0,0,0,448.92,0,0,0,0,1161.7,0,0,0,0,750.76,0,0,0,0,706.41,0,0,0,0,761.56,0,0,0,0,727.67,0,0,0,0,484.33,0,0,0,0,1127,0,0,0,0,894.37,0,0,0,0,773.69,0,0,0,0,1057.6,0,0,0,0,835.47,0,0,0,0,620.99,0,0,0,0,769.57,0,0,0,0,498.76,0,0,0,0,728.48,0,0,0,0,1015.4,0,0,0,0,456.93,0,0,0,0,442.09,0,0,0,0,1383.5,0,0,0,0,563.77,0,0,0,0,1118.4,0,0,0,0,821.54,0,0,0,0,1
685.31,0,0,0,0,820.58,0,0,0,0,906.43,0,0,0,0,944.53,0,0,0,0,676.39,0,0,0,0,669.63,0,0,0,0,760.19,0,0,0,0,1179,0,0,0,0,670.11,0,0,0,0,452.33,0,0,0,0,971.88,0,0,0,0,711.52,0,0,0,0,706.77,0,0,0,0,776.52,0,0,0,0,827.83,0,0,0,0,493.29,0,0,0,0,912.96,0,0,0,0,971.41,0,0,0,0,856.67,0,0,0,0,952.24,0,0,0,0,759.48,0,0,0,0,703.37,0,0,0,0,800.33,0,0,0,0,489.78,0,0,0,0,699.29,0,0,0,0,969.91,0,0,0,0,463.24,0,0,0,0,440.92,0,0,0,0,1192.1,0,0,0,0,575.98,0,0,0,0,1038,0,0,0,0,890.72,0,0,0,0,1
750.42,0,0,0,0,916.93,0,0,0,0,1028,0,0,0,0,1052.9,0,0,0,0,802.12,0,0,0,0,765.45,0,0,0,0,874.92,0,0,0,0,1341.6,0,0,0,0,699.73,0,0,0,0,474.16,0,0,0,0,1223.9,0,0,0,0,734.03,0,0,0,0,773.14,0,0,0,0,860.3,0,0,0,0,846.55,0,0,0,0,527.83,0,0,0,0,1097.1,0,0,0,0,1103.8,0,0,0,0,884.03,0,0,0,0,1090.5,0,0,0,0,819.82,0,0,0,0,736.18,0,0,0,0,827.05,0,0,0,0,488.82,0,0,0,0,786.7,0,0,0,0,1112.4,0,0,0,0,449.93,0,0,0,0,463.03,0,0,0,0,1425.9,0,0,0,0,564.42,0,0,0,0,1148.4,0,0,0,0,894.32,0,0,0,0,1
694.95,0,0,0,0,819.4,0,0,0,0,862.5,0,0,0,0,875.84,0,0,0,0,652.16,0,0,0,0,625.95,0,0,0,0,699.48,0,0,0,0,1023.5,0,0,0,0,576.29,0,0,0,0,420.36,0,0,0,0,981.68,0,0,0,0,665.18,0,0,0,0,652.47,0,0,0,0,713.67,0,0,0,0,739.36,0,0,0,0,496.87,0,0,0,0,986.46,0,0,0,0,906.7,0,0,0,0,826.5,0,0,0,0,983.68,0,0,0,0,739.54,0,0,0,0,622.11,0,0,0,0,798.03,0,0,0,0,493.89,0,0,0,0,659.2,0,0,0,0,912.89,0,0,0,0,472.25,0,0,0,0,426.51,0,0,0,0,1148.2,0,0,0,0,512.86,0,0,0,0,964.57,0,0,0,0,794.27,0,0,0,0,-1
641.67,0,0,0,0,735.51,0,0,0,0,803,0,0,0,0,770.08,0,0,0,0,556.7,0,0,0,0,596.77,0,0,0,0,565.79,0,0,0,0,857.3,0,0,0,0,575.83,0,0,0,0,437.82,0,0,0,0,769.33,0,0,0,0,785.7,0,0,0,0,694.26,0,0,0,0,721.15,0,0,0,0,736.5,0,0,0,0,478.54,0,0,0,0,803.54,0,0,0,0,774.8,0,0,0,0,886.48,0,0,0,0,949.33,0,0,0,0,666.34,0,0,0,0,572.53,0,0,0,0,801.37,0,0,0,0,502.52,0,0,0,0,575.29,0,0,0,0,776.7,0,0,0,0,468.17,0,0,0,0,470.66,0,0,0,0,831.53,0,0,0,0,580.23,0,0,0,0,796.59,0,0,0,0,753.7,0,0,0,0,-1
