@relation valence 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
1896.2,1466.4,828.99,886.2,737.08,1028.7,1022.5,603.99,578.21,455.28,1378.3,1175,679.89,698.89,625.28,1273.4,1106.1,706.56,786.43,652.68,950.11,925.06,758.73,726.24,732.73,1028.9,835.59,620.2,655.21,533.83,1717.6,1192.3,844.83,966.56,882.55,1470.7,1103.6,789.56,879.83,819.48,1375,1009.8,683.43,730.67,683,1858.6,1080.6,661.7,936.64,801.51,2210.9,1462.6,763.17,907.7,753.61,1380.2,1184.5,503.34,444.22,369.26,2535.8,1597.8,890.41,1100.3,906.02,1959.6,1207.8,810.41,978.06,826.48,1372.5,1036.1,610.66,652.83,605.63,1544,1329.3,595.83,609.88,542.64,2849.7,1887.8,1150.2,1215.2,1135.1,1906.1,1493.2,851.73,883.7,718.13,2819.5,1761.5,1165,1325.8,1206.8,1236.7,1187.2,920.61,983.14,902.77,2787.1,1970.5,1304.1,1433.6,1283.2,1174.1,1035.2,930.97,881.76,909.59,1428,788.38,713.67,790.85,660.05,1891.2,1344.9,918.53,822.86,735.39,1328.4,1025.1,830.75,805.17,825.69,1455.3,1367,800.27,720.29,727.37,2914.3,1325.7,1094.1,1752.2,1488.6,2338.1,1192.1,824.24,1271.1,1064,1851.5,1290.8,767.24,856.69,805.46,1463.7,1219.3,697.11,730.13,646.37,1786.4,1426.4,728.03,746.4,672.18,1005.2,901.18,535.58,529.26,485.21,1
2312,1442.8,771,632.42,541.12,1166.8,943.54,530.72,437.43,302.67,1665.1,1122.7,685.24,630.2,525.01,1285.2,993.89,656.85,549.49,509.85,914.52,794.56,622.51,653.09,617.15,1192.8,736.7,482.21,489.93,385.95,2223.3,1219,802.35,706.72,714.6,1849,1094,686.15,629.28,651.65,1750.3,1013.3,590.72,506.47,513.22,1895.7,967.17,466.41,507.34,397.7,2451,1395.3,639.23,596.51,460.42,1404.1,1134.8,477.85,361.13,297.42,2692.9,1517.5,724.94,681.4,544.18,1898.8,1076.3,615.64,597.12,512.61,1615.1,1003.5,597.43,478.36,503.19,1880.8,1281.2,581.81,428.65,413.25,3570.5,1980.2,1040.8,927.33,803.4,2151,1376,786.4,666.62,541.13,3431.5,1719.7,937.13,845.77,759.02,1173,1039.1,810.74,864.25,844.4,3359.5,2051.9,1154.3,1136.5,1046.7,1143.6,967.75,794.18,783.61,818.94,1444.6,694.19,485.41,544.57,405.81,2366.7,1365.9,706.69,675.6,545.07,1766.2,1096.7,775.53,732.74,782.54,1600.9,1275.2,809.71,771.28,794.26,3142.3,1361.5,892.29,1019.7,889.43,2312.8,1118.3,590.89,687.38,551.02,2524.9,1413.8,732.61,604.02,609.72,1733.8,1142.2,571.45,504.23,443.84,2200.3,1414.5,699.02,553.64,526.55,1268.5,844.72,575.07,519.21,498.82,1
2194.7,1405.6,759.23,713.63,651.03,1320.1,1032,546.63,486.31,359.38,1593.9,1082.8,640.02,635.18,541.95,1390,1058,620.86,614.19,531.42,947.58,892.84,668.5,623.4,610.77,1067.6,771,507.15,529.25,430.67,1781.8,1175,799.16,830.85,806.84,1524,1072.7,722.64,767.8,715.3,1477.4,972.86,594.56,588.46,583.34,1757,1074.7,536.7,701.84,523.4,2022.2,1418.3,671.86,687.94,597.75,1473.9,1080.3,454.86,363.14,329.34,2244.3,1564.9,757.35,833.15,705.84,1759.4,1148.4,664.33,745.65,627.63,1541.7,985.05,614.27,591.39,586.35,1728.8,1234.1,577.53,502.2,487.97,2827.7,1871.1,1049.4,1040.9,979.82,1882.4,1413,796.56,708.66,620.88,2768.8,1558.1,974.4,1036.7,968.54,1249.1,1067.8,881.51,856.56,862.38,2791.3,1886.3,1215.7,1238.8,1191.1,1224.7,1004.4,861.85,866.67,806.25,1288.6,747.85,527.4,623.96,483.51,2035.4,1367.7,754.9,759.06,660.49,1475.8,1073,841.48,775.19,845.46,1590.2,1276.4,819.66,715.53,793.22,2712.5,1263,937.02,1328.5,1101.4,2192.4,1194.7,661.63,950.03,718.89,1868.9,1343.5,747.28,742.18,744.57,1575.9,1095.3,566.52,551.74,510.01,1992.6,1288.1,689.96,626.85,613.21,1077.6,899.83,577.91,571.91,553.12,1
2637,1765.7,1094.9,1208.1,1188.1,1125.3,1061.5,717.83,609.7,571.07,1743.4,1419.5,1096.8,1098.5,1060.1,1654.9,1405.3,1119.3,1099.4,1066.8,1269.9,1207.7,1291.7,1136.4,1333.2,1256.1,907.69,804.89,789.8,780.07,2584.4,1794.1,1595.6,1749.1,1770.6,1943.4,1419.7,1251.1,1261.2,1342.8,1983.3,1352.4,1098.9,1252,1257.1,1456.5,1033.4,596.11,661.2,570.63,2177.4,1481.5,889.3,956.32,929.56,1475.2,1163.9,634.5,611.06,602.57,2459,1610.7,980.17,1055.6,1025.2,1664.6,1069.6,616.12,630.24,540.91,1872.2,1214.6,818.92,903.18,909.58,2090.9,1461.4,893.72,992.5,995.22,3795.3,2439.1,1650.6,1842.6,1884.2,2253.4,1641.9,1116.7,1107.3,1110.4,3341,2117.7,1469.9,1700.5,1737.6,1556.7,1547.1,1497.4,1610.4,1645.7,3795.2,2595.4,2001.1,2078.7,2195.8,1330.6,1211.2,1158.9,1140.3,1200.8,1221.8,798.6,649.11,635.13,599.41,2578,1670.4,1150.3,1303.6,1335.3,1880.9,1434,1233,1294.7,1391,1844.3,1586.3,1239.5,1233.4,1328.3,3326.9,1783.1,1486,1774.9,1728.1,1990.7,1169.1,780.67,936.09,823.88,2744.7,1761.7,1278.8,1436.1,1514.1,1701.2,1332.2,827.86,870.45,879.41,2509,1696.2,1060.4,1210.8,1221.2,1439.8,1040.2,758.37,740.67,795.4,1
1522.4,1177.8,799.33,943.9,724.18,1326.3,963.74,621.84,661.2,528.15,1424.8,1033.4,723.82,760.1,696.73,1509.2,1046.4,778.28,863.35,779.48,1148.1,1048.4,952.49,876.82,962.93,1583.3,801.2,648.53,688.66,647.55,1291.6,1037.7,911.8,993.96,931.05,1309.4,957.01,792.55,901.14,796.4,1034.8,888.15,681.78,736.57,654.59,2751.4,1041.8,800.93,1064.9,940.65,2961.7,1418.1,849.62,988.3,790.07,1227.3,1019.9,441.69,407.64,350.47,3213.7,1391.4,914.63,1146.3,955.77,2605.8,1121.2,771.62,914.88,831.87,1135.5,885.97,577.31,558.66,506.63,1126.3,1006.1,528.15,533.38,439.93,2348.1,1436,1073.1,1178,994.23,1799.4,1206.1,872.95,912.33,833.98,3210.1,1383.5,1109,1387.8,1132.7,1343.9,1235.7,1119.3,1130.2,1173.1,2105.1,1577.2,1348,1363.1,1268,1385.9,1126.8,967.19,1013.7,1019.2,2210.8,799.51,728.51,904.04,767.39,1561.5,1108.9,754.89,750.71,558.86,1149.1,1013.5,874.14,863.3,917.69,1487,1331.5,1086,1032,1109.3,4287.7,1378,1441.1,1845.2,1694.1,3540.6,1200.7,1051.9,1385.7,1232.8,1277.8,1069.4,667.05,740.37,661.75,1542,1103.3,696.37,777.29,663.54,1212.7,1161.2,666.32,656.6,564.33,909.92,831.82,536.09,528.08,515.85,-1
2887.5,1744.5,1069.2,1076.5,1091.9,1546,960.44,609.78,541.11,451.82,2083.4,1239.8,816.42,846.43,796.29,1755.3,1159.9,757.53,775.2,716.28,1118,914.66,817.94,792.87,780.08,2022.6,819.57,556.58,572.68,523.87,2776.3,1544.9,1076.1,1207.2,1278,2465.9,1318.4,957.99,1087.2,1100.1,2136,1242.7,792.68,897.6,941.84,3741.2,1141.7,526.37,592.98,489.77,4101.8,1608.5,797.57,813.93,815.55,1769,1169.4,575.15,520.04,531.85,4806.3,1751.9,890.65,927.6,917.29,3639.5,1210.3,645.38,639.37,594.29,2060,1176,731.47,748.89,780.74,2242.1,1437.6,758.34,792.25,845.54,4781.4,2499.7,1426,1522.3,1616,2920.1,1633.3,990.61,951.11,935.9,5263.1,2180.8,1280.7,1423.4,1485.2,1504.3,1100.1,969.33,895.06,995.73,4257.1,2438.3,1514.4,1648.9,1708,1696,1038.6,836.24,904.84,806.51,2933.5,858.96,506.18,554.01,451.08,3059.7,1733.1,993.29,1077.7,1137.6,2005.9,1245.3,844.81,945.28,984.23,2037.8,1426.1,832.66,891.38,852.2,6174.8,1808.5,1189.4,1508.5,1431.6,4709.6,1316.7,702.93,844.46,722.21,3041.1,1691.8,1047.9,1185.2,1278.9,2380.1,1336.8,721.47,709.52,722.72,2596.5,1664.8,948.67,960.85,1022.6,1411.4,955.46,648.32,648.14,665.72,1
1825.9,1347.7,1028.6,1293.4,964.15,1257.3,1076.1,797.36,856.08,707.97,1471.6,1270,957.28,1125.3,920.38,1448.4,1258.2,1109.4,1153.2,1074.9,1154.7,1102.1,1150,1107.9,1171.1,1108.3,889.93,728.86,743.66,705.76,1519.7,1293.7,1171,1298.4,1237.6,1325.5,1032.1,960,1012.4,965.07,1153.7,1007.5,793.55,889.94,842.18,1889.7,1059.6,641.97,761.01,656.13,2169.6,1427.7,734.22,799.49,677.72,1191.3,1067.2,513.09,483.37,405.39,2350.5,1531.7,836.62,935.35,794.29,1804.1,1110.4,712.5,767.02,693.24,1220,942.33,668.87,659.23,644.93,1467.2,1167.2,594.53,591.48,558.35,2540,1735,1128.1,1266.2,1143.5,1893,1412.2,921.06,932.55,849.41,2593.7,1447.4,1084,1207.6,1098.7,1518.2,1473.6,1322.3,1420,1409.9,2440.5,1919.4,1496.4,1544.1,1511.4,1288.5,1316.3,1154.1,1136.2,1239.5,1416.6,783.95,648.74,714.19,636.48,1742.5,1266,773.08,811.95,733.18,1345.9,1173.8,996.01,1046,1103.7,1609.3,1476.8,1209.5,1203.7,1266.8,2575.8,1302.4,1219.5,1502.6,1427.3,2248.8,1139,805.56,991.13,890.52,1661.2,1225.9,828.2,884.01,867.71,1471,1130.9,724.54,751.72,706.17,1502.3,1292.3,785.04,772.58,729.37,1114.8,954.34,724.65,725.44,718.37,1
2669,1666.2,960.1,925.16,932.31,1061.3,919.6,558.29,453.04,393.89,1667.3,1199.7,776.21,803.65,740.29,1448,1138.7,846.12,835.92,786.98,1038.1,990.32,947.64,960.6,966.81,1247.8,803.04,586.91,575.36,542.52,2685.5,1624.3,1139,1231,1261.9,2076,1351.5,1075.4,1200.3,1199,2104.6,1315.2,942.75,1046.6,1038.3,1716.7,1045.8,487.05,457.88,448.94,2263.8,1463.2,719.03,707.03,729.58,1463.4,1167.1,642.27,618.92,610.66,2605,1553.5,818.07,801.36,820.36,1746.3,1082,735.74,677.53,688.03,1898.1,1131.8,768.13,761.34,773.31,2192.4,1372,768.61,761.99,769.16,4011.7,2353.8,1365.7,1470.2,1442.9,2268.8,1486,891.19,844.12,840.82,3537.9,2016.3,1234.2,1288.4,1321.2,1391.9,1104.7,1040.2,1005.9,1065.8,3979.4,2452.2,1581.6,1711.8,1698.2,1307.2,1109.8,959.02,1031.7,1022.7,1302.4,713.54,495.57,485,462.41,2708.8,1627.6,968.43,1040.6,1038.5,1972.7,1307.6,993.85,1063.7,1136.6,1900.7,1532.7,1322.4,1186.6,1320.5,3717.1,1826.6,1328.6,1452.2,1490.4,2285.4,1167.9,649.77,689.13,691.74,2939.3,1679.8,1059.1,1147.6,1186.5,1824.9,1215.1,783.35,714.8,734.15,2615.5,1577.2,928.98,928.44,950.18,1344.5,860.56,618.33,616.9,612.4,1
2059.8,1445.4,898.43,1008.8,934.05,996.93,914.96,531.03,479.86,372.36,1335.8,1073.7,693.32,749.37,681.01,1270.1,1021.4,745.05,747.37,649.64,888.99,814.51,747.19,707.94,688.75,1026.4,728.14,509.33,535.61,468,1866.1,1246.2,1002.1,1181.1,1154.2,1508.1,1169.6,979.84,1126.1,1059,1416.6,1098.2,847.75,933.34,917.84,1672.4,1081.7,481.3,592.58,504.25,2120.8,1342.6,759.5,814.6,769.42,1230.8,1033.5,569.76,560.73,522.84,2250.3,1408.5,837.48,949.41,881.09,1622.2,1076.1,756.85,786.42,759.98,1429.5,1048.9,748.27,808.67,773.63,1690.6,1234,730.65,800.35,757.66,2969.1,1904.1,1316.8,1520.4,1417.2,1869.2,1311.4,880.3,896.28,814.74,2674.3,1724.4,1196.5,1414.4,1366.3,1120.9,1051.8,899.96,863.77,917.96,2897.5,1998.4,1474.3,1684.8,1574.2,1040,939.2,774.26,880.03,751.02,1118.4,687.93,497.15,542.76,472.82,2077.7,1434.6,931.29,1105.1,1015.2,1395,1076.4,898.29,1015.8,969,1509.7,1334,975.95,989.03,1046.3,2659.5,1403.1,1232.4,1559.3,1429.6,1941.5,1102.1,660.81,858.3,724.52,2056.8,1340.4,1007.2,1204,1147.1,1474.9,1154.5,750.23,719.19,740.37,1927.6,1369.1,906.72,987.92,938.13,1148,831.1,625.32,622.64,605.26,1
1565.2,1197.8,740.07,849.93,771.02,1103.1,866.98,482.02,458.83,353.21,1243.8,957.1,564.79,550.54,524.32,1232.3,914,505.22,481.12,430.87,821.29,687.26,455.62,425.13,393.63,1218.1,667.65,465.17,489.95,414.71,1234.1,866.14,716.89,855.13,821.12,1104.9,912.38,709.31,806.69,790.63,943.44,781.35,568.53,639.52,631.46,1994.6,928.11,576.93,709.34,603.49,2368.8,1285.3,742.38,822.1,731.14,1249.8,968.74,496.63,445.7,409.74,2468,1345.4,825.87,955.37,866.04,1981.7,1087.6,746.8,808.43,754.99,1130.2,912.2,611.45,641.83,602.4,1246.1,1046.9,574.15,600.99,574.13,2385.3,1463.6,1055.1,1196.1,1139.2,1824.4,1150.8,769.59,704.35,689.04,2445.9,1400.3,1030.9,1262.8,1163.2,1072.8,842.79,661.75,663.14,612.92,2258.3,1494.6,1077.5,1244.7,1150.9,1177.1,835.37,650.91,722.12,637.8,1485.7,689.43,510.81,618.73,509.12,1643.7,1152.1,743.95,847.87,783.06,1025.6,840.78,654.28,759.11,695.87,1447.2,1108.3,680.81,671.47,651.07,3003.8,1194.4,1099.3,1420.7,1305.1,2467.8,1057.9,726.09,957.05,827.85,1421.1,985.62,786.06,894.41,878.45,1369.8,1063,660.38,710.45,677.09,1337.8,1146.1,710.31,737.16,725.08,994.04,781.3,600.37,564.35,568.88,-1
1936,1397.6,854.55,881.14,807.76,1187.5,1047.9,780.08,779.05,711.76,1647.1,1333,1098.8,1081.8,1116.3,1481.8,1326.7,1128.3,1086.1,1152.4,1216.8,1184.7,1248,1225.9,1245.1,1075.2,897.34,772.15,784.2,726.99,1857.1,1463.4,1298.4,1337.8,1377.8,1482.6,1122.8,985.53,1003.5,984.62,1472.2,1108.5,890.88,890.94,911.62,1481.9,1041.7,532.98,683.78,534.61,2025.4,1315.9,745.69,770.97,662.22,1451.8,1067.1,545.16,491.89,444.23,2188.5,1399.4,823.65,871.37,759.44,1572.2,992.26,574.16,648.64,523.4,1385.8,966.08,646.52,670.21,633.93,1564.3,1199.5,673.14,672.4,621.63,2966.8,1799.7,1245.3,1272.9,1191.9,1977.4,1445.7,975.86,961.8,938.15,2702.4,1657.7,1126.9,1231.3,1124,1641.9,1659.3,1625.4,1680.7,1731.6,3117.1,2101.8,1709.9,1763.5,1695.6,1352.2,1326.6,1271.6,1329.3,1304.9,1181.9,776.47,667.61,752.05,616.62,1984.9,1298.5,890.13,926.39,832.03,1524.9,1264.5,1147,1195.3,1184.8,1666,1418.8,1072.6,1083.6,1122.1,2490.9,1339.3,1183.3,1559.4,1314.4,1825.7,1078.4,670.54,963.01,719.22,1873,1248.3,964.94,995.09,974.2,1478.9,1146.8,762.82,761.29,709.1,1852.8,1332.1,825.25,852.07,795.31,1072,894.4,760.41,717.85,726.58,-1
2150.9,1336,793.55,804.07,686.33,1108.6,939.79,564.2,487.54,400.38,1499.1,1068.9,665.46,671.1,573.19,1505.7,1037.5,659.38,651.55,587.46,949.18,841.03,634.57,673.72,628.48,1387.2,838.09,532.03,548.53,522.57,1927.8,1172.9,814.31,853.86,795.97,1655.6,1146.5,798.15,863.31,795.61,1590.4,1011.7,676.98,619.49,614.98,2166.3,1199,664.64,757.88,727.94,2440.1,1404.4,758.01,822.05,723.66,1418.6,1099.2,463.29,402.19,336.1,2705.7,1507.2,865.19,953.78,864.52,2176.4,1126,687.42,714.36,678.84,1706.1,980.63,572.66,525.29,492.56,1762.1,1181.5,587.19,527.14,457.42,3202,1798.6,1067.6,1041.9,941.12,2013,1305.1,804,733.85,602.69,3056.8,1559.1,1075.4,1204.1,1075.8,1205.4,965.78,800.24,732.98,761.43,3208,1864.4,1210,1177.3,1106.9,1230.2,970.23,800.72,781.19,779.91,1694.2,787.17,579.72,667.91,602.01,2200.7,1289.9,738.49,756.39,616.09,1549.6,1017.1,806.41,792.29,799.81,1573,1272.5,845.86,830.8,859.5,4053.7,1570.9,1237.4,1356.3,1386.8,2928.4,1322.3,869.79,991.17,974.25,2154,1242.4,738.97,747.21,688.63,1585.4,1097.6,642.55,655.32,590,2075.8,1285.8,713.46,649.75,582.09,1239.6,872.91,588.52,561.8,569.85,-1
1895.6,1322.5,788.11,767.54,657.95,1143.1,954.53,542.98,483.36,374.89,1405.3,1123.9,758.2,755.47,683.99,1310.4,1069.3,819.92,784.19,753.16,1004.3,1008.4,969.17,919.27,940.26,1176.4,769.57,600.98,585.15,543.58,1716.8,1213.8,932.55,1035,991.87,1394.1,1043.6,789.35,826.78,803.53,1348.1,998.93,702.69,718.5,703.39,1913.3,1027.8,515.52,602.91,461.61,2172,1411.2,663.34,651.74,530.24,1242.3,1079.3,473.68,400.3,344.36,2404.7,1517.4,739.25,761.11,618.23,1802.1,1094.7,664.36,659.88,570.63,1348.1,948.64,588.86,563.24,529.38,1523.4,1148.2,583.75,546.68,505.01,2819.1,1843.4,1032.1,1093.9,978.36,1874.7,1383.5,821.96,740.98,647,2668.4,1545.9,963.47,1050.1,903.97,1187.5,1159.8,1000.7,1004.4,1029.4,2728,1882.1,1251.4,1331.9,1265.7,1156.9,1062.2,969.98,901.01,939.54,1329.1,725.44,530.89,584.29,468.03,1912.5,1324.3,722.18,750.68,656.78,1328.8,1131.3,904.79,856.64,953.14,1488.6,1307.5,889.02,895.48,925.98,2802.9,1273.5,992.91,1226.1,1061.2,2215.9,1124.4,664.74,793.12,625.15,1841.3,1299.8,748.06,787.59,756.99,1477.4,1096,626.71,574.53,528.78,1689.2,1286.5,716.11,675.07,615.14,1033.2,778.91,513.07,463.17,465.38,-1
2606.6,1495.9,1026.8,1140.7,889.15,1370.2,954.39,610.44,647.76,520.88,1713.7,1082.8,746.85,758.71,648.24,1596.5,1120.4,890.3,864.48,804.83,1032.7,913.91,870,788,853.09,1357.6,805.71,612.4,607.53,532.16,2360,1384.8,969.36,912.84,855.73,1847.7,1107.9,835.59,758.79,769.69,1874.6,1169.3,714.18,679.42,620.43,2324.4,1114,599.33,726.38,669.4,2868.9,1540.7,767.81,708.52,668.73,1500.6,1135.5,505.31,373.51,333.62,3022.8,1678.4,873.33,836.13,785.68,2059.7,1170.1,755.22,759.96,723.66,1729.5,1052,673.38,600.99,558.9,2026,1247.6,609.87,521.05,432.79,3894.3,2076.5,1178.7,1115.4,940.74,2436.3,1454.9,875.17,771.43,654.68,3580.6,1751.4,1073.4,1042.3,971.56,1361.4,1159.6,943.39,953.96,937.64,3712.8,2117.4,1349,1273.2,1201.4,1203.9,1068.2,845.18,858.12,882.17,1738.4,779.72,590.37,655.41,577.88,2827.6,1546,791.31,690.37,578.4,1843.3,1156.8,831.16,768.4,778.48,1785.4,1330.6,961.52,849.43,952.64,3525.6,1457,1101.9,1357.3,1239.3,2743.5,1170.7,753.76,960.93,886.21,2583.7,1459.5,812.79,737.91,639.87,1820.9,1197.9,741.66,655.97,649.62,2206,1398.9,771.69,655.92,602.45,1241.6,1008.8,747.01,718.13,684.79,-1
1633.9,1338.4,997.66,1114,964.77,1036.5,892.09,644.31,614.38,533.18,1311.8,1067,832.95,884.28,821.86,1267.4,1138.3,986.46,965.93,926.27,1026,1004.6,1045,1007.6,1043.8,1060,749.46,704.97,645.81,630.19,1487.6,1265,1207.6,1271.6,1244.4,1398.4,1078.3,937.05,1040.6,1001.6,1141.3,1025.3,846.58,887,861.38,1625.8,971.72,518.98,677.45,583.62,1982.2,1312.3,733.21,784.23,695.7,1153.1,1028.2,518.59,476.38,430.8,2265.1,1428.3,804.54,902.74,799.15,1708.6,1023.5,681.66,715.61,661.2,1207.7,941.15,701.9,696.77,682.75,1263.1,1161.4,655.43,666.07,617.42,2418.5,1667.1,1244.9,1325.6,1248.5,1610.8,1248.5,859.91,845.02,807.06,2416.1,1572.8,1140.1,1271,1166.4,1172.3,1204.9,1113.1,1117.2,1138.1,2441.6,1881.9,1476.5,1536.5,1487.3,1173.9,1114.1,958.89,980.24,1004.8,1320.2,759.38,551.62,611.43,561.62,1651.6,1260.6,849.81,923.56,829.05,1181.7,1112.1,957.3,991.02,1043.4,1410.9,1435.8,1064.7,1180.9,1155.4,2522.7,1298.4,1198.7,1526.5,1338.8,2009.9,1045.9,699.38,911.38,771.34,1640.8,1262.5,935.96,1011.9,963.16,1363.5,1124.1,705.24,747.15,665.59,1470.4,1269.8,822.97,844.55,794.49,1044.9,881.59,724.72,690.09,692.15,-1
2181.3,1453,1095,1138.2,1029.7,1112.7,914.59,640.58,583.78,520.27,1614.5,1104.5,876.69,899.97,841.46,1346.1,1095.7,838.76,851.93,829.9,1053.8,950.24,943.1,933.43,947.76,1249.9,755.49,613.87,612.27,569.18,2071.1,1399.8,1164.7,1295.2,1240.1,1711.6,1163.9,1058.2,1121.3,1065.9,1654,1102.5,861.66,946.78,886.24,1829.5,935.26,538.73,645.25,524.07,2246.8,1368.2,800.53,835.36,742.92,1215,1073.9,584.63,539.88,492.97,2562.5,1467.2,880.05,978.51,842.86,1886.3,1024.3,653.71,677.82,619.44,1576.2,1031.1,750.41,767.2,751.57,1752.3,1223,772.37,781.01,740.59,3188,2064.8,1443.7,1535.7,1431.5,1933.7,1416.7,1011.2,979.83,910.62,3236.4,1708.2,1311.9,1444,1318,1279.6,1243.1,1153.6,1082.6,1180.9,3073,2141,1606.9,1694.8,1621.1,1140.5,1048.1,951.5,1002.2,938.67,1499.6,715.39,572.28,611.31,496.52,2151.4,1382.3,1008.7,1085,998.92,1497.4,1134.1,977.35,1024.8,994.52,1586.9,1326.4,973.14,1039.3,1009.9,3316.8,1471.6,1198.5,1502.1,1363.6,2370,1021.9,680.45,871.49,744.76,2217.8,1446.1,1071,1183,1112.2,1619.6,1091.2,722.88,740.29,684.13,2092.8,1371,922.4,964.6,925.3,1203.3,899.01,697.29,666.99,663.47,1
