@relation liking 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
4.1427,1.5587,0.34262,0.15445,-0.53944,3.5335,0.40749,-1.5617,-1.3632,-2.242,3.5344,0.99427,-0.16757,-0.32811,-1.0039,4.584,1.8223,0.52175,0.3569,0.054557,3.4022,0.82343,-0.35006,-0.6645,-1.119,4.4126,1.738,0.45296,0.16515,-0.4229,3.817,0.97532,-0.47477,-0.75652,-1.2363,5.7423,2.8381,1.4153,1.1729,0.81365,3.6663,0.65736,-1.1146,-1.219,-1.9162,5.3306,2.0181,-0.03561,-0.15138,-0.25868,3.3921,0.39484,-1.291,-1.4076,-2.2002,5.9104,2.8313,1.2357,1.0646,0.69022,3.5415,0.49709,-1.1201,-1.2067,-2.0457,2.6489,-0.21766,-1.2855,-1.3181,-2.0597,1.5001,-0.72538,-1.5488,-1.5561,-2.5327,3.2833,0.48552,-1.0072,-1.3187,-2.0475,5.021,2.2571,0.9599,0.6128,0.064692,3.8308,0.81801,-0.73793,-0.81101,-0.96604,4.9857,2.0195,0.49835,0.45378,-0.068679,4.4729,1.4235,-0.20141,-0.33992,-0.99147,3.3523,0.7205,-0.41203,-0.65468,-0.9921,4.689,1.7259,0.25175,0.14215,-0.25682,1.9307,-0.29924,-1.3534,-1.6053,-2.4013,6.7143,3.3894,1.3439,1.0963,0.88926,3.0046,0.068785,-1.7008,-1.3168,-1.8849,4.2664,1.2768,-0.31968,-0.70424,-1.0932,4.0969,1.1832,-0.309,-0.42001,-0.89406,5.6002,2.3516,0.47268,0.36866,0.20076,3.9902,1.071,-0.44099,-0.86378,-1.4765,2.7391,0.44213,-0.51272,-1.1141,-1.6315,4.1008,1.5047,0.31866,-0.032619,-0.56528,4.8407,1.6865,-0.015725,0.036252,-0.49013,1
4.41,2.0166,0.77354,0.62774,0.030696,3.3087,0.3901,-1.4249,-1.2731,-2.3309,3.8108,1.4484,0.24249,0.086111,-0.47531,4.8696,2.1539,0.81827,0.8267,0.17816,3.3317,1.1072,-0.038419,-0.20709,-0.76221,4.443,2.1129,0.91009,0.74403,0.18544,3.401,1.0301,-0.20435,-0.48517,-0.90975,6.0064,3.2118,1.7842,1.7476,1.0947,3.2077,0.65315,-0.73981,-0.92641,-1.3036,5.1411,1.8715,0.15115,0.21574,-0.21548,2.9099,0.41889,-1.009,-1.1659,-1.6192,6.0394,3.0996,1.5732,1.5625,0.89171,3.0349,0.40594,-0.91181,-0.97511,-1.6173,2.468,-0.18391,-1.4304,-1.5207,-2.7686,1.7175,-0.42097,-1.4817,-1.627,-2.7896,2.8901,0.57182,-0.67879,-0.90831,-1.4529,4.7578,2.426,1.3538,0.99894,0.58821,3.8548,0.83376,-0.58131,-0.50189,-1.0096,5.2039,2.348,0.89073,0.93033,0.2017,4.0028,1.4546,0.30896,0.2219,-0.17802,3.6138,1.2778,0.061386,0.0029164,-0.31555,4.8848,2.0672,0.68915,0.64232,0.10996,2.2074,0.14345,-0.96289,-1.1938,-1.7941,6.3373,3.0935,1.5776,1.3872,1.1307,2.6153,0.015842,-1.2673,-1.2901,-1.527,3.8196,1.1881,-0.020379,-0.39784,-0.61381,4.3585,1.5315,0.078375,0.10655,-0.54889,5.5658,2.4099,0.76133,0.83087,0.27998,3.5495,1.1006,-0.16026,-0.45965,-0.89982,2.8098,0.72053,-0.2933,-0.60429,-1.3067,4.2284,1.9084,0.68284,0.53662,-0.049193,4.9158,1.8916,0.33084,0.42481,-0.31525,1
3.49,1.6438,0.79525,0.92942,0.91631,2.6922,-0.14346,-1.6664,-1.4125,-2.1395,2.8537,1.0614,0.26094,0.41116,0.41687,4.1896,1.7722,0.73573,0.84622,0.81687,2.1156,0.74737,-0.044018,0.082235,0.010989,3.2724,1.7223,0.97053,1.1167,1.0861,2.1279,0.54524,-0.20817,-0.091559,-0.19627,5.3563,2.8031,1.7952,1.9798,1.9706,1.9905,0.12607,-0.5976,-0.45083,-0.48101,4.5243,1.2472,-0.14298,0.070613,0.028733,1.7372,-0.12083,-0.88913,-0.73482,-0.84192,5.4516,2.6362,1.4914,1.604,1.5874,1.9492,-0.14389,-0.85651,-0.63542,-0.87081,1.8842,-0.68829,-1.6214,-1.5996,-2.3957,1.1162,-0.82891,-1.5937,-1.5787,-2.2855,1.6126,0.10942,-0.62183,-0.49098,-0.58063,3.4155,1.9952,1.2937,1.3763,1.3295,3.2834,0.32418,-0.86031,-0.66305,-0.70771,4.5753,1.927,0.85594,1.0322,0.96812,2.7617,0.93215,0.31426,0.47387,0.43971,2.579,0.84468,0.15971,0.34648,0.39273,4.2754,1.7404,0.78526,0.93769,0.81712,1.2863,-0.20404,-1.0553,-1.03,-1.2306,5.5477,2.433,1.4146,1.5453,1.4856,1.8435,-0.41899,-1.3474,-1.1553,-1.4155,2.833,0.87861,0.55988,0.66684,0.44412,3.7052,1.1391,0.10565,0.28185,0.25317,4.9932,1.8769,0.57377,0.7559,0.75918,2.319,0.64356,-0.11925,-0.038585,-0.091802,1.7628,0.39482,-0.31236,-0.37004,-0.41413,3.1389,1.5126,0.74243,0.88737,0.87679,4.3282,1.4426,0.28152,0.43266,0.33331,1
3.6606,1.7129,0.64257,0.46783,0.3385,2.7531,0.091435,-1.7149,-1.2318,-2.2634,2.9911,1.132,0.10815,-0.0018303,-0.13901,4.3087,1.9168,0.68817,0.5582,0.47929,2.1373,0.76295,-0.1064,-0.39185,-0.42415,3.3556,1.7242,0.79371,0.52757,0.51191,2.0489,0.54894,-0.30205,-0.49897,-0.61381,5.4731,2.9855,1.6959,1.5692,1.4549,1.9781,-1.3086e-05,-0.80541,-0.96344,-0.96411,4.5598,1.5739,-0.1083,0.067787,-0.23092,1.7433,-0.24961,-1.1088,-1.2613,-1.3548,5.5491,2.8716,1.3959,1.4149,1.1986,1.9858,-0.17341,-1.0588,-1.1093,-1.4222,2.0046,-0.47697,-1.7288,-1.5889,-2.4726,1.2848,-0.68647,-1.7699,-1.674,-2.5066,1.5749,0.032599,-0.80081,-1.0561,-1.1652,3.3386,1.9715,1.159,0.83837,0.79287,3.3345,0.55678,-0.89542,-0.88865,-1.0013,4.6911,2.1433,0.72948,0.76217,0.50442,2.7493,0.85617,0.22616,0.080273,0.047776,2.7363,0.92099,0.060686,0.018694,-0.013469,4.395,1.883,0.58122,0.64996,0.46743,1.4093,-0.15395,-1.1422,-1.262,-1.5522,5.5517,2.6184,1.2978,1.3345,1.0651,1.864,-0.344,-1.3288,-1.1069,-1.4216,2.7856,0.80069,0.0013751,-0.057428,-0.21516,3.8191,1.3235,-0.041076,-0.026261,-0.2118,5.058,2.1603,0.53711,0.65379,0.42092,2.2876,0.56035,-0.30079,-0.58014,-0.68856,1.8999,0.39862,-0.60001,-0.89206,-0.96957,3.249,1.531,0.58141,0.2955,0.29606,4.4337,1.6673,0.16228,0.30132,-0.055507,1
3.7118,1.752,0.58082,0.25752,-0.056279,2.7805,0.17929,-1.7542,-1.4996,-2.3342,3.0959,1.1799,0.030369,-0.24334,-0.57882,4.2332,1.9113,0.66275,0.32614,0.073496,2.5105,0.88651,-0.12454,-0.66228,-0.79403,3.6036,1.8702,0.77478,0.2489,0.10788,2.5764,0.80838,-0.296,-0.79177,-0.8244,5.3884,2.9471,1.5667,1.2183,0.86606,2.4046,0.29505,-0.90883,-1.2182,-1.3068,4.5226,1.5345,-0.30912,-0.22174,-0.49719,2.1454,0.076383,-1.207,-1.499,-1.6872,5.462,2.8214,1.2866,1.0658,0.62789,2.3283,0.14632,-1.1441,-1.3453,-1.6655,2.0163,-0.35258,-1.7128,-1.6689,-2.5663,1.2872,-0.59977,-1.7092,-1.7058,-2.6991,2.0933,0.27689,-0.88278,-1.2598,-1.5221,3.8914,2.1494,1.1976,0.69634,0.55114,3.1962,0.53327,-0.87084,-0.91031,-1.1265,4.6095,2.0878,0.59596,0.4213,-0.048556,3.235,1.1547,0.14761,0.0085518,-0.17273,2.8311,0.99579,-0.008368,-0.30089,-0.38776,4.2926,1.8186,0.47952,0.18427,0.051465,1.4971,-0.19253,-1.1223,-1.4115,-1.9704,5.6527,2.7682,1.1853,1.0333,0.96433,1.9571,-0.34742,-1.3374,-1.5836,-1.2161,3.0839,0.9087,-0.2264,-0.73899,-0.59754,3.7434,1.2595,-0.16115,-0.36532,-0.66717,4.9744,2.0791,0.38789,0.29359,-0.017049,2.7619,0.86985,-0.31699,-0.70886,-0.94829,2.0319,0.54323,-0.55527,-1.0745,-1.3367,3.4275,1.6699,0.54236,0.066606,-0.14035,4.3539,1.6246,0.052493,-0.014061,-0.53226,1
3.7891,1.5731,0.38823,-0.022038,-0.38697,3.198,0.1164,-1.7448,-1.4626,-2.5295,3.1068,0.98729,-0.14226,-0.42738,-0.81786,4.6066,1.8918,0.55928,0.17514,-0.13968,2.1952,0.72439,-0.095166,-0.5603,-0.88983,3.4474,1.5946,0.5465,0.020348,-0.26233,2.396,0.61637,-0.52091,-1.0363,-1.2515,5.7865,2.9043,1.3622,0.94177,0.57377,2.4226,-0.010714,-1.0934,-1.3925,-1.5856,5.0391,1.5995,-0.6162,-0.92649,-1.0692,2.1623,-0.14776,-1.303,-1.5686,-1.9452,5.9081,2.8134,1.0778,0.69753,0.28352,2.3761,-0.12702,-1.1599,-1.3596,-1.9145,2.3761,-0.38082,-1.5522,-1.4911,-2.4638,1.4828,-0.59428,-1.5878,-1.5368,-2.5179,1.8379,0.16218,-0.98209,-1.4214,-1.8841,3.5065,1.8796,0.89322,0.4326,0.10306,3.7657,0.57796,-1.1675,-1.4797,-1.6433,5.006,2.052,0.43286,0.15088,-0.37149,3.1558,0.80678,0.0056973,-0.3489,-0.53237,2.8855,0.79926,-0.16453,-0.5571,-0.62529,4.7171,1.8239,0.30354,0.047951,-0.24884,1.4253,-0.25069,-1.2236,-1.5981,-2.1947,6.0852,2.6364,0.84989,0.48785,0.34996,2.4061,-0.28823,-1.4234,-1.2244,-1.5822,3.3125,0.8366,-0.31551,-0.66855,-0.95422,4.1323,1.2192,-0.37875,-0.68193,-0.92394,5.4873,2.1595,0.10436,-0.27347,-0.51044,2.6342,0.67247,-0.42008,-0.9325,-1.3013,1.9861,0.35689,-0.62424,-1.1063,-1.4258,3.3875,1.4868,0.43865,-0.015811,-0.32695,4.8037,1.6605,0.035543,-0.083374,-0.4666,-1
4.0506,1.8232,0.61318,0.23994,-0.038503,3.2689,0.43688,-1.4171,-1.345,-1.9277,3.4256,1.2926,0.047972,-0.2221,-0.57738,4.6088,2.0507,0.8195,0.4716,0.44612,3.0135,1.0958,-0.0049662,-0.37695,-0.44863,4.0779,2.0074,0.68558,0.11641,-0.16976,3.2668,1.045,-0.08354,-0.62981,-0.69109,5.7542,3.049,1.6468,1.3389,1.1121,3.0944,0.70583,-0.74799,-0.94563,-1.1532,5.0445,1.7298,-0.051433,-0.11393,-0.19569,2.847,0.45419,-1.083,-1.2569,-1.5191,5.8526,2.8896,1.3784,1.1288,0.80007,2.988,0.49759,-1.0137,-1.204,-1.686,2.3916,-0.077397,-1.2283,-1.2653,-1.8842,1.5012,-0.42879,-1.3888,-1.5337,-2.1896,2.7716,0.54081,-0.93113,-1.4126,-1.7283,4.4884,2.3572,1.1337,0.52802,0.3566,3.6683,0.70129,-0.58318,-0.53588,-0.69124,4.9693,2.1577,0.66271,0.43974,0.021954,3.9206,1.4728,0.078779,-0.049533,-0.36351,3.2235,1.113,0.12641,-0.11669,-0.30266,4.6732,1.9172,0.62644,0.27358,0.41162,1.7693,-0.047088,-1.1274,-1.5436,-1.9775,6.2669,3.0747,1.3023,1.0473,0.98501,2.5645,0.027304,-0.83382,-0.55779,-0.677,3.7443,1.2135,-0.030603,-0.28369,-0.42926,4.1129,1.3519,-0.062305,-0.14189,-0.53357,5.4288,2.2125,0.56147,0.38836,0.24898,3.4525,1.1096,-0.37039,-0.95311,-1.2212,2.4866,0.67635,-0.41081,-1.0343,-1.3383,3.8663,1.7974,0.52369,0.080373,-0.22757,4.751,1.7523,0.22842,0.10801,-0.21366,1
3.4849,1.6367,0.86623,0.94146,0.67676,3.0945,0.42074,-1.1477,-1.2098,-1.5122,2.8544,1.0989,0.5478,0.32447,0.25524,4.3134,1.9728,1.3758,1.2842,1.0189,2.3215,0.72302,0.56628,0.72154,0.5316,3.3729,1.6035,0.89752,0.92922,0.72803,2.7305,0.71501,0.11003,-0.0024562,-0.12867,5.4785,2.9369,2.0419,2.0477,1.8425,2.6759,0.32217,-0.066784,-0.32112,-0.49269,4.9085,1.7305,0.23674,0.27771,0.27225,2.4006,0.12867,-0.54878,-0.72858,-0.76329,5.6469,2.8639,1.6486,1.6112,1.4361,2.6247,0.15587,-0.647,-0.8246,-1.0046,2.2744,-0.25546,-1.4033,-1.7011,-2.1579,1.2857,-0.5426,-1.5098,-1.6602,-2.3079,2.153,0.19987,-0.48561,-0.716,-0.89617,3.8263,1.9821,1.3143,1.2879,1.0441,3.5323,0.73648,0.020039,-0.26067,0.0045065,4.7198,2.088,0.90147,0.97437,0.70994,3.4565,1.1966,0.8157,0.74424,0.81063,2.6645,0.91826,0.76211,0.6903,0.76231,4.4543,1.8532,1.1103,1.1591,1.2632,1.2873,-0.19749,-0.74417,-0.72972,-0.75686,6.0837,2.8784,1.4919,1.4169,1.505,2.4283,0.095753,0.0074687,0.25144,0.22303,3.4737,1.0936,0.60577,0.73153,0.82394,3.853,1.3922,0.40025,0.40069,0.57274,5.2757,2.2122,0.8608,0.9109,0.8289,2.9427,0.71429,0.032871,-0.052966,-0.44925,1.8905,0.43216,-0.11127,-0.41901,-0.62138,3.1839,1.4089,0.7662,0.74025,0.4882,4.5628,1.7097,0.40925,0.43809,0.24938,-1
3.8905,1.5212,0.22188,-0.072652,-0.53832,3.0908,0.24618,-1.665,-1.7466,-2.8358,3.2506,0.94307,-0.2933,-0.51878,-1.0845,4.5581,1.7781,0.2171,0.078898,-0.43861,2.6163,0.818,-0.4519,-0.72502,-1.4091,3.761,1.6713,0.39059,0.025156,-0.45769,2.6743,0.72098,-0.62463,-0.99329,-1.5187,5.7156,2.7712,1.1736,0.9242,0.49017,2.5877,0.30778,-1.2224,-1.5677,-1.9278,4.93,1.5016,-0.83355,-0.77353,-1.0645,2.3278,0.2821,-1.3507,-1.8565,-2.3192,5.8047,2.6474,0.92085,0.70399,0.21714,2.4994,0.34639,-1.1076,-1.6389,-2.3424,2.2521,-0.23776,-1.4499,-1.966,-3.1253,1.4256,-0.4853,-1.6036,-1.9069,-3.1026,2.1643,0.4663,-1.1188,-1.5191,-2.1368,3.965,1.9895,0.78673,0.44537,-0.040952,3.6383,0.5113,-1.3731,-1.4491,-1.8582,4.9303,1.8759,0.2621,0.10391,-0.43415,3.3584,1.0138,-0.31255,-0.64507,-1.1366,3.0152,0.76368,-0.56761,-0.6767,-1.0976,4.6268,1.6355,0.17158,0.075647,-0.27393,1.6189,-0.18879,-1.3116,-1.5796,-2.5626,6.0139,2.69,0.68075,0.52123,0.22666,2.297,-0.269,-1.4762,-1.2349,-1.5582,3.3438,0.88882,-0.43221,-0.74052,-1.4745,4.072,1.0784,-0.55644,-0.74224,-1.0961,5.3637,1.9869,-0.14339,-0.1489,-0.50684,2.8916,0.91742,-0.57521,-1.0079,-1.6044,2.1848,0.49985,-0.59473,-1.1685,-1.7365,3.5975,1.541,0.24532,-0.12429,-0.60831,4.6943,1.4523,-0.23177,-0.38567,-0.87323,1
3.5273,1.2886,0.55376,0.5689,0.28829,3.0411,3.0268e-05,-1.7193,-1.4923,-2.521,2.8351,0.71184,0.023497,0.067351,-0.29989,4.3146,1.5254,0.56312,0.65349,0.46341,2.0321,0.35954,-0.2759,-0.077004,-0.36902,3.2039,1.3005,0.72843,0.79874,0.54129,2.4562,0.40334,-0.31454,-0.24672,-0.63785,5.5218,2.5869,1.5043,1.5603,1.3774,2.4487,0.019324,-0.91888,-0.78241,-1.0929,4.8777,1.486,-0.28133,-0.19397,-0.34876,2.2078,-0.10689,-1.1401,-1.0407,-1.3845,5.6795,2.5292,1.2416,1.2677,1.0595,2.4152,-0.044606,-0.98042,-0.88684,-1.3458,2.2259,-0.52936,-1.3917,-1.6898,-2.6496,1.2662,-0.83177,-1.4946,-1.6528,-2.6359,1.9017,0.050052,-0.86226,-0.79503,-1.1037,3.5083,1.7005,1.1699,1.2149,0.89169,3.55,0.36964,-1.0581,-1.0385,-1.1255,4.7564,1.7592,0.60021,0.67861,0.3939,3.2012,0.7616,0.055215,0.16367,-0.042692,2.5384,0.49022,-0.096121,-0.11163,-0.22943,4.4775,1.4743,0.33145,0.54302,0.25006,1.1709,-0.47386,-1.1463,-1.1951,-1.6609,5.9942,2.6996,1.2651,1.4389,1.1534,2.2894,-0.37124,-1.6315,-1.5198,-1.7084,3.303,0.68558,-0.24605,-0.097444,-0.48461,3.8741,0.93778,-0.27947,-0.14155,-0.40345,5.2786,1.937,0.30158,0.37118,0.29402,2.6919,0.49866,-0.29114,-0.24367,-0.58006,1.6877,0.021682,-0.51649,-0.65427,-0.89501,3.0855,1.1036,0.48505,0.53394,0.31913,4.5849,1.366,-0.010217,0.072885,-0.26862,1
2.962,1.1182,0.32857,0.48616,0.27264,2.2835,-0.35492,-1.9983,-1.5517,-2.7508,2.2889,0.56916,-0.23042,-0.020963,-0.31107,3.6411,1.3324,0.29335,0.39108,0.11734,1.6986,0.34327,-0.40937,-0.35065,-0.49114,2.8059,1.2207,0.4936,0.5661,0.50128,1.9628,0.28363,-0.52492,-0.44286,-0.5011,4.8091,2.3517,1.2472,1.3675,1.0823,1.8292,-0.19877,-1.1073,-0.8338,-1.0136,4.0978,1.0879,-0.65639,-0.52293,-0.77014,1.5724,-0.40722,-1.3891,-1.1663,-1.3582,4.9193,2.2385,0.94597,1.0774,0.66094,1.7654,-0.36239,-1.344,-1.0429,-1.3617,1.4614,-0.78323,-1.9167,-1.7451,-3.0467,0.63729,-1.0321,-1.8918,-1.6876,-2.7753,1.4331,-0.20414,-1.0757,-0.93475,-1.1094,3.1374,1.5867,0.93203,0.98807,0.88752,2.8069,0.072769,-1.3756,-1.2939,-1.4935,4.0317,1.4977,0.29286,0.53225,0.088423,2.6283,0.67843,-0.089695,0.16189,0.12234,2.0991,0.38038,-0.13558,-0.14205,0.0017448,3.7351,1.3355,0.32081,0.42645,0.31768,0.77597,-0.55378,-1.2786,-1.2812,-1.5109,5.2209,2.3309,0.96446,1.1084,1.0267,1.5495,-0.38121,-1.4016,-0.94014,-0.91764,2.6292,0.59199,-0.22531,-0.17295,-0.17092,3.1711,0.65438,-0.52642,-0.30272,-0.54134,4.5029,1.578,-0.016227,0.096117,-0.20832,2.1772,0.36294,-0.54305,-0.47317,-0.58655,1.3162,0.037275,-0.77705,-0.8624,-1.0248,2.6491,1.0567,0.2308,0.29103,0.2156,3.8263,1.0625,-0.33835,-0.030097,-0.65211,1
3.8792,1.9432,0.80619,0.5458,0.21073,3.1281,0.40631,-1.4527,-1.3592,-2.0975,3.2258,1.3824,0.33073,0.11781,-0.20604,4.5722,2.1614,0.92666,0.65079,0.50976,2.4585,0.96412,0.023504,0.022824,-0.41462,3.6547,1.9347,0.90727,0.69943,0.41027,2.5727,0.83659,-0.16032,-0.30855,-0.55517,5.7441,3.2111,1.7964,1.5269,1.1779,2.5283,0.38906,-0.6997,-0.77952,-1.0064,4.9544,1.882,-0.059657,-0.14778,-0.40823,2.2632,0.14826,-0.96824,-1.0941,-1.3891,5.8461,3.1079,1.5238,1.2384,0.84868,2.4793,0.22885,-0.90167,-0.97089,-1.3851,2.3151,-0.15524,-1.4038,-1.6174,-2.4169,1.464,-0.43359,-1.4313,-1.6334,-2.4332,2.0422,0.35136,-0.69002,-0.90933,-1.2164,3.8077,2.2356,1.284,1.118,0.76662,3.6566,0.8332,-0.58246,-0.73133,-1.0479,4.9642,2.3646,0.86107,0.6239,0.18605,3.312,1.2774,0.46935,0.31713,0.22895,3.0051,1.1837,0.44245,0.23686,0.22341,4.6684,2.116,0.8196,0.57998,0.39504,1.5727,0.032966,-0.86298,-1.0237,-1.2991,6.0216,3.0303,1.3612,1.3393,1.0947,2.36,0.24868,-0.55844,-0.66609,-0.68632,3.3414,1.2184,0.30493,0.14108,-0.11042,4.0982,1.5508,0.16911,-0.072157,-0.4188,5.4032,2.4266,0.64868,0.46211,0.13201,2.7967,0.87158,-0.14306,-0.35131,-0.65862,2.1104,0.58671,-0.34207,-0.71243,-0.97659,3.511,1.7408,0.68381,0.4638,0.16599,4.7346,1.9316,0.28941,0.079314,-0.40771,1
3.1902,1.2439,0.3825,0.068855,-0.38202,2.6149,-0.09537,-1.9799,-1.735,-2.804,2.5181,0.65916,-0.2009,-0.45293,-0.91749,3.937,1.4318,0.31422,0.12354,-0.3875,1.7791,0.35857,-0.33458,-0.56186,-1.082,2.9192,1.2801,0.49003,0.24799,-0.23815,2.0639,0.32861,-0.60065,-0.85179,-1.3281,5.1195,2.4845,1.2437,0.9721,0.48638,1.9859,-0.15097,-1.1258,-1.2501,-1.6494,4.4299,1.1926,-0.71464,-0.86468,-1.2259,1.7314,-0.33389,-1.4011,-1.5627,-1.9804,5.2526,2.4099,0.9541,0.7183,0.17193,1.9707,-0.25919,-1.318,-1.3452,-1.9607,1.8024,-0.5169,-1.5479,-1.5673,-2.4181,0.98513,-0.75237,-1.5687,-1.6273,-2.3936,1.4919,-0.19819,-1.067,-1.3644,-1.8508,3.166,1.5806,0.9195,0.58005,0.13478,3.1219,0.189,-1.3043,-1.5585,-1.86,4.3652,1.6358,0.29431,0.13493,-0.4586,2.7521,0.66089,-0.15269,-0.27019,-0.63464,2.286,0.38155,-0.28022,-0.60242,-0.7496,4.0594,1.3998,0.1078,-0.15195,-0.67208,0.94125,-0.58722,-1.469,-1.6438,-2.3031,5.5199,2.4336,0.8279,0.66892,0.33188,1.8063,-0.57784,-1.8858,-1.9959,-2.2546,2.8579,0.58147,-0.55854,-0.80784,-1.2677,3.4806,0.79313,-0.46724,-0.70978,-1.1208,4.8377,1.7155,-0.022283,-0.22108,-0.63593,2.2616,0.47249,-0.49021,-0.71503,-1.1897,1.4094,0.1489,-0.69831,-1.0108,-1.4433,2.7798,1.1233,0.38366,0.16147,-0.2411,4.1653,1.2731,-0.0028191,-0.14685,-0.51215,1
