@relation dominance 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
4194.9,1515.9,991.9,1005.3,970.82,3105.9,761.36,271.83,333.83,209.85,3023.3,1131.4,752.8,781.75,749.3,6006.6,1706,963.85,942.82,937.27,2013.9,946.02,674.15,616.11,624.56,3670.7,1550.8,1094.4,1066.2,1070.3,2209.8,914.06,619.16,576.14,571.71,10969,2909.1,1600.5,1543.4,1622.6,2227.3,746.97,491.51,506.9,498.19,7624,1597.8,589.84,610.25,600.95,1974.5,675.24,413.84,422.99,412.96,11706,2801.4,1357,1374.8,1339.4,2190.9,692.86,418.06,434.15,405.3,2050.2,569.96,282.62,293.09,191.74,1345.3,479.2,287.21,302.37,206.95,1729.7,725.69,487.67,466.73,469.61,3964.6,1784.8,1298.4,1263.4,1213,4003.2,936.84,433.34,435.51,437.37,7480.4,1898.7,986.08,1036.1,978.82,3238.2,1116.7,776.11,790.46,796.38,2634.6,1009.3,718.97,721.26,764.68,6446.9,1690.5,908.94,959.84,885.67,1332,571.13,379.06,375.77,334,13119,2902.4,1315,1319.9,1290.2,2041.8,571.09,314.24,337.22,310.16,3376.5,1071.1,771.57,731.93,735.78,4826.4,1243.5,656.47,711.6,677.6,9441.2,2053.1,845.27,867.82,866.94,2541.8,941.64,641.52,595.22,603.73,1718.7,815.47,556.91,519.01,518.52,3417.5,1403.1,979.77,943.8,971.69,6760.9,1561,716.08,784.57,719.89,1
3562.2,1928.4,1626.9,1527.4,1701.5,2765.1,948.85,649.29,695.63,780.11,2700.8,1679.9,1804,1816.6,1862.9,5341.8,2402.9,2610.5,2823.1,2711.2,1813.1,1335.3,1300.6,1816.4,1679.4,2962.6,1851,1471.1,1408.6,1432.7,2096.6,1114.7,1219.6,1173.5,1467.1,9551.3,3359.7,3229.2,3056.8,3158.2,2079.4,1142.4,1292.3,1308.1,1266.7,6721.6,1582,851.96,823.02,917,1784.4,920.99,1025.2,1180.4,967.89,10148,3048.9,2059.6,2116.2,2094.9,1988.2,842.9,751,833.07,654.78,1862.6,610.79,360.55,412.55,354.01,1224.7,574.97,421.03,462.38,420.24,1514.4,884.98,773.39,800.58,679.44,3361.9,2083.8,1756.6,1708.6,1763.6,3496.5,991.87,734.6,689.7,673.84,6478.9,2125.2,1504.1,1533.8,1492.3,2901.1,1455.6,1403.2,1434.4,1573.3,2354.4,1607.2,1573.4,1634.6,1568.5,5659.7,1828.5,1474.4,1407,1631.7,1134.7,709.47,686.32,692.03,691.47,11665,2863.9,1542.4,1344.5,1390.2,1936.9,849.98,900.53,798.85,1064.8,3108.4,1276.8,1551.5,1403.5,1938.3,4158.9,1532.1,1349.2,1664.3,1511,8219.2,2021.4,1077.5,1080.4,1077.5,2298.1,1097.7,878.07,823.51,775.34,1483.7,899.12,730.33,620.25,655.67,2822.9,1662.1,1397.2,1328.1,1293.5,5889.4,1710.1,1065.2,1115.9,1094.8,-1
3565.5,1354,800.92,783.7,681.68,2662.9,659.23,286.12,350.98,233.14,2606.2,1030.6,652.03,669.24,569.07,5247.8,1582.4,916.24,931.45,887.98,1878.7,932.31,672.13,650.5,671.84,3280,1424.6,858.08,796.94,729.46,2181.9,877.45,671.29,588.46,637.32,9362.6,2566.9,1368.8,1374.2,1212.5,2087.6,674.26,454.84,493.8,430.25,6638,1250,514.96,574.03,510.18,1847.7,636.74,424.23,445.73,406.55,9919.7,2340.9,1149.7,1134.1,987.8,2027.8,625.15,397.15,408.96,353.3,1768.2,533.03,348.12,357.06,260.28,1164.7,485.05,334.09,343.8,247.06,1639.7,686.53,404.8,381.49,340.42,3823.9,1610.9,1067.6,988.93,882.42,3438.7,769.83,399.68,411.76,348.07,6357.2,1609.3,806.16,828.88,680.93,3068.6,970.22,669.46,677.01,621.3,2302.1,947.5,666.77,658.93,706.18,5496.4,1439.6,792.82,812.78,798.53,1148,537.37,366.7,344.96,327.49,11645,2165.7,1049.5,1052.4,999.44,1867.6,530.62,468.03,468.25,528.97,3138.1,915.24,702.14,631.74,659.37,4098.3,1112.2,607.56,613.44,547.15,8104.7,1618.4,710.16,718.96,639.65,2404.5,863.24,536.81,471.65,449.71,1547.1,786.44,486.44,431.02,385.53,3032.6,1322.9,783.44,740.06,667.52,5722.4,1306.9,656.33,691.98,567.96,1
3802,1501.3,1171.9,1573.4,1517.4,2948.1,811.95,443.55,645.64,677.17,2951.1,1290.4,1097.4,1252.7,1801.3,6051.9,1907.7,1697.4,2258.8,2330.7,1960.8,1057.1,1055.6,1187.8,1311.2,3255.9,1469,1231.7,1344.9,1200,2181.8,973.31,912.71,936.51,851.9,10060,2690.4,1966.7,2117.2,2379.2,2161.7,791.26,796.14,770.84,847.6,7258.9,1412.9,588.78,593.95,587.68,1895.5,719.61,579.06,585.94,702.03,10782,2476.7,1424.5,1586.9,1699.7,2114.1,717.23,522.36,550.81,523.24,1909.9,577.62,340.5,396.44,280.64,1228,523.35,360.23,409.95,367.13,1656.8,752.12,522.5,566.81,616.4,3753.5,1779,1450.7,1513.4,1547.3,3758.5,854.97,525.19,603.95,564.02,6849.5,1724.8,1032.8,1262.7,1333,3145.3,1168.4,1129.8,1181,1254.2,2617.2,1273.6,1068,1460,1383.9,5972.7,1629.2,1191.7,1821.8,1463.3,1199.5,615.73,487.88,605.08,510.41,12625,2610.4,1310.4,1334.2,1233.9,2042.6,866.83,839.99,1032.1,968.55,3354.8,1245.7,1193.3,1407.5,1211.7,4429.1,1232.8,888.23,1140.8,1221.9,8854.2,1801.5,765.18,852.94,846.2,2435.5,965.59,679.75,687.75,690.53,1543.2,795.25,637.55,658.74,523.7,3097,1345.9,1041.4,1151.8,1159.3,6245.8,1411.1,773.83,924.67,937.53,1
4358.2,1454.1,786.46,650.13,447.93,2839.8,748.37,262.88,328.2,186.03,3237.5,1095.5,594.63,508.41,358.08,5855.2,1599.3,839.33,736.46,629.38,2538.1,957.6,541.62,433.36,307.53,4381.4,1526.2,845.63,631.43,475.87,2697.9,959.22,498.48,395.56,282.42,10347,2684.6,1262.4,1003.7,769.03,2480.3,771.6,348.55,296.06,226.38,7016.4,1495.6,492.49,457.12,382.72,2149.3,706.78,317.62,261.68,195.93,10756,2602,1105.2,916.93,680.84,2311.1,740.88,333.42,298.36,202.16,1847.3,579.93,295.22,308.02,189.64,1226.2,488.2,289.94,286.27,156.45,2105.6,757.23,390.06,296.29,218.1,5176.4,1832,1042.5,844.49,594.11,3629.4,850.56,373.17,325.02,272.41,6933.9,1755.1,791.32,699.93,483.93,3670.7,1134.4,563.69,456.58,369.03,2871.1,926.01,523.95,430.45,368.76,5997,1543.7,720.92,601.55,467.92,1455.5,577.41,344.14,277.65,191.43,12567,2819.9,1007.6,869.85,721.22,1963.9,616.35,276.31,243.74,242.65,3482.9,1061.1,527.62,400.38,325.36,4522.3,1140.1,526.82,445.08,339.41,8640.2,1901.1,683.53,602.38,499.42,2938.6,1008.2,511.46,393.13,301.13,1998.3,828.92,473.25,363.57,281.52,3949.5,1390.2,782.11,595.86,483.04,6180.9,1442.3,655.62,599.47,436.53,1
3342.1,1615.6,1230.6,1111.2,865.15,2516.9,709.03,303.6,355.83,260.39,2424.8,1222.5,982.68,841.96,704.91,4621.8,1746.1,985.65,864.97,826.21,1773,1038.5,878.85,764.27,823.48,3088.8,1627.6,1197.6,1131.8,841.75,2125.5,955.55,743.7,751.71,627.23,8441.1,2932.2,1723.9,1722.6,1305.7,2118.5,917.98,896.67,773.99,557.25,6100.5,1322.1,529.35,524.98,491.63,1800.8,761.31,648.24,536.63,439.31,9040.7,2552.4,1275.4,1181.3,965.55,1962.3,727.39,592.59,518.59,411.45,1648.6,538.99,344.61,397.53,289.02,1084.1,499.91,331.07,395.18,259.73,1651.9,786.04,559.34,442.35,357.01,3743.2,1897,1527.7,1345.2,1102.7,3101.5,831.47,507.74,472.37,444.71,5733.9,1813.3,981.75,902.9,685.1,3054,1225,1281.3,1222,902.71,2096.8,1355.5,1321.9,824.5,1063.3,4991.9,1781.1,1468,1890.9,1298.4,1077.8,662.89,511.6,494.32,508.38,10987,2454.3,1371,1329.1,1155.7,1811.3,788.84,1006.1,1398.7,1164.5,3072.6,1389.8,1420.6,2002.8,1431,3779.5,1486.3,1199.3,1193.5,1082.7,7385.8,1745.3,721.17,669.42,672.16,2356.5,970.03,614.24,576.37,528.23,1436.7,804.25,585.16,624.15,520.77,2791.5,1466.2,1047.4,932.94,743.41,5262.8,1446,734.42,781.92,587.13,1
2664.2,1288.4,769.56,623.25,492.76,2048.6,636.91,239.38,291.25,151.91,1905.7,961.65,582.83,488.76,379.03,3656,1357.4,768.28,672.28,559.45,1538.5,914.11,543.5,426.01,342.27,2599.4,1453.8,842.78,663.78,540.2,1920.2,929.88,498.78,388.63,301.94,6632.7,2227.8,1244.3,1024.1,887.94,1847.5,770.59,371.63,306.63,253.98,5073.7,1238.4,465.84,452.37,401.87,1628.2,697.2,333.5,268.68,214.09,7199.4,2095.7,1064.7,928.59,770.62,1768.4,709.72,331.07,306.23,212.74,1346.3,468.12,243.07,251.53,133.98,878.47,398.87,257.25,256.1,135.95,1497.5,746.22,391.05,301.11,236.71,3418.2,1771.8,1027.7,785.91,632.58,2595.3,691.03,330.45,310.71,286.32,4554.7,1429,769.91,692.13,545.61,2742,1132.8,614.78,510.36,442.88,1721,883.74,531.47,421.88,413.06,3937.6,1294.9,711.12,637.32,531.8,867.73,523.64,321.32,276.74,193.45,9462.6,2567.1,1014.9,864.65,756.84,1494,523.82,274.65,261.54,210.48,2639.4,1034.4,527.82,426.88,355.26,2933.5,950.72,514.77,448.26,382.32,6035.9,1505.6,650.51,613.04,538.32,2153,980.16,501.73,384.62,300.61,1221.1,735.99,434.27,353.5,274.26,2332.2,1271.4,755.4,584.32,484.88,4189.7,1157.5,559.93,539.6,414.97,1
3965.5,1701.3,943.39,903.24,817.69,2473.9,696.06,295.31,389.53,285.38,2945,1270.6,713.64,698.74,627.72,4918.1,1822.1,962.56,976.25,928.19,2310.5,1110.1,612.75,540.01,490.26,4022.8,1833.8,1029.1,932.78,872.49,2584.2,1028.2,568.66,511.71,458.43,8788.9,3054,1609.4,1632.8,1586.7,2358,811.61,434.42,421.37,391.68,6064,1423,698.9,858.8,852.29,2045.7,715.69,382.65,369.78,330.49,9165.8,2807.4,1431.2,1534.1,1493.8,2202.3,723.61,384.84,396.83,332.58,1652.6,507.74,262.21,306.46,199.05,1112.2,459.61,265.29,294.4,176.4,2010.2,808.94,444.91,404.92,368.55,4919.8,2090,1201.9,1063.8,974.9,3101,885.64,468.98,553.76,534.72,5947.2,1978.1,1026.7,1101.7,1038.9,3548.4,1230.4,707.28,687.11,651.92,2605.8,1144.8,660.49,644.91,631.05,5119.9,1695.8,879.89,912.2,879.38,1295.4,632.21,356.49,338.83,282.78,11313,2655.4,1354,1522.1,1487.6,1781.2,508.72,258.76,300.61,270.79,3227.9,1057.1,562.57,498.42,442.57,3874.6,1316.2,684.27,715.13,686.68,7381.9,1941.8,958.93,1124.7,1125.5,2803.3,1056.2,576.97,519.59,469.84,1788.2,906.83,509.42,452.57,400.93,3591.8,1636.3,924.41,847.86,790.83,5311,1535.3,772.49,875.34,816.54,1
3886.1,1308.4,823.78,937.71,755.48,3129,739.82,274.77,325.8,181.39,2800.1,977.19,638.02,726.73,576.96,5933.2,1568.4,823.9,871.51,723.8,1886.4,848.25,569.74,577.8,477.18,3402.1,1338.9,882.71,977.1,817.96,2274.4,829.31,510.4,532.39,425.76,10775,2687.1,1444.2,1502.4,1305.7,2286.8,648.1,382.54,438.87,366.9,7801.2,1545.9,543.64,539.81,487.31,2014,594.24,346.81,370.88,306.36,11631,2643.6,1202.7,1279.8,1055.5,2257.7,620.1,363.6,390.2,299.38,2055.1,551.44,293.39,294.53,159.31,1289.5,455.84,288.72,307.57,174.95,1744.7,670.47,403.31,435.38,351.55,3953.2,1536.7,1071,1125.5,933.45,4047.7,858.24,398.4,382.21,355.24,7368,1757.4,867.88,980.83,775.28,3299.7,965.76,606.98,691.12,576.78,2448.8,850.42,579.15,671.6,590.27,6383.6,1544.5,777.78,798,658.95,1230.7,520.14,341.25,350.94,261.71,13526,2688.3,1092.4,1091.4,954.33,2116.1,537.8,260.49,269.37,218.29,3467.2,969.83,537.41,507.55,422.54,4714.6,1142.9,573.02,649.79,541.6,9543.6,1958.4,771.8,788.66,693.38,2545.1,875.13,522.33,555.25,447.53,1614.5,751,478.8,479.08,387.52,3177.8,1241.5,813.71,895.22,751.73,6728.2,1487.9,683.71,764.11,623.45,1
4018.9,1503.7,819.53,687.31,513.91,2524.9,669.23,227.09,326.99,143.54,2891.3,1117.4,616.37,537.66,384.65,5343.5,1646.5,790.3,712.82,544.48,2125.2,941.37,553.22,464.35,357.14,3829.2,1561.2,885.62,712.76,565.26,2145.4,867.64,501.87,412.41,313.96,9547,2799.5,1272,1094.5,845.3,2001.7,697.92,371.57,317.59,247.66,6252.5,1376.9,435.4,431.9,348.56,1753.5,626.51,324.73,280.85,217.9,9892.1,2640.9,1075.3,984.77,726.12,1908.2,639.45,332.22,325.68,221.31,1631.3,488.18,238.66,286.18,129.45,1112.1,443.57,256.98,289.54,135.61,1720.9,697.56,392.18,327.39,251.17,4114.3,1762.2,1075.5,849.17,668.23,3359.6,844.91,318.38,304.86,256.94,6397.7,1817.6,799.72,765.73,522.64,2992.5,1050.5,607.85,506.04,419.3,2636,1009.9,568.37,448.35,406.83,5504.1,1583.5,708.28,636.54,472.59,1260.6,565.03,320.9,294.97,203.99,10735,2440.4,962.24,850.04,710.69,1666.3,483.79,215.92,232.13,159.02,2877.4,957.43,502.21,401.23,298.81,4174.5,1207.2,531.78,473.69,356.91,7850.5,1849.5,638.31,611.28,486.54,2390.3,917.26,515.7,421.01,327.41,1770.5,790.1,457.96,372.62,290.46,3512,1425.1,803.08,631.91,520.67,5655.7,1451.2,585.4,607.64,397.97,1
935.85,738.49,526.05,536.62,479.52,3775,2223.4,1339.9,1411.3,1283.4,2447.3,1520.5,875.32,849.53,759.55,1922,1298.2,721.42,683.39,611,2144.5,799.69,478.06,503.83,459.15,6123.8,3257.1,2041.5,2178.3,2018.5,1694.8,1148.4,497.94,492.98,445.74,2275.9,848.63,543.03,548.96,512.55,1546.7,871.91,393.31,274.1,232.27,3613.1,1424.3,629.81,526.87,473.66,1625.1,1056.7,440.57,365.67,300.17,1102.2,977.37,532.85,452.95,425.9,1445,1296.3,586.18,573.04,494.57,1223.9,896.29,430.56,401.98,345.31,2425,1521.4,894.75,978.42,896.36,1931.1,1205.9,553.38,456.96,395.26,3845.9,1317.9,692.19,689.07,618.47,2370.8,1261.2,707.32,764.75,697.61,1521.7,988.6,524.24,268.73,185.02,2553.8,1568.3,962.18,1078.3,1003,834.08,716.63,320.15,243.52,196.87,729.55,711.56,353.48,352.8,314.75,3636.5,1447.5,795.81,784.06,707.75,1957,1143.4,651.28,647.31,596.1,1216.2,1091,506.72,435.15,391.81,3286.1,1700.9,1144.7,1252.9,1183,1274.3,873.94,385.61,278.21,262.09,1372.9,908,425.83,358.12,303.35,1371.2,1361.5,509.44,451.57,397.08,1372.5,1034.1,440.65,347.9,310.72,1933,1250.2,469.9,417.98,368.52,2646.9,1295.4,667.39,685.49,628.52,1
1676.5,1048.1,573.45,644.85,599.06,4428.6,2396.5,1629.9,1663.3,1613.2,2905.9,1612.5,1040.3,973.28,947.18,2113.6,1332.9,851.34,794.16,746.52,2510.9,861.7,529.76,583.75,588.92,6618.3,3524.1,2459.6,2688.2,2537.5,1996.4,1139.7,561.53,582.41,562.43,2539,969.05,671.44,620.64,627.89,1726.2,933.59,401.61,305.65,260.41,3955.1,1521.9,678.92,632.39,545.96,1897.3,1043.5,459.85,385.18,358.32,1164.8,1014.6,602.38,506.42,484.94,1562.1,1259.2,674.44,654.67,614.07,1262.8,906.73,488.76,457.13,427.48,2731,1634,1104.7,1168.8,1121,2119.7,1235.3,580.92,557.52,479.26,4458.3,1476.9,773.81,782.91,775.21,2848,1364,832.31,912.37,891.5,1628.3,965.93,482.32,277.47,193.1,2796.9,1720.3,1176.2,1300,1263.6,865.31,715.08,314.41,271.91,247.47,749.25,694.64,382.22,397.12,402.56,4284.3,1538.5,911.93,897.93,888.93,2101.6,1217.8,759.35,785.84,732.95,1286.3,1125.1,592.66,502,464.34,3536.9,1857.3,1371.7,1548.8,1480.2,1427.3,938.55,414.24,294.75,265.91,1387.5,916.85,484.56,411.86,371.98,1482.9,1347.5,577.46,498.82,478.03,1523.4,1037.4,504.67,419.78,373.4,1999.2,1205.1,534.05,480.18,429.47,2806.7,1349.7,810.55,820.88,770.68,1
1983.3,1012.2,596.32,554.31,474.26,5442,2707,1685.5,1463.1,1254.9,3378.4,1728.4,1056.8,890.21,739.4,2627.5,1480.2,887.73,719.89,595.8,2889.4,934.52,538.3,515.21,463.42,8675.7,4153.7,2613.8,2252.5,1947.6,2315.3,1166.8,600.07,502.52,446.42,2706.4,876.39,603.66,535.83,492.07,1808.5,845.95,421.75,278.8,227.77,4568.4,1528.9,732.07,546.49,457.49,2065.7,971.87,482.9,357.97,295.63,1248.1,928.68,603.5,486.34,458.36,1895.1,1269.6,699.99,560.15,479.34,1491.3,884.49,500.78,400.12,342.45,3461.2,1805.2,1131.9,1007.6,871.46,2574.1,1256.7,621.25,467.49,379.32,5103,1484,815.92,716.45,637.33,3294.1,1414,874.13,780.75,691.56,1742.9,941.91,516.59,264.38,187.73,3682.2,1940.1,1235.3,1095,969.13,1011.4,599.39,309.16,234.56,194.43,947.51,658.46,358.02,319.58,278.55,4947.9,1704.1,939.01,831.12,711.86,2654.2,1314.8,799.04,671.34,567.87,1578.1,1094,591.56,438.65,362.69,4708.6,2253.9,1454.8,1278.3,1115.6,1574,830.96,376.2,292.64,237.32,1658.3,940.57,500.44,364.07,298.71,1701,1166.8,576.15,462.1,387.33,1467.6,842.23,449.59,341.67,327.57,2236.5,1133.3,538.39,431.13,359.77,3353.8,1450.1,833.35,703.85,607.12,1
1453.6,976.38,592.74,674.65,589.92,3993.6,2220.6,1631.3,1831.3,1602.5,2623.4,1523.1,1041.5,1089.6,942.87,1985.2,1262.9,857.32,871.44,743.58,2257.4,856.68,566.63,661.31,592.62,5916.9,3292.5,2475.4,2850.9,2500.5,1783.2,1119.8,588.2,633.45,570.15,2245.2,841.33,573.15,552.32,502.97,1499.8,842.02,402.49,322.14,240.64,3578.5,1442.6,720.4,670.45,545.28,1688.4,1055.7,494.7,427.36,367.64,1086.1,923.12,512.25,451.19,395.1,1444.2,1349.2,674.65,712.29,607.48,1164.7,945.06,485.31,506.03,415.94,2439.9,1560.5,1084.3,1283.2,1109.8,1962.6,1263.4,615.83,558.29,471.41,4063.4,1316.9,841.33,886.27,784.39,2579,1237.5,863.7,990.88,885.36,1553,947.15,523.47,285.36,201.3,2499.7,1585.5,1176.4,1424.6,1244.4,854.53,689.48,324.77,268.26,237.4,728.45,730.27,403.88,439.19,397.38,3839.7,1467.1,930.16,1017.5,911.81,1902.1,1200.6,762.77,846.63,717.53,1181.6,1035.1,593.61,562.84,456.72,3206.5,1738.1,1406.1,1671,1462.9,1360,850.72,425.65,350.04,292.54,1321.5,942.35,505.54,460.27,363.37,1448.9,1311.4,598.26,566.61,473.19,1411.8,974.32,469.45,365.25,350.5,1894.8,1252.9,553.03,524.93,425.11,2533.8,1319.6,799.4,895.9,755.93,1
1633,1142.8,1037,1328.6,1259.1,4813.8,2765.5,2788.9,3585.5,3374.3,3176.2,1800.8,1683.5,2113.5,1981.6,2276.5,1417.4,1301.3,1630.8,1512.6,2815.1,1090.5,1051,1342.1,1268.4,6400,4146.9,4287.9,5540.3,5301.2,2257.3,1209.6,1007.8,1267.7,1204.7,2578,1113.8,921.52,1062.6,977.65,1622.5,820.14,475.17,439.32,400.46,3986.1,1563.3,956.29,1086,1058,2036.3,1071,696.52,794.38,733.3,1124,908.4,690.67,721.83,684.47,1559.4,1382.6,1090.9,1357.2,1271.3,1150.5,945.94,757,915.85,858.73,2715.8,1891.3,1916.6,2500.8,2356.9,2075.5,1245.5,835.99,989.14,959.83,4916.4,1704,1407.9,1781,1670.9,3184.9,1581.3,1556.1,2017.1,1904.9,1634.4,963.99,512.95,360.54,304.82,2798.9,2016.2,2155.7,2812.3,2672.9,965.28,659.58,430.87,487.51,429.63,822.04,777.01,643.83,818.32,787.14,4811.2,1782.8,1607.9,2048.7,1911.7,2032,1362.6,1258.7,1594.5,1521.6,1202.3,1080.1,830.67,983.9,913.55,3489.8,2302.1,2526,3258.5,3103.7,1544.3,855.35,508.67,510.99,479.65,1291.2,867,673.28,776.46,727.3,1569.3,1235.9,852.46,1039.7,967.53,1426.5,930.69,502.46,456.83,410.27,1864.2,1161.4,752.25,887.33,837.71,2609.9,1482.3,1302.1,1648.6,1569.2,1
1737.5,1118.5,585.84,603.85,599.38,4812,2719.7,1596,1645.5,1632.9,2960.4,1782.2,1027.6,983.23,953.37,2464.1,1510.5,831.16,797.26,757.71,1943.6,895.54,530.06,589.58,589.64,7706.9,4128.3,2423.2,2541.8,2577.3,1719.3,1161.1,574.34,576.78,571.18,1740.2,835.58,551.62,457.95,457.89,1296,959.72,407.17,280.31,235.84,2988.8,1487.9,695.68,605.98,571.34,1438.1,1151.9,473.79,401.22,367.53,1102.7,1019.7,477.58,363.73,327.15,1895.7,1523.5,681.62,627.5,627.15,1498.9,1076.3,510.94,441.11,436.65,3295.7,1904.3,1079.9,1112.2,1139,1982.1,1331.5,603.91,512.66,493.11,3234.5,1341.3,762.06,813.38,802.05,2530.5,1412.6,813.1,883.22,900.65,1320.8,1018,557.76,277.54,201.67,3453.7,1953.5,1176.8,1237.2,1280.7,753.62,716.16,324.8,275.38,248.91,928.48,738.87,383.28,381.4,381.67,3275.3,1571.6,872.8,920.17,904.56,2334.6,1384.2,768.77,740.13,746.64,1464.6,1209.5,577.21,483.93,461.49,4262,2134.8,1338.7,1447.7,1490.2,1151.2,944.74,422.92,315.87,300.16,1357.4,988.04,484.57,413.06,377.9,1599.4,1305.9,575.84,499.13,485.21,1256.2,1008.7,472.84,364.33,341.5,1955.3,1221.2,549.57,465.02,446.76,2793.4,1488,805.59,786.35,787.41,1
