@relation dominance 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
1.5183,0,0,0,0,2.3791,0,0,0,0,2.7846,0,0,0,0,2.8115,0,0,0,0,1.3179,0,0,0,0,1.1452,0,0,0,0,1.6786,0,0,0,0,4.122,0,0,0,0,1.2487,0,0,0,0,0.61477,0,0,0,0,3.214,0,0,0,0,1.5519,0,0,0,0,1.1859,0,0,0,0,1.2317,0,0,0,0,1.2869,0,0,0,0,0.58327,0,0,0,0,3.2532,0,0,0,0,2.6986,0,0,0,0,2.7184,0,0,0,0,3.2592,0,0,0,0,1.3404,0,0,0,0,1.2198,0,0,0,0,2.0299,0,0,0,0,0.55713,0,0,0,0,1.3942,0,0,0,0,3.12,0,0,0,0,0.69694,0,0,0,0,0.43109,0,0,0,0,4.767,0,0,0,0,0.92283,0,0,0,0,3.036,0,0,0,0,1.6742,0,0,0,0,-1
1.2616,0,0,0,0,1.5781,0,0,0,0,1.7691,0,0,0,0,1.7583,0,0,0,0,0.86023,0,0,0,0,1.1571,0,0,0,0,0.85657,0,0,0,0,1.6074,0,0,0,0,0.90635,0,0,0,0,0.4878,0,0,0,0,1.3803,0,0,0,0,1.6147,0,0,0,0,1.101,0,0,0,0,1.3063,0,0,0,0,1.4354,0,0,0,0,0.59418,0,0,0,0,1.7791,0,0,0,0,1.5934,0,0,0,0,3.1302,0,0,0,0,2.6429,0,0,0,0,1.5825,0,0,0,0,0.97491,0,0,0,0,2.4085,0,0,0,0,0.81112,0,0,0,0,0.9015,0,0,0,0,1.9804,0,0,0,0,0.79434,0,0,0,0,0.60141,0,0,0,0,1.744,0,0,0,0,1.2441,0,0,0,0,1.7124,0,0,0,0,1.6585,0,0,0,0,-1
1.2491,0,0,0,0,1.9011,0,0,0,0,2.282,0,0,0,0,2.2617,0,0,0,0,1.1984,0,0,0,0,0.97236,0,0,0,0,1.3982,0,0,0,0,3.2614,0,0,0,0,1.1609,0,0,0,0,0.52952,0,0,0,0,2.9978,0,0,0,0,1.8043,0,0,0,0,1.3796,0,0,0,0,1.5671,0,0,0,0,1.4568,0,0,0,0,0.66541,0,0,0,0,2.4638,0,0,0,0,2.2041,0,0,0,0,2.0191,0,0,0,0,2.5765,0,0,0,0,1.5229,0,0,0,0,1.1383,0,0,0,0,1.9355,0,0,0,0,0.65769,0,0,0,0,1.215,0,0,0,0,2.3749,0,0,0,0,0.59017,0,0,0,0,0.49857,0,0,0,0,3.665,0,0,0,0,0.79745,0,0,0,0,2.6004,0,0,0,0,1.69,0,0,0,0,-1
1.7594,0,0,0,0,2.847,0,0,0,0,3.1282,0,0,0,0,2.0995,0,0,0,0,1.4208,0,0,0,0,1.7353,0,0,0,0,0.96852,0,0,0,0,2.511,0,0,0,0,1.0136,0,0,0,0,0.50955,0,0,0,0,3.0375,0,0,0,0,2.4641,0,0,0,0,1.5355,0,0,0,0,1.9544,0,0,0,0,2.3235,0,0,0,0,0.80019,0,0,0,0,4.687,0,0,0,0,4.1659,0,0,0,0,7.9972,0,0,0,0,6.169,0,0,0,0,1.3186,0,0,0,0,0.87835,0,0,0,0,4.9352,0,0,0,0,0.90044,0,0,0,0,0.97179,0,0,0,0,2.6984,0,0,0,0,0.93116,0,0,0,0,0.52008,0,0,0,0,3.6258,0,0,0,0,1.6878,0,0,0,0,3.2799,0,0,0,0,2.815,0,0,0,0,-1
1.2473,0,0,0,0,1.7155,0,0,0,0,1.761,0,0,0,0,1.5747,0,0,0,0,0.8379,0,0,0,0,0.99131,0,0,0,0,0.8403,0,0,0,0,1.8494,0,0,0,0,0.83734,0,0,0,0,0.48421,0,0,0,0,1.772,0,0,0,0,1.4598,0,0,0,0,1.2069,0,0,0,0,1.5505,0,0,0,0,1.7497,0,0,0,0,0.64026,0,0,0,0,2.2289,0,0,0,0,1.8813,0,0,0,0,3.1508,0,0,0,0,3.0718,0,0,0,0,1.1193,0,0,0,0,0.80745,0,0,0,0,2.2942,0,0,0,0,0.61489,0,0,0,0,0.79044,0,0,0,0,1.7401,0,0,0,0,0.61804,0,0,0,0,0.4835,0,0,0,0,2.1871,0,0,0,0,0.94532,0,0,0,0,2.1127,0,0,0,0,1.9747,0,0,0,0,-1
0.87355,0,0,0,0,1.0952,0,0,0,0,1.2147,0,0,0,0,1.2209,0,0,0,0,0.6549,0,0,0,0,0.62377,0,0,0,0,0.7124,0,0,0,0,1.6137,0,0,0,0,0.67278,0,0,0,0,0.40927,0,0,0,0,1.3062,0,0,0,0,0.96033,0,0,0,0,0.84208,0,0,0,0,1.0198,0,0,0,0,1.0334,0,0,0,0,0.43864,0,0,0,0,1.4915,0,0,0,0,1.1811,0,0,0,0,1.2727,0,0,0,0,1.5032,0,0,0,0,1.0363,0,0,0,0,0.73021,0,0,0,0,1.1022,0,0,0,0,0.43071,0,0,0,0,0.69068,0,0,0,0,1.2943,0,0,0,0,0.40093,0,0,0,0,0.37695,0,0,0,0,1.7516,0,0,0,0,0.66408,0,0,0,0,1.4744,0,0,0,0,1.1556,0,0,0,0,1
0.9471,0,0,0,0,1.1044,0,0,0,0,1.2456,0,0,0,0,1.4257,0,0,0,0,0.71804,0,0,0,0,0.72217,0,0,0,0,0.72822,0,0,0,0,1.4756,0,0,0,0,0.71027,0,0,0,0,0.40546,0,0,0,0,1.165,0,0,0,0,1.0401,0,0,0,0,0.9753,0,0,0,0,1.1595,0,0,0,0,1.1937,0,0,0,0,0.50291,0,0,0,0,1.4892,0,0,0,0,1.4772,0,0,0,0,1.7943,0,0,0,0,1.8311,0,0,0,0,0.97905,0,0,0,0,0.69853,0,0,0,0,1.5155,0,0,0,0,0.61142,0,0,0,0,0.63467,0,0,0,0,1.43,0,0,0,0,0.48287,0,0,0,0,0.43315,0,0,0,0,1.5562,0,0,0,0,0.70984,0,0,0,0,1.4732,0,0,0,0,1.3419,0,0,0,0,1
1.0577,0,0,0,0,1.3121,0,0,0,0,1.4998,0,0,0,0,1.6519,0,0,0,0,0.93041,0,0,0,0,0.83559,0,0,0,0,0.89817,0,0,0,0,1.9913,0,0,0,0,0.70756,0,0,0,0,0.48695,0,0,0,0,1.9924,0,0,0,0,1.0889,0,0,0,0,1.0774,0,0,0,0,1.1756,0,0,0,0,1.1352,0,0,0,0,0.57458,0,0,0,0,1.9754,0,0,0,0,1.5527,0,0,0,0,1.4148,0,0,0,0,1.874,0,0,0,0,1.2788,0,0,0,0,0.78105,0,0,0,0,1.2611,0,0,0,0,0.62641,0,0,0,0,0.79862,0,0,0,0,1.6,0,0,0,0,0.40602,0,0,0,0,0.4291,0,0,0,0,2.2874,0,0,0,0,0.65147,0,0,0,0,1.7659,0,0,0,0,1.3311,0,0,0,0,1
1.0465,0,0,0,0,1.6213,0,0,0,0,1.908,0,0,0,0,1.8123,0,0,0,0,1.2838,0,0,0,0,1.2814,0,0,0,0,1.3277,0,0,0,0,3.3397,0,0,0,0,1.0084,0,0,0,0,0.52131,0,0,0,0,2.9286,0,0,0,0,1.4397,0,0,0,0,1.2732,0,0,0,0,1.4935,0,0,0,0,1.3635,0,0,0,0,0.59411,0,0,0,0,2.7955,0,0,0,0,1.944,0,0,0,0,1.4308,0,0,0,0,2.4728,0,0,0,0,1.5971,0,0,0,0,0.96063,0,0,0,0,1.3736,0,0,0,0,0.64892,0,0,0,0,1.2629,0,0,0,0,2.3889,0,0,0,0,0.50773,0,0,0,0,0.4938,0,0,0,0,4.2217,0,0,0,0,0.79768,0,0,0,0,2.7252,0,0,0,0,1.652,0,0,0,0,1
1.2093,0,0,0,0,1.7371,0,0,0,0,2.1704,0,0,0,0,2.412,0,0,0,0,1.1814,0,0,0,0,1.1297,0,0,0,0,1.6075,0,0,0,0,3.734,0,0,0,0,1.1314,0,0,0,0,0.51288,0,0,0,0,2.5426,0,0,0,0,1.2015,0,0,0,0,1.2606,0,0,0,0,1.5091,0,0,0,0,1.6982,0,0,0,0,0.65793,0,0,0,0,2.2333,0,0,0,0,2.4707,0,0,0,0,1.7111,0,0,0,0,2.2241,0,0,0,0,1.4846,0,0,0,0,1.2817,0,0,0,0,1.4805,0,0,0,0,0.55209,0,0,0,0,1.3421,0,0,0,0,2.4661,0,0,0,0,0.56503,0,0,0,0,0.49127,0,0,0,0,3.9237,0,0,0,0,0.84941,0,0,0,0,2.8734,0,0,0,0,2.0193,0,0,0,0,1
1.3306,0,0,0,0,2.0824,0,0,0,0,2.6687,0,0,0,0,2.6859,0,0,0,0,1.5703,0,0,0,0,1.4697,0,0,0,0,1.9405,0,0,0,0,4.6743,0,0,0,0,1.2323,0,0,0,0,0.54303,0,0,0,0,3.7705,0,0,0,0,1.3391,0,0,0,0,1.4186,0,0,0,0,1.8054,0,0,0,0,1.7099,0,0,0,0,0.63401,0,0,0,0,2.9186,0,0,0,0,3.2059,0,0,0,0,1.8952,0,0,0,0,2.879,0,0,0,0,1.5617,0,0,0,0,1.4086,0,0,0,0,1.6432,0,0,0,0,0.59007,0,0,0,0,1.5713,0,0,0,0,3.1117,0,0,0,0,0.48073,0,0,0,0,0.53412,0,0,0,0,5.1197,0,0,0,0,0.79668,0,0,0,0,3.2556,0,0,0,0,1.988,0,0,0,0,1
