@relation valence 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
5495,1861.3,848.61,647.79,553.89,3131.8,787.79,290.61,313.06,214.31,4037.7,1390.6,662.38,505.83,448.21,6863.3,2006,961.44,773.89,730.15,3249,1244.7,588.91,450.31,387.92,5630.8,2013.3,942.94,674.44,577.62,3314.7,1170.4,534.79,421.39,355.08,12175,3345.9,1416.9,1082.6,949.86,2972.4,884.73,412.3,342.32,284.82,7789.4,1631.5,573.18,567.65,505.89,2617.2,805.06,367.61,305.44,239.52,12392,3099.4,1236.2,997.1,869.75,2754.2,835.58,396.47,329.54,246.75,2067.3,620.67,326.17,294.32,214.01,1469.8,545.07,303.95,266.06,183.52,2578.9,913.51,413.8,318.04,261.57,6580.8,2357.4,1127.2,839.8,704,4052.3,960.87,438.91,390.2,356.01,8103.8,2159.6,881.2,725.83,607.91,4466.2,1338.2,678.36,576.63,486.41,3634.7,1259.9,606.25,497.32,481.81,6964.2,1871.3,814.64,685.78,574.42,1797.7,711.56,358.61,287.24,213,13881,2979.2,1164.4,1092.1,931.99,2175.3,603.11,301.7,342.34,255.98,3988.2,1159.4,558.8,454.11,379.49,5325.4,1422.6,595.33,478.68,419.4,9704.6,2155.1,801.6,718.56,649.71,3560.8,1199.6,549.84,412.08,345.45,2509.9,993.25,527.89,373.72,304.99,5031.2,1798.9,856.85,607.93,539.69,7057.9,1696.5,678.5,588.32,496.17,1
5949.5,1867.4,947.31,847.64,648.85,3634.2,851.5,312.33,348.62,202.49,4381.2,1406.7,721.03,648.25,506.22,7715.3,2008.6,949.09,949.15,708.81,3393.6,1164.5,631.09,567.35,437.62,5973.1,1936.2,1013.4,903.16,699.97,3472.8,1137.6,585.67,491.42,401.6,13701,3427,1547.5,1504.6,1116.6,3211.1,954.82,452.95,392.96,331.71,9146,1806.9,675.82,715.89,580.81,2780.1,851.08,398.65,349.7,282.26,14096,3257.5,1382.4,1376.6,1010.1,2976.4,859.1,417.18,392.21,281.94,2368,625.75,310.55,313.23,162.02,1564.8,543.72,307.09,298.62,161.48,2693.4,907.3,460.43,399.8,307.89,6870.1,2265.3,1265.4,1018.6,850.35,4781.7,1033.8,469.69,509.57,391.41,9181.6,2240.6,986.35,1000.9,714.51,4739.9,1411.3,767.21,718.67,581.5,3994.4,1284,678.43,638.58,550.25,7873.8,1930.2,887.43,875.67,680.62,1941.6,711.37,395.93,349.12,262.85,16266,3335.9,1405,1263.2,1129.6,2541.7,686.89,342.1,339.79,302.59,4464.1,1211.9,643.17,531.2,470.29,6001.2,1489.9,658.31,666.69,489.07,11268,2328.8,918.9,961.91,748.38,3751.2,1180.6,597.91,496.7,404.4,2656.3,942.4,553.82,465.89,333.01,5395.7,1736.1,904.95,822.23,625.2,8058,1807.2,741.56,782.4,553.19,1
3714.2,1502.3,962.98,1059.2,1018.6,2682.4,640.78,281.6,329.21,220.45,2685.9,1114.9,739,816,789.49,5433.8,1657.6,928.88,980.52,965.04,1840.2,961.15,630,673.29,649.1,3283.7,1556.8,1046.2,1144.2,1112.3,1945.1,856.86,582.27,626.21,585.32,9802.1,2797.4,1577.5,1732.5,1719.4,1879.6,678.55,478.76,522.78,509.11,6746.9,1346.2,601.46,669.81,652.54,1659.9,605.46,415.63,451.39,424.17,10413,2592.2,1360,1444.2,1424.1,1855.3,603.91,420.38,474.28,418.38,1777,476.78,287.13,300.39,193.57,1164.6,437.16,292.31,305.9,205.45,1496.5,689.82,472.43,511.57,484.09,3544.2,1755.9,1236.7,1321,1256.4,3574.5,826.95,412.65,461.7,452.54,6658.9,1802.1,987.87,1089.6,1043.8,2720.4,1027.2,750.4,831.61,807.48,2327.1,1011.6,699.6,777.18,777.97,5747.9,1627.3,952.48,1027.8,977.99,1237.3,588.43,378.94,388.95,347.03,11443,2371.3,1290.7,1414.1,1365.6,1801.2,547.59,326.95,369.56,322.96,2922.1,999.24,843.13,915.26,808.42,4287.9,1198.3,676.79,748.85,729.87,8416.8,1823.4,852.93,941.15,942.7,2166,898.69,609.63,643.06,616.19,1541,804.87,550.28,543.16,525.32,3082.3,1413.3,934.4,1016.9,999.1,5963.5,1429.6,742.8,805.2,762.52,1
3884.8,1537.6,891.91,830.26,784.09,2635.8,720.02,272.06,362.41,212.54,2780.6,1139.6,687.29,657.64,611.22,5503.7,1732,920.77,862.5,823.15,1810.7,945.04,610.43,539.89,524.91,3304.3,1541,975.93,867.77,855.08,1789.3,854.73,560.89,516.38,481.6,9904.7,2990.4,1520.3,1435.2,1363.2,1760.6,651.46,441.68,417.93,406.88,6488.5,1540.4,610.45,663.86,592.54,1576.3,576.71,377.67,352.22,337.19,10407,2861.2,1304.2,1315.8,1203.8,1793.9,603.75,388.45,384.59,325.83,1808.3,529.59,271.71,303.32,190.37,1242.1,461.47,266.35,292.29,186.71,1415.7,662.8,442.12,391.64,368.88,3331.7,1705.6,1159.3,1007.4,984.14,3465.1,904.62,414.61,417.58,399.53,6727.5,1966.8,935.59,948.78,849.49,2590.8,1011.4,741.5,691.69,676.39,2451.2,1036,678.87,662.93,648.46,5802.8,1714.8,887.15,918.52,847.47,1277.7,590.06,362.37,349.34,303.71,10743,2587.1,1242,1266.4,1147.6,1683.4,557.58,343.39,375.02,328.06,2690,995.95,673.74,662.23,606.21,4329.9,1301.5,627.22,644.54,593.28,8209.7,2036.2,853.49,899.17,821.62,2061.4,875.65,572.23,496.87,472.23,1616.3,793.92,488.67,424.31,404.29,3160,1405,877.15,767.15,766.98,5975.9,1577.7,700.19,755.83,644.59,1
4151.2,1621.5,890.68,729.4,641.69,2735.1,750.99,268.11,319.97,202.2,3040.5,1205.6,677.14,573.99,491.69,5429.1,1750.2,911.76,751.61,671.33,2204.4,1029.5,618.32,458.55,438.12,3851.8,1685.4,973.99,730.02,701.68,2352,992.02,570.21,436.5,442.66,9759.3,2982.2,1439.6,1190.1,1002.2,2205.4,769.2,416.69,360.69,352.81,6598.9,1537.2,559.87,579.62,503.26,1936.5,693.34,357.74,307.27,289.66,10245,2845.1,1247.6,1104.5,886.18,2122.2,724.93,368.1,333.9,291.77,1844.1,581.58,284.82,289.72,179.18,1263.6,505.81,284.03,281.42,167.93,1834.9,762.72,424.64,347.49,309.02,4467,1926.6,1202.8,915.97,878.74,3386.9,878.52,419.21,410.78,367.89,6629.2,1947.1,886.14,801.86,632.96,3291.2,1174.9,711.44,662.64,623.63,2647.6,1087.3,672.79,576.9,550.79,5661.4,1701.7,833.92,718.97,679.89,1360.9,595.66,382.79,326.38,245.8,11647,2778.2,1181.5,1088.2,1068.1,1824.9,551.49,349.57,305.69,397.83,3156.1,1033.1,597.3,454.7,510.75,4302,1284.9,607.7,535.49,470.46,8165.1,1990.6,790.19,748.49,639.61,2602.9,1009.2,559.97,458.33,414.8,1745.4,863.07,503.39,378.91,336.91,3521.8,1527.6,868.95,666.44,611.84,5908.1,1576.5,671.64,644.3,494.64,1
5041.5,1681.6,876.43,744.27,640.91,3469.3,864.13,315.91,340.49,245.7,3687.4,1282.5,669.59,586.11,493.78,6697.1,1862.5,981.82,812.24,804.54,2970.1,1153.5,647.25,538.71,527.06,5087.7,1844.6,916.01,702.42,602.46,3456.9,1147.9,624.76,470.94,460.2,11960,3108.9,1474.9,1243.1,1124.9,3224.7,981.98,451.46,410.93,371.99,8523.1,1717.2,619.86,594.7,582.59,2821,862.42,375.95,348.94,307.2,12660,2918,1283.2,1107.3,955.44,3040.9,887.36,390.22,367.28,279.75,2232,640.25,346.27,349.79,253.44,1415.7,529.22,322.09,308.27,218.92,2676.5,899.37,411.11,330.99,275.6,6340.9,2217.3,1155.3,856.76,772.78,4289.5,978.32,474.19,487.23,458.26,8092,2008.8,901,797.72,647.84,4833.5,1442.6,685.51,667.18,559.81,3313.5,1173.5,716.87,618.92,578.52,7019.8,1770.1,889.12,744.9,811.77,1592.2,649.81,373.33,304.04,248.01,15772,3367.4,1248.8,1086.9,1050.2,2487,698.72,439.81,520.23,499.57,4446.8,1269.8,638.67,586.11,550.06,5263.5,1343.2,624.81,604.27,501.67,10310,2147.6,848.77,762.07,726.22,3792.1,1193.4,543.3,410.77,353.65,2287.7,923.45,524.8,390.62,339.2,4562,1646.9,846.52,679.12,578.44,7309.1,1664.3,725.82,678.67,578.33,1
4228.4,1530.2,1048.8,1048.5,971.89,3213.8,833.7,371.39,371.64,314.54,3094.1,1171.2,928.59,771.26,786.55,6254.5,1828.6,1466.3,1299.4,1126,2305.5,960.6,997.99,1083.6,989.76,3999.3,1504.1,1059.5,1043.9,988.95,2715.7,945.78,760.2,703.41,685.24,11099,2988.3,1890.8,1878.5,1682.2,2653,808.1,716.21,577.85,569.77,8081,1663.7,734.61,756.65,753.42,2283.9,722.38,535.39,488.46,499.94,11859,2913.3,1504.3,1475.9,1349.8,2514.1,727.01,493.13,450.44,428.84,2112,593.02,323.5,297.29,230.74,1306.6,503.84,312.39,295.6,211.91,2048.8,741.25,540.21,470.42,443.16,4835.3,1786.5,1299.6,1272.4,1166.3,4119.4,984.39,695.39,580.74,693.67,7525.1,1965.1,1035.6,1065.5,933.65,3858,1256.1,1118.1,1045.4,1167.4,2797.9,1090.8,1077.4,1005.5,1132,6571.9,1748.2,1230.9,1245.1,1384.2,1395.3,616.04,480.81,489.69,523.22,14382,2932.6,1393.6,1320.7,1416.7,2331.6,753.19,792.15,927.43,923.74,3889.6,1184.6,1016.9,1129.7,1277.1,4882.3,1389.6,833,802.4,973.33,9797.9,2136.6,1007.1,1040.6,991.44,3002,948.69,710.3,664.23,557.57,1898.6,827.61,643.26,541.29,514.46,3675.6,1362.9,996.46,956.44,862.12,6849.1,1639.9,804.87,812.65,744.27,-1
3106.8,1181.6,785.61,827.56,752.85,2219.8,574.65,242.69,328.91,165.17,2221.1,899.61,593.92,645.68,561.28,4372.4,1326.3,766.97,797.73,696.95,1648.3,798.56,535.65,558.11,517.58,2891.8,1248.8,857.21,862.33,845.93,1886.9,774.97,514.37,525.99,511.04,7858,2208.3,1239.4,1278,1111.2,1780.6,614.42,381.62,432.55,393.95,5589.9,1192.5,475.27,512.59,449.8,1559.4,551.09,331.1,368.91,332.28,8355,2098.8,1070.2,1105.9,905.24,1709.1,570.2,337.4,402.03,331.85,1469.1,452.02,250.79,302.41,142.4,962.34,390.35,254.58,307.51,164.71,1444.5,611.23,384.01,415.97,378.3,3376,1468.9,1054.9,1081.6,1030.1,2927.5,699.66,328.2,340.72,312.14,5342.3,1440.5,769.79,849.06,677.67,2638.4,939.14,635.6,713.17,700.94,2019.5,817.02,624.34,617.31,653.3,4624.4,1297.4,765.31,805.98,758.71,1037,497.7,348.62,354.27,307.91,9789.9,2228.4,1075.3,1174.6,1106.9,1551.3,534.76,320.7,413.44,413.3,2652.2,895.28,578.25,592.09,608.37,3466.4,945.37,517.13,557.37,494.81,6814.9,1520.7,651.21,684.49,591.28,2099.1,803.87,507.1,524.27,492.3,1351.3,679.63,450.14,424.25,392.49,2660.5,1145.6,751.18,756.54,730.37,4837.3,1170.5,563.13,647.19,470.75,1
4470.9,1724.6,958.39,849.37,712.38,3204.3,834.62,309.26,340.12,231.65,3230.7,1310.1,760.02,695.46,582.51,6412.5,1955.9,1031.1,898.76,850,2217.5,1053,656.88,674.33,541.45,4017.7,1722.7,1020.8,922.45,794.65,2381.7,984.13,607.63,553.89,501.08,11578,3302.4,1587.7,1391.6,1167.4,2362.4,806.17,460.9,445.62,396.67,7980.2,1768.8,654.17,606.37,531.68,2075.5,718.62,402.08,380.82,328.85,12268,3169.8,1390.5,1206,991.68,2314,753.7,413.86,412.59,329.9,2110,614.47,310.11,299.94,196.44,1358.6,521.68,309.75,299.29,191.35,1848.7,788.55,459.76,417.56,351.08,4399.9,1979.7,1242.9,1120.1,944.94,4154,1020.4,511.58,464.3,386.13,7875.7,2187.1,993.92,891.16,710.62,3486.4,1255.2,822.41,764.32,742.39,2896.4,1198.9,857.9,740.39,765.06,6760,1911,1006.3,875.58,814.26,1398.5,658,417.06,381.19,345.77,13720,3137.3,1327.3,1255.4,1127.6,2173.3,741.28,523.88,471.54,502.6,3565.8,1218.6,802.87,741.8,640.03,5096.3,1462.8,710.66,632.28,529.59,9906.5,2297.6,919.41,823.39,697.46,2710.7,1020.2,610.37,547.76,472.2,1850.6,882.43,547.97,456.74,398.32,3733,1560,911.19,821.4,702.39,7062.8,1778.9,747.87,678.92,531.18,1
3686.8,1315.1,886.92,786.42,983.38,2839.6,749.5,326.12,385.77,314.95,2690.4,1058.1,780.91,660.88,839.3,5295.5,1645.4,998.8,1122.2,1234.8,1871.5,983.03,905.89,755.99,752.91,3378.7,1335,898.48,735.52,968.5,2293.1,867.61,631.94,736.59,704.76,9594.8,2542.3,1624.1,1430.4,1490.2,2277.7,804.19,571.92,722.44,607.79,7010.8,1508.4,649.53,690.82,652.24,1970.9,694.76,556.74,470.33,468.62,10322,2563.1,1275.7,1148,1168.8,2178.8,695.34,441.68,400.63,451.35,1894.2,571.17,317.43,363.27,272.4,1203.8,483.81,309.53,334.13,240.44,1737.1,676.61,447.18,339.88,417.33,4097,1597.9,1128.3,938.92,1148.1,3554,861.1,659.17,609.41,586.19,6512.9,1729.3,865.56,816.9,851.35,3329,1170.1,1005.3,863.17,1096.6,2376.8,1112.3,903.49,909.9,940.06,5647,1716.2,1196.9,1206.4,1467.1,1161.5,569.35,454.92,570.14,413.24,12456,2706.3,1271.3,1288.7,1349,2087.8,800.57,718.23,857.45,1240.7,3365.8,1234.6,1179.5,1369.6,1519.7,4193.8,1327.7,818.24,947.36,1092.1,8527.2,1917.2,886.64,880.62,902.42,2517.9,910.55,613.99,626.82,624.49,1608,747.56,512.29,460.94,512.24,3097,1227.4,821.78,650.75,842.45,5982.7,1465,682.1,701.4,663.3,-1
3165.1,1248.3,792.33,661.7,514.89,2375.6,645.43,238.45,289.83,155.51,2284.1,931.71,596.62,516.39,392.45,4588.2,1377,761.41,679.8,520.51,1615.2,802.21,549.15,479.5,365.92,2852,1279.5,841.75,720.95,550.86,1880.8,778.09,478.92,410.7,321.51,8278.9,2355.1,1232.1,1045,800.6,1818.5,610.63,372.68,336.13,268.67,5923.5,1252.5,454.23,420.59,344.75,1594,555,323.89,292.47,228.14,8848.3,2289.7,1056.4,927.16,688.36,1789.8,574.67,332.61,334.88,231.94,1591.3,518.34,297.12,304.19,189.87,1047.5,459,293.61,293.07,191.29,1427.5,605.84,382.5,321.83,244.81,3274.5,1481.1,1034.4,854.48,667.06,3065,746.01,333.9,289.56,250.06,5645.5,1549,768.57,694.91,499.87,2663,930.72,599.79,553.23,452.58,2045.4,817.62,565.49,458.8,426.05,4864,1363.6,691.17,594.35,447.66,1048.3,498.86,315.43,279.87,196.44,10367,2303.6,972.42,888.86,729.72,1626.8,501.12,247.06,233.87,199.3,2768.9,882.19,486.07,425.14,326.88,3628.6,1011,518.61,454.13,354.95,7232.2,1640.9,644.86,583.42,461.84,2079.8,838.89,508.03,438.51,343.45,1325.3,719.65,458.46,382.12,306.61,2645.9,1188.4,788.98,687.69,555.65,5126.1,1303.9,647.07,607.87,488.11,-1
4119.8,1500.5,970.56,991.97,965.22,2993.1,735.19,263.92,326.99,206.17,2977.1,1119.8,737.44,770.51,745.02,5859.4,1672.6,945.93,930.76,930.51,1954.8,933.78,658.27,613.05,621.39,3578.8,1530.5,1068.3,1059.4,1064.7,2068.8,891.18,602.93,568.79,568.66,10659,2850,1564.1,1520.5,1612.1,2089,723.17,483.83,497.66,495.65,7335.6,1534.9,573.68,602.72,591.78,1851.5,657.88,407.16,418.28,410.86,11334,2724.2,1324.5,1355.7,1328.9,2073.1,670.49,411.38,428.82,402.69,1976,549.02,274.25,289,189.71,1309.2,468.92,280.77,297.06,204.71,1616.2,709.73,476.94,462.64,467.46,3761.2,1746.7,1267.4,1239.2,1207.1,3871.9,903.96,426.42,429.81,432.1,7249.8,1858.9,962.45,1020.3,971.62,3022.9,1087.7,763.37,782.92,793.27,2600.9,997.13,708.94,716.77,761.63,6253.2,1647.3,890.14,947.17,880.08,1309.6,562.6,369.58,370.1,332.66,12515,2768.5,1288.8,1298.7,1278.6,1947.7,549.06,311.52,333.59,308.32,3196.3,1045.7,759.27,726.67,734.04,4685.9,1219.1,642.81,703.61,672.49,9112.9,1979.9,827.51,852.79,857.06,2371.1,923.33,627.61,587.95,600.46,1687.6,801.05,545.33,516.08,515.82,3355.4,1383.3,960.28,938.28,967.05,6538.4,1517.3,698.04,772.34,714.78,1
3300.8,1893.2,1610.7,1510.9,1692.6,2592,908.47,645.39,689.75,779.03,2537.3,1660,1794.9,1807.6,1857.1,5051.5,2336.2,2595.7,2816.1,2700.7,1691.8,1312.1,1288.6,1810,1673.7,2730.6,1824.7,1446.5,1383.5,1419.4,1999.3,1086.1,1207.2,1167.8,1462.7,8938,3203.3,3205.5,3030.1,3143.1,1962.9,1122.6,1282.5,1304,1264.3,6279.2,1427.3,838.77,805.38,906.68,1685.2,901.14,1017.9,1175.8,965.9,9466.6,2868.8,2038.4,2086.3,2075.7,1879.4,821.04,737.29,825.03,652.2,1745,579.56,345.83,405.23,351.83,1147.9,559.3,412.21,457.05,417.5,1427.4,868.53,764.11,790.45,675.1,3123,2036.7,1730.7,1686.5,1748.6,3290.8,928.04,727.63,679.36,666.25,6042.6,2021.3,1487.5,1510.5,1478.2,2741.7,1423.8,1390.9,1422.9,1567.6,2189.9,1595.3,1567,1627.8,1562.1,5296.7,1727.7,1456.7,1389.4,1619.6,1068.4,696.32,681.3,686.79,689.01,10928,2620.8,1504,1321.9,1367.4,1848.1,826.09,895.67,795.59,1064.3,2952.3,1220.1,1537.6,1397.5,1935.6,3855.2,1481.1,1339.4,1654.7,1503.5,7702.7,1853.9,1056.7,1057.1,1056.5,2167.6,1068.3,861.19,811.36,768.46,1383.8,883.57,712.43,609.68,649.08,2592.7,1636.8,1377.4,1307.5,1281.3,5500.7,1595.8,1052.5,1097.8,1083.7,-1
3610.6,1489.6,1158,1562.4,1512.7,2761.8,787.25,437.7,640.12,676.24,2836.4,1280.8,1087,1244.1,1799.4,5739.6,1871.2,1691.9,2249.2,2327.4,1899.9,1053.5,1050.3,1182.1,1308.4,3132.4,1459.6,1219.3,1329,1193.5,2072.7,956.75,903.71,926.56,849.15,9470.7,2614,1946,2092.4,2369.2,2037.7,774.8,789.25,765.81,844.8,6738.7,1311.2,571.3,575.12,578.01,1782,700.54,571.42,580.54,699.3,10124,2376.6,1403.8,1559.9,1688.9,1991.8,698.52,514.15,544.37,520.56,1798.3,560.15,334.3,392.87,278.42,1171.8,516.77,353.93,405.96,365.76,1573.7,735.35,513.72,557.95,614.16,3605.6,1758,1429.7,1495.6,1539.5,3509,809.56,520.13,596.77,558.87,6449.8,1664,1016.8,1238.6,1325.9,2963.2,1144.5,1119.9,1174.6,1250.2,2500.9,1267.9,1060,1453.6,1381.6,5639.7,1574.4,1180.9,1813,1457.7,1153.5,608.88,483.83,599.94,508.76,11723,2424.8,1274.2,1304.6,1217.2,1912.2,849.15,837.47,1030.7,967.51,3207.6,1217.9,1186.7,1403,1208.7,4184.2,1190,880.37,1132.9,1219.3,8254.6,1683.7,748.58,832.95,835.34,2309.5,946.29,670.01,679.33,687.82,1485,788.53,628.41,651.81,519.85,2963,1334.4,1029.4,1140.2,1153.2,5861.3,1340.5,759.9,905.42,931.37,1
2512.1,1259.5,761.46,610.32,484.6,1800.9,609.33,230.13,283.27,148.95,1803.7,943.38,577.03,477.9,373.13,3277.6,1309.4,753.6,653.23,547.91,1483.9,905.21,536.78,411.44,335.02,2529.1,1431.4,832.83,643,530.68,1787.2,910.03,491.94,377.74,295.61,5928.1,2131.1,1225,990.33,872.31,1703,753.34,368.72,299.44,250.25,4451.5,1150.8,449.7,444.76,394.65,1495.4,682.42,329.29,262.39,209.44,6332.2,1979.9,1045,900.83,754.39,1607.6,692.03,325.03,298.52,208.19,1186.5,451.18,234.75,245.46,130.97,796.28,386.7,249.47,250.2,133.59,1398,733.96,388.31,290.21,231.6,3237.7,1740.3,1015.1,760.73,620.36,2279.1,646.98,318.16,301.94,280.3,4033.7,1367.1,756.82,674.17,533.52,2526.6,1112.1,608.57,499.34,436.7,1657.3,870.43,529.35,413.95,407.82,3501.7,1231.6,700.91,620.44,522.56,824.59,515.82,317.11,270.15,190.32,8427,2423.4,990.32,849.89,745.05,1339,506.83,271.27,257.69,208.79,2401.1,1011.7,520.65,414.45,351.6,2613.1,912.88,507.21,439.8,374.96,5279.3,1401.4,631.24,597.57,527.05,1992.9,965.6,493.89,368.82,294.86,1197.1,724.66,427.29,340.13,269.27,2275.2,1249.5,744.17,561.21,476.32,3681.1,1088.8,546.55,527.49,405.53,-1
3521.1,1651.2,923.39,894.18,810.63,2300.2,645.07,284.12,381.87,282.1,2604.1,1229.4,697.09,691.33,622.73,4486.7,1752.7,941.8,970.54,920.5,2031.7,1067.4,595.9,538.58,485.06,3529.9,1774,1003.6,929.23,864.18,2234.3,974.22,553.38,507.23,452.9,8054.1,2923.7,1572.1,1620.5,1572,2088.1,761.7,425.4,415.59,386.73,5563.9,1307.4,680.96,851.52,843.86,1831.1,672.89,372.43,366.4,326.72,8441.1,2655.8,1398.8,1520.9,1480.3,1995.4,674.66,370.02,393.76,328.37,1529.5,475.64,247.4,299.16,196.22,1028.9,442.02,253.14,287.06,174.68,1754.6,770.84,434.26,403.17,364.98,4221.9,2002.6,1171.9,1047.3,962.86,2845.2,835.69,454.85,546.1,530.47,5454.8,1882,1002.6,1094,1029.7,3139.4,1148.9,690.89,680.02,646.83,2291.4,1114.2,645.68,641.68,627.01,4703.1,1614.1,862.3,903.05,870.63,1155.8,612.3,346.71,336.2,279.8,10299,2377.2,1322,1504.7,1475.7,1617.9,469.89,252.51,294.62,267.96,2917.9,970.86,548.84,491.71,437.16,3551,1259,669.04,711.72,680.45,6792.9,1809.2,935.93,1115.2,1115.9,2463.9,992.24,564.18,517.35,464.69,1593.4,874.85,495.76,448.71,397.21,3161,1586.6,900.31,844.45,784.61,4885.7,1446.1,752.04,867.93,809.26,-1
